"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
7.711353544E1,5.140335806E1,-5.130992000E-1,2.189055687E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
7.811303778E1,5.140335805E1,-5.130992200E-1,2.189067892E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
7.911797205E1,5.140335805E1,-5.130992300E-1,2.189067891E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.011194710E1,5.140335813E1,-5.130992700E-1,2.188787119E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.111138996E1,5.140335809E1,-5.130992900E-1,2.188597910E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.211129886E1,5.140335798E1,-5.130993100E-1,2.188188979E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.311145385E1,5.140335793E1,-5.130993300E-1,2.188188979E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.411125880E1,5.140335790E1,-5.130993300E-1,2.188188981E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.511105020E1,5.140335794E1,-5.130993500E-1,2.188549084E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.611088972E1,5.140335793E1,-5.130993600E-1,2.188494151E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.711048790E1,5.140335784E1,-5.130993800E-1,2.188219496E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.811012576E1,5.140335780E1,-5.130993900E-1,2.188219498E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
8.911003481E1,5.140335778E1,-5.130993900E-1,2.188219499E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
9.011094741E1,5.140335772E1,-5.130993800E-1,2.188304953E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
9.111449293E1,5.140335756E1,-5.130993300E-1,2.187743447E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
9.211254022E1,5.140335593E1,-5.130984000E-1,2.183556660E1,0.000000000E0,NaN,3.430400085E1,1.600000000E1
9.311365386E1,5.140334394E1,-5.130948800E-1,2.186017607E1,0.000000000E0,NaN,4.073600006E1,2.400000000E1
9.411353432E1,5.140333555E1,-5.130866900E-1,2.187093419E1,0.000000000E0,NaN,3.215999985E1,1.600000000E1
9.511364416E1,5.140332438E1,-5.130799600E-1,2.197165808E1,0.000000000E0,NaN,3.001600075E1,1.600000000E1
9.611663041E1,5.140329601E1,-5.130187400E-1,1.557746776E1,1.210000038E0,1.880000000E2,1.179199982E1,1.200000000E1
9.711422077E1,5.140326323E1,-5.130026700E-1,2.082915759E1,1.480000019E0,2.033000031E2,9.648000717E0,8.000000000E0
9.811429248E1,5.140324130E1,-5.129987900E-1,1.922425738E1,1.059999943E0,2.023999939E2,9.648000717E0,6.000000000E0
9.911704920E1,5.140321897E1,-5.129994300E-1,1.989657332E1,1.669999957E0,2.046000061E2,9.648000717E0,6.000000000E0
1.001145175E2,5.140320035E1,-5.130035700E-1,2.010623589E1,1.330000043E0,2.048999939E2,9.648000717E0,4.000000000E0
1.011164300E2,5.140318292E1,-5.130063900E-1,2.082383395E1,1.320000052E0,2.041999969E2,9.648000717E0,4.000000000E0
1.021141867E2,5.140316766E1,-5.130121300E-1,2.117991563E1,1.539999962E0,2.013999939E2,9.648000717E0,4.000000000E0
1.031149134E2,5.140315400E1,-5.130188900E-1,2.265257211E1,1.210000038E0,2.065000000E2,9.648000717E0,4.000000000E0
1.041140995E2,5.140313920E1,-5.130266300E-1,2.332615581E1,1.840000033E0,2.010000000E2,9.648000717E0,4.000000000E0
1.051167410E2,5.140312308E1,-5.130360000E-1,2.445707471E1,1.679999948E0,2.006999969E2,9.648000717E0,4.000000000E0
1.061151957E2,5.140310342E1,-5.130457200E-1,2.391349595E1,2.420000076E0,1.946000061E2,9.648000717E0,4.000000000E0
1.071148511E2,5.140308610E1,-5.130537000E-1,2.426994231E1,1.470000029E0,1.996999969E2,9.648000717E0,4.000000000E0
1.081155145E2,5.140307215E1,-5.130618900E-1,2.541319042E1,1.730000019E0,2.021000061E2,9.648000717E0,4.000000000E0
1.091151302E2,5.140305959E1,-5.130728100E-1,2.711759135E1,1.509999990E0,2.215000000E2,9.648000717E0,4.000000000E0
1.101158470E2,5.140303508E1,-5.130880100E-1,2.707150629E1,3.650000095E0,2.023000031E2,9.648000717E0,4.000000000E0
1.111154346E2,5.140300239E1,-5.131062900E-1,2.938821558E1,3.400000095E0,2.006000061E2,9.648000717E0,4.000000000E0
1.121171274E2,5.140297267E1,-5.131197000E-1,2.977670651E1,3.099999905E0,1.965000000E2,9.648000717E0,4.000000000E0
1.131148211E2,5.140294566E1,-5.131294900E-1,3.122263439E1,2.859999895E0,2.001999969E2,9.648000717E0,4.000000000E0
1.141138705E2,5.140292342E1,-5.131410400E-1,3.189792704E1,2.450000048E0,1.996000061E2,9.648000717E0,4.000000000E0
1.151133109E2,5.140290276E1,-5.131540300E-1,3.433304348E1,2.529999971E0,2.003000031E2,9.648000717E0,3.000000000E0
1.161147571E2,5.140288028E1,-5.131679500E-1,3.608017163E1,2.670000076E0,2.001999969E2,9.648000717E0,3.000000000E0
1.171138648E2,5.140285673E1,-5.131837500E-1,3.770071116E1,2.869999886E0,1.991000061E2,9.648000717E0,3.000000000E0
1.181171732E2,5.140283245E1,-5.131972400E-1,3.945272384E1,2.720000029E0,1.988000031E2,9.648000717E0,3.000000000E0
1.191181023E2,5.140280988E1,-5.132094100E-1,3.977474443E1,2.609999895E0,2.001999969E2,9.648000717E0,4.000000000E0
1.201161724E2,5.140278506E1,-5.132225600E-1,4.023244638E1,3.059999943E0,1.995000000E2,9.648000717E0,4.000000000E0
1.211175074E2,5.140275737E1,-5.132382100E-1,4.092958791E1,3.259999990E0,2.006999969E2,9.648000717E0,3.000000000E0
1.221166764E2,5.140272952E1,-5.132556800E-1,4.149275505E1,3.190000057E0,2.006999969E2,9.648000717E0,4.000000000E0
1.231131291E2,5.140270307E1,-5.132728800E-1,4.134211547E1,3.140000105E0,2.008000031E2,9.648000717E0,4.000000000E0
1.241133455E2,5.140267598E1,-5.132892800E-1,4.090003446E1,3.299999952E0,1.993000031E2,9.648000717E0,4.000000000E0
1.251113593E2,5.140264047E1,-5.133036500E-1,4.091700694E1,4.750000000E0,1.826999969E2,9.648000717E0,4.000000000E0
1.261103727E2,5.140259515E1,-5.132850200E-1,3.933649384E1,6.650000095E0,1.483000031E2,3.216000080E0,4.000000000E0
1.271084739E2,5.140255636E1,-5.132201800E-1,3.920586473E1,7.190000057E0,1.071999969E2,3.216000080E0,4.000000000E0
1.281094234E2,5.140257165E1,-5.130979800E-1,3.892286907E1,7.929999828E0,7.890000153E1,3.216000080E0,4.000000000E0
1.291083344E2,5.140258545E1,-5.129860300E-1,3.796420208E1,7.929999828E0,7.890000153E1,3.216000080E0,4.000000000E0
1.301126415E2,5.140267017E1,-5.128850400E-1,2.976237193E1,9.439999580E0,4.250000000E1,3.216000080E0,4.000000000E0
1.311142269E2,5.140283382E1,-5.127802300E-1,2.112793921E1,1.925000000E1,1.929999924E1,3.216000080E0,6.000000000E0
1.321119267E2,5.140299473E1,-5.126771900E-1,1.170749526E1,1.919000053E1,1.920000076E1,4.288000107E0,6.000000000E0
1.331079424E2,5.140315758E1,-5.125863000E-1,3.647080899E0,1.919000053E1,1.920000076E1,6.432000160E0,8.000000000E0
1.341086542E2,5.140330241E1,-5.125292600E-1,-4.554234206E0,1.819000053E1,1.750000000E1,1.072000027E1,1.200000000E1
1.351143444E2,5.140333908E1,-5.125493700E-1,-5.066002531E0,1.321000004E1,1.210000038E1,8.576000214E0,1.200000000E1
1.361132016E2,5.140341540E1,-5.124958100E-1,-3.704838583E0,1.181000042E1,1.560000038E1,8.576000214E0,1.200000000E1
1.371112237E2,5.140356643E1,-5.124824700E-1,-2.307824968E0,1.755999947E1,8.199999809E0,7.504000187E0,1.200000000E1
1.381115855E2,5.140369040E1,-5.124781300E-1,-4.868629987E0,1.677000046E1,6.800000191E0,8.576000214E0,1.200000000E1
1.391102538E2,5.140381477E1,-5.124536000E-1,-4.475674074E0,1.577000046E1,1.139999962E1,8.576000214E0,1.200000000E1
1.401104531E2,5.140385834E1,-5.123886700E-1,-4.215426427E0,1.238000011E1,1.950000000E1,9.648000717E0,1.200000000E1
1.411110130E2,5.140386289E1,-5.124404700E-1,-3.194987868E0,8.260000229E0,8.399999619E0,1.072000027E1,1.200000000E1
1.421129523E2,5.140387215E1,-5.124542600E-1,-2.880924623E0,6.510000229E0,7.900000095E0,1.286400032E1,1.200000000E1
1.431124912E2,5.140389253E1,-5.123855200E-1,-2.364248332E0,6.679999828E0,2.539999962E1,9.648000717E0,1.200000000E1
1.441138433E2,5.140391500E1,-5.123410500E-1,-1.893075653E0,5.690000057E0,3.390000153E1,1.179199982E1,1.200000000E1
1.451135774E2,5.140394489E1,-5.122891600E-1,-1.323814805E0,5.820000172E0,3.329999924E1,1.500800037E1,1.200000000E1
1.461102921E2,5.140392011E1,-5.122336700E-1,-2.907589982E0,4.289999962E0,5.740000153E1,1.822400093E1,1.600000000E1
1.471117465E2,5.140383312E1,-5.122702800E-1,-3.364977749E0,2.410000086E0,1.173000031E2,2.251200104E1,1.600000000E1
1.481107262E2,5.140373970E1,-5.123815400E-1,-2.867805996E0,3.190000057E0,1.966999969E2,2.251200104E1,1.600000000E1
1.491114992E2,5.140356012E1,-5.125358100E-1,-5.553860810E0,7.329999924E0,2.088999939E2,2.144000053E1,1.600000000E1
1.501150339E2,5.140339449E1,-5.127243900E-1,-5.783242519E0,1.022000027E1,2.093999939E2,2.251200104E1,1.600000000E1
1.511143596E2,5.140329691E1,-5.129151500E-1,-5.004065295E0,9.010000229E0,2.276999969E2,1.715200043E1,1.600000000E1
1.521113629E2,5.140312686E1,-5.130621800E-1,-7.809074532E0,9.699999809E0,2.183999939E2,1.607999992E1,1.600000000E1
1.531108933E2,5.140292411E1,-5.130369200E-1,-8.139598857E0,1.197000027E1,1.851000061E2,1.286400032E1,1.600000000E1
1.541107502E2,5.140275726E1,-5.129834000E-1,-7.625627939E0,1.360000038E1,1.723999939E2,1.179199982E1,1.600000000E1
1.551109203E2,5.140261830E1,-5.128765800E-1,-5.800327657E0,1.425000000E1,1.651000061E2,1.072000027E1,1.200000000E1
1.561112579E2,5.140252262E1,-5.127612800E-1,-4.116646229E0,1.300000000E1,1.646999969E2,1.072000027E1,1.200000000E1
1.571131643E2,5.140248305E1,-5.126835600E-1,-4.005742242E0,1.057999992E1,1.563999939E2,1.286400032E1,1.200000000E1
1.581136467E2,5.140247665E1,-5.125619800E-1,-2.883817369E0,8.710000038E0,1.401999969E2,1.500800037E1,1.200000000E1
1.591136362E2,5.140273247E1,-5.125265900E-1,-3.959927163E0,6.380000114E0,4.209999847E1,1.179199982E1,1.200000000E1
1.601138788E2,5.140290047E1,-5.124560300E-1,-2.212375894E-1,1.157999992E1,2.529999924E1,9.648000717E0,1.200000000E1
1.611165783E2,5.140303263E1,-5.124159800E-1,-8.222244017E-1,1.185000038E1,2.070000076E1,9.648000717E0,1.200000000E1
1.621115305E2,5.140317397E1,-5.123371500E-1,5.606581317E-1,1.222000027E1,2.050000000E1,7.504000187E0,8.000000000E0
1.631125105E2,5.140328533E1,-5.122792600E-1,1.565460549E-1,1.175000000E1,1.870000076E1,7.504000187E0,8.000000000E0
1.641118182E2,5.140339497E1,-5.122204400E-1,8.613840424E-1,1.182999992E1,2.110000038E1,6.432000160E0,8.000000000E0
1.651130997E2,5.140351650E1,-5.121465700E-1,2.595896650E0,1.230000019E1,2.229999924E1,6.432000160E0,8.000000000E0
1.661112581E2,5.140360876E1,-5.121255700E-1,5.307228299E0,1.135999966E1,1.650000000E1,6.432000160E0,8.000000000E0
1.671119687E2,5.140373636E1,-5.120665800E-1,6.552948391E0,1.213000011E1,1.820000076E1,7.504000187E0,8.000000000E0
1.681107607E2,5.140387342E1,-5.120647100E-1,4.635564328E0,1.297999954E1,1.119999981E1,5.360000134E0,6.000000000E0
1.691114368E2,5.140399638E1,-5.120427700E-1,5.486647735E0,1.264999962E1,5.800000191E0,5.360000134E0,6.000000000E0
1.701135906E2,5.140412767E1,-5.120613500E-1,6.735012734E0,1.271000004E1,1.600000024E0,6.432000160E0,6.000000000E0
1.711120006E2,5.140423740E1,-5.121361800E-1,8.914288990E0,1.189000034E1,3.533999939E2,7.504000187E0,6.000000000E0
1.721121256E2,5.140428026E1,-5.122170800E-1,1.016916247E1,9.960000038E0,3.445000000E2,8.576000214E0,6.000000000E0
1.731132710E2,5.140421494E1,-5.123717600E-1,1.084979308E1,6.639999866E0,3.090000000E2,8.576000214E0,6.000000000E0
1.741138888E2,5.140414157E1,-5.124742400E-1,1.105448257E1,4.380000114E0,2.642999878E2,9.648000717E0,8.000000000E0
1.751120604E2,5.140393466E1,-5.125713800E-1,1.122197322E1,1.026000023E1,2.091999969E2,7.504000187E0,8.000000000E0
1.761170291E2,5.140375115E1,-5.126414400E-1,9.505694264E0,1.252000046E1,1.976999969E2,7.504000187E0,8.000000000E0
1.771179497E2,5.140365462E1,-5.127080000E-1,9.767939903E0,9.260000229E0,1.986999969E2,6.432000160E0,8.000000000E0
1.781165369E2,5.140358413E1,-5.127222500E-1,9.923851283E0,6.960000038E0,1.951999969E2,6.432000160E0,8.000000000E0
1.791159048E2,5.140355451E1,-5.127559200E-1,1.042089776E1,4.739999771E0,2.138000031E2,6.432000160E0,8.000000000E0
1.801117794E2,5.140356266E1,-5.127457500E-1,9.187079795E0,0.000000000E0,NaN,5.360000134E0,6.000000000E0
1.811228728E2,5.140356691E1,-5.127506900E-1,9.074521881E0,0.000000000E0,NaN,4.288000107E0,6.000000000E0
1.821157924E2,5.140356556E1,-5.127505300E-1,8.994200698E0,0.000000000E0,NaN,4.288000107E0,6.000000000E0
1.831220340E2,5.140356363E1,-5.127569000E-1,1.004906441E1,1.800000072E-1,1.988999939E2,4.288000107E0,6.000000000E0
1.841169503E2,5.140356539E1,-5.127622100E-1,8.737105783E0,2.199999988E-1,1.988999939E2,3.216000080E0,6.000000000E0
1.851192764E2,5.140356937E1,-5.127731300E-1,8.378202501E0,2.399999946E-1,1.988999939E2,3.216000080E0,6.000000000E0
1.861175234E2,5.140356730E1,-5.127859100E-1,9.903944327E0,3.899999857E-1,1.988000031E2,3.216000080E0,6.000000000E0
1.871128299E2,5.140356812E1,-5.127858300E-1,1.109162700E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.881126338E2,5.140356232E1,-5.128005900E-1,1.154443171E1,4.900000095E-1,1.993000031E2,4.288000107E0,6.000000000E0
1.891181520E2,5.140355774E1,-5.128042100E-1,1.230047253E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.901169109E2,5.140354964E1,-5.128112400E-1,1.250231206E1,5.400000215E-1,1.993000031E2,3.216000080E0,6.000000000E0
1.911165986E2,5.140354162E1,-5.128074200E-1,1.328662392E1,5.699999928E-1,1.993000031E2,3.216000080E0,6.000000000E0
1.921160535E2,5.140352394E1,-5.128189800E-1,1.398931838E1,8.999999762E-1,2.083000031E2,3.216000080E0,6.000000000E0
1.931116311E2,5.140351469E1,-5.128256300E-1,1.475109567E1,5.099999905E-1,2.083000031E2,3.216000080E0,6.000000000E0
1.941118007E2,5.140350280E1,-5.128303300E-1,1.574511594E1,5.799999833E-1,2.083999939E2,3.216000080E0,6.000000000E0
1.951116650E2,5.140350054E1,-5.128304700E-1,1.536834721E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.961108902E2,5.140349757E1,-5.128343600E-1,1.659228215E1,0.000000000E0,NaN,4.288000107E0,6.000000000E0
1.971130093E2,5.140349503E1,-5.128378000E-1,1.703832432E1,0.000000000E0,NaN,4.288000107E0,6.000000000E0
