"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
1.603015635E1,2.131214142E-1,2.405567169E-1,-3.488731384E-2
1.603516123E1,1.405639648E-1,2.162170410E-1,4.356384277E-3
1.604016612E1,8.354806900E-2,1.417608261E-1,9.135580063E-2
1.604517100E1,-1.656961441E-2,3.772354126E-2,1.548876762E-1
1.605020640E1,1.585245132E-2,-4.922866821E-3,1.530568600E-1
1.605521128E1,5.509138107E-2,-7.369327545E-2,2.073721886E-1
1.606021616E1,-1.623916626E-2,-1.829748154E-1,2.310504913E-1
1.606522105E1,-6.625413895E-2,-1.976480484E-1,2.304167747E-1
1.607022593E1,-2.201914787E-1,-1.823654175E-1,2.407479286E-1
1.607526133E1,-4.444174767E-1,-1.668987274E-1,1.944065094E-1
1.608026621E1,-5.755605698E-1,-1.809511185E-1,6.980776787E-2
1.608527110E1,-5.754833221E-1,-2.341680527E-1,-5.081915855E-2
1.609027598E1,-4.347105026E-1,-2.356796265E-1,-1.412804127E-1
1.609528086E1,-3.550934792E-1,-1.619510651E-1,-1.984548569E-1
1.610031626E1,-3.581576347E-1,2.396583557E-2,-2.117819786E-1
1.610532114E1,-3.160538673E-1,2.623577118E-1,-2.921507359E-1
1.611032603E1,-2.197961807E-1,2.687244415E-1,-3.167662621E-1
1.611533091E1,3.080701828E-2,3.218441010E-1,-4.237086773E-1
1.612033579E1,2.498297691E-1,4.452095032E-1,-3.737075329E-1
1.612537119E1,2.799978256E-1,5.107164383E-1,-3.195803165E-1
1.613037608E1,1.325612068E-1,5.723171234E-1,-2.415211201E-1
1.613538096E1,8.372926712E-2,4.460563660E-1,-2.563931942E-1
1.614038584E1,1.582612991E-1,1.345195770E-1,-2.845757008E-1
1.614539072E1,1.944398880E-1,9.720802307E-3,-2.367792130E-1
1.615042612E1,1.049551964E-1,1.239690781E-1,-1.780192852E-1
1.615543101E1,-1.145186424E-1,2.676696777E-1,-1.665880680E-1
1.616043589E1,-2.045950890E-1,8.710956573E-2,-1.697895527E-1
1.616544077E1,-1.454777718E-1,-2.281446457E-1,-1.274826527E-1
1.617044566E1,2.143430710E-2,-2.973814011E-1,-1.686525345E-2
1.617548106E1,3.072500229E-1,-9.007358551E-2,1.249051094E-1
1.618048594E1,3.834500313E-1,8.601760864E-2,1.903283596E-1
1.618549082E1,4.632930756E-1,2.727384567E-1,2.322740555E-1
1.619049570E1,5.427174568E-1,3.466796875E-1,2.966077328E-1
1.619550059E1,3.303647041E-1,3.329811096E-1,3.428454399E-1
1.620053599E1,4.614686966E-2,4.196596146E-1,3.398470879E-1
1.620554087E1,-3.578138351E-2,3.869104385E-1,2.908549309E-1
1.621054575E1,8.614873886E-2,-1.726341248E-2,2.217102051E-1
1.621555064E1,3.702249527E-1,-3.682670593E-1,1.332957745E-1
1.622055552E1,6.828994751E-1,-3.232164383E-1,8.915591240E-2
1.622556040E1,7.389788628E-1,9.083461761E-2,1.276280880E-1
1.623059580E1,4.119944572E-1,4.203033447E-1,1.445870399E-1
1.623560068E1,-2.806520462E-2,3.069257736E-1,6.102061272E-2
1.624060557E1,-2.527966499E-1,-6.807041168E-2,-1.029968262E-1
1.624561045E1,-3.269658089E-1,-2.669134140E-1,-3.022708893E-1
1.625064585E1,-2.602863312E-1,-1.428403854E-1,-4.545576572E-1
1.625565073E1,-4.091882706E-2,2.127819061E-1,-5.230140686E-1
1.626065562E1,6.449127197E-2,6.677436829E-2,-5.087187290E-1
1.626566050E1,2.499713898E-1,-2.503194809E-1,-4.199457169E-1
1.627066538E1,4.499812126E-1,-2.768402100E-1,-3.473665714E-1
1.627570078E1,4.604811668E-1,5.729770660E-2,-2.870767117E-1
1.628070566E1,2.673573494E-1,1.826944351E-1,-2.288196087E-1
1.628571055E1,1.416134834E-1,1.742458344E-2,-1.810951233E-1
1.629071543E1,1.627044678E-1,-2.192459106E-1,-1.814255714E-1
1.629572031E1,2.062163353E-1,-3.241243362E-1,-1.798791885E-1
1.630072520E1,1.300883293E-1,-1.396293640E-1,-9.030699730E-2
1.630576060E1,-5.226325989E-2,6.487083435E-2,1.933646202E-2
1.631076548E1,-2.475838661E-1,2.047023773E-1,3.839778900E-2
1.631577036E1,-2.637228966E-1,8.753299713E-2,7.069730759E-2
1.632077525E1,-9.153366089E-2,-1.252460480E-2,4.770517349E-2
1.632581065E1,1.617236137E-1,-5.512619019E-2,3.043580055E-2
1.633081553E1,3.660421371E-1,-2.277374268E-3,7.032108307E-2
1.633582041E1,4.892392159E-1,1.590471268E-1,2.104203701E-1
1.634082529E1,4.264602661E-1,2.170591354E-1,4.317467213E-1
1.634583018E1,2.839193344E-1,1.625947952E-1,5.838391781E-1
1.635086558E1,1.356592178E-1,5.585479736E-2,7.092630863E-1
1.635587046E1,-1.847171783E-2,5.929946899E-3,8.122901917E-1
1.636087534E1,-1.653976440E-1,-3.612041473E-2,8.048689365E-1
1.636588023E1,-3.220658302E-1,-4.267883301E-2,8.008105755E-1
1.637088511E1,-4.216351509E-1,-9.993267059E-2,7.411563396E-1
1.637592051E1,-4.116387367E-1,-1.839323044E-1,7.440493107E-1
1.638092539E1,-3.912925720E-1,-2.553453445E-1,7.457692623E-1
1.638593028E1,-2.993359566E-1,-1.721038818E-1,7.820823193E-1
1.639093516E1,-1.837034225E-1,4.767227173E-2,8.264741898E-1
1.639594004E1,-1.720552444E-1,5.226898193E-2,8.770413399E-1
1.640094492E1,-1.544990540E-1,-1.733751297E-1,8.504021168E-1
1.640598032E1,-9.412384033E-2,-2.415676117E-1,8.648040295E-1
1.641098521E1,-8.767604828E-2,-2.005128860E-1,7.572357655E-1
1.641599009E1,-1.030249596E-1,-7.185077667E-2,6.422948837E-1
1.642099497E1,-5.654621124E-2,-4.115581512E-2,5.001161098E-1
1.642599986E1,-1.754236221E-2,-8.809375763E-2,3.173642159E-1
1.643103526E1,2.234601974E-2,-1.671991348E-1,2.099020481E-1
1.643604014E1,8.963537216E-2,-1.828536987E-1,1.119346619E-1
1.644104502E1,1.056380272E-1,-1.938009262E-1,3.076314926E-2
1.644604990E1,9.426069260E-2,-1.114854813E-1,-2.628445625E-2
1.645105479E1,7.322740555E-2,-6.272506714E-2,-1.216845512E-1
1.645609019E1,7.357645035E-2,-8.212947845E-2,-1.848580837E-1
1.646109507E1,6.177663803E-2,-9.682941437E-2,-2.653677464E-1
1.646609995E1,2.710580826E-2,-1.318683624E-1,-3.295278549E-1
1.647110484E1,6.283092499E-2,-1.167716980E-1,-4.206829071E-1
1.647610972E1,1.748824120E-1,-1.233625412E-1,-4.348263741E-1
1.648114512E1,3.541979790E-1,-1.375408173E-1,-4.257931709E-1
1.648615000E1,3.906383514E-1,-1.942234039E-1,-4.583160877E-1
1.649115488E1,2.900800705E-1,-2.263011932E-1,-4.034469128E-1
1.649615977E1,1.944394112E-1,-1.750221252E-1,-3.904883862E-1
1.650116465E1,9.666442871E-2,-1.671857834E-1,-2.984175682E-1
1.650620005E1,-1.877784729E-2,-2.194185257E-1,-2.286357880E-1
1.651120493E1,-1.021223068E-1,-2.345790863E-1,-1.955552101E-1
1.651620982E1,-1.594023705E-1,-1.923465729E-1,-1.618936062E-1
1.652121470E1,-1.894669533E-1,-1.178388596E-1,-1.406850815E-1
1.652621958E1,-2.378458977E-1,-1.282386780E-1,-1.438202858E-1
1.653125498E1,-2.135686874E-1,-2.055358887E-1,-1.102664471E-1
1.653625986E1,-9.736537933E-2,-1.596641541E-1,-4.850697517E-2
1.654126475E1,-1.008491516E-1,-1.259098053E-1,-4.573440552E-2
1.654626963E1,-1.271142960E-1,-1.986255646E-1,2.382874489E-2
1.655127451E1,-8.545017242E-2,-2.556371689E-1,6.561446190E-2
1.655630991E1,-1.159858704E-2,-1.116638184E-1,7.277131081E-2
1.656131480E1,9.925842285E-2,9.552097321E-2,1.386518478E-1
1.656631968E1,1.765179634E-1,1.626005173E-1,2.177612782E-1
1.657132456E1,2.155680656E-1,1.997470856E-1,2.038607597E-1
1.657632945E1,1.913843155E-1,2.620382309E-1,2.419693470E-1
1.658136484E1,2.401976585E-1,4.487609863E-1,2.423861027E-1
1.658636973E1,2.986316681E-1,4.883594513E-1,2.399520874E-1
1.659137461E1,3.656201363E-1,4.431257248E-1,2.585263252E-1
1.659637949E1,3.898196220E-1,3.979864120E-1,2.562785149E-1
1.660138438E1,3.894705772E-1,3.170900345E-1,2.623147964E-1
1.660641978E1,3.550333977E-1,2.745819092E-1,2.418622971E-1
1.661142466E1,2.098679543E-1,2.082328796E-1,1.874339581E-1
1.661642954E1,9.007167816E-2,9.545040131E-2,1.586787701E-1
1.662143442E1,3.863286972E-2,-3.028106689E-2,4.295778275E-2
1.662643931E1,-4.266119003E-2,-9.363365173E-2,-7.013821602E-2
1.663147471E1,-9.407472610E-2,-1.533718109E-1,-2.492256165E-1
1.663647959E1,-1.563024521E-1,-2.180376053E-1,-3.895330429E-1
1.664148447E1,-2.281270027E-1,-2.781085968E-1,-5.726006031E-1
1.664648936E1,-3.001441956E-1,-2.810592651E-1,-6.983363628E-1
1.665149424E1,-4.072656631E-1,-3.332195282E-1,-7.345490456E-1
1.665652964E1,-3.666305542E-1,-3.185548782E-1,-7.914216518E-1
1.666153452E1,-3.144640923E-1,-2.527894974E-1,-7.923221588E-1
1.666653941E1,-2.757654190E-1,-2.160406113E-1,-7.800865173E-1
1.667154429E1,-2.135901451E-1,-2.035007477E-1,-7.189848423E-1
1.667654917E1,-1.733036041E-1,-1.469011307E-1,-6.804935932E-1
1.668158457E1,-1.441411972E-1,-3.911876678E-2,-6.406626701E-1
1.668658946E1,-8.069467545E-2,4.214572906E-2,-6.232287884E-1
1.669159434E1,-2.075958252E-2,7.402801514E-2,-6.016378403E-1
1.669659922E1,8.584976196E-2,1.248598099E-1,-5.899493694E-1
1.670160410E1,1.375713348E-1,1.730337143E-1,-5.641663074E-1
1.670663950E1,2.146558762E-1,2.257041931E-1,-5.279326439E-1
1.671164439E1,1.451530457E-1,1.369438171E-1,-4.224166870E-1
1.671664927E1,1.704025269E-1,2.850046158E-1,-2.952015400E-1
1.672165415E1,3.188385963E-1,4.196405411E-1,-2.401432991E-1
1.672665904E1,3.057136536E-1,4.033393860E-1,-1.102092266E-1
1.673169444E1,2.270803452E-1,2.925052643E-1,2.682781219E-2
1.673669932E1,1.269469261E-1,2.262363434E-1,1.987721920E-1
1.674170420E1,1.689906120E-1,1.734848022E-1,3.172929287E-1
1.674670908E1,1.797661781E-1,1.258211136E-1,4.086558819E-1
1.675171397E1,1.453437805E-1,7.103157043E-2,5.074906349E-1
1.675674937E1,1.300559044E-1,-1.228332520E-2,5.549993515E-1
1.676175425E1,8.953952789E-2,-3.799533844E-2,5.846972466E-1
1.676675913E1,2.381706238E-2,-7.427597046E-2,5.727133751E-1
1.677176402E1,1.182174683E-2,-5.533790588E-2,5.479383469E-1
1.677676890E1,-4.923152924E-2,-9.482288361E-2,5.416440964E-1
1.678180430E1,-9.594535828E-2,-7.904720306E-2,5.395038128E-1
1.678680918E1,-1.941432953E-1,-3.308486938E-2,5.286340714E-1
1.679181406E1,-2.015633583E-1,-7.053470612E-2,4.982106686E-1
1.679681895E1,-1.747083664E-1,-4.055595398E-2,3.920392990E-1
1.680182383E1,-1.600184441E-1,-8.010864258E-3,2.542357445E-1
1.680685923E1,-1.657977104E-1,5.580234528E-2,1.935341358E-1
1.681186411E1,-1.335959435E-1,1.091861725E-2,1.761667728E-1
1.681686900E1,-6.830501556E-2,2.967834473E-2,1.661682129E-2
1.682187388E1,6.169795990E-3,6.645393372E-2,-7.830142975E-2
1.682687876E1,9.841251373E-2,4.702854156E-2,-1.276800632E-1
1.683191416E1,1.703453064E-1,3.953647614E-2,-1.721386909E-1
1.683691904E1,1.826462746E-1,9.419345856E-2,-1.815955639E-1
1.684192393E1,1.007981300E-1,1.296262741E-1,-1.846420765E-1
1.684692881E1,1.931810379E-2,1.063871384E-1,-1.730024815E-1
1.685193369E1,1.101064682E-2,1.984119415E-2,-1.933581829E-1
1.685693858E1,3.011226654E-2,-8.027076721E-3,-1.588454247E-1
1.686197398E1,5.384254456E-2,-6.099128723E-2,-1.881186962E-1
1.686697886E1,4.643535614E-2,-6.145191193E-2,-9.602856636E-2
1.687198374E1,-4.036903381E-3,-4.894924164E-2,-2.625083923E-2
1.687698862E1,-6.182813644E-2,-6.760120392E-2,2.858495712E-2
1.688202402E1,-7.793378830E-2,-1.196289062E-2,1.336197853E-1
1.688702891E1,-7.986021042E-2,9.155368805E-2,1.608531475E-1
1.689203379E1,-5.713367462E-2,1.425628662E-1,8.406662941E-2
1.689703867E1,1.420831680E-2,1.745882034E-1,-1.016616821E-3
1.690204356E1,7.807731628E-2,1.599941254E-1,-5.025553703E-2
1.690704844E1,1.776785851E-1,1.418075562E-1,-1.534991264E-1
1.691208384E1,2.101697922E-1,8.764648438E-2,-2.247915268E-1
1.691708872E1,2.212176323E-1,5.123901367E-2,-2.177560329E-1
1.692209360E1,2.323293686E-1,-8.840560913E-4,-1.718840599E-1
1.692709849E1,3.572821617E-1,-6.990528107E-2,-1.347453594E-1
1.693210337E1,3.939824104E-1,-1.570863724E-1,-1.052029133E-1
1.693713877E1,3.674798012E-1,-1.498937607E-1,-8.681893349E-2
1.694214365E1,3.472805023E-1,-1.023502350E-1,-9.064674377E-3
1.694714854E1,2.915091515E-1,-1.004915237E-1,8.505940437E-2
1.695215342E1,2.110829353E-1,-1.466827393E-1,1.299874783E-1
1.695715830E1,1.084408760E-1,-1.462926865E-1,1.129963398E-1
1.696219370E1,1.095342636E-2,-1.758642197E-1,1.464061737E-1
1.696719859E1,-1.187634468E-1,-1.707553864E-1,1.425454617E-1
1.697220347E1,-2.367258072E-1,-1.320877075E-1,1.179296970E-1
1.697720835E1,-2.846083641E-1,-1.913690567E-1,7.602500916E-2
1.698221323E1,-3.365530968E-1,-2.240715027E-1,2.722501755E-3
1.698724863E1,-3.639369011E-1,-1.273612976E-1,1.895785332E-2
1.699225352E1,-2.720322609E-1,-7.593822479E-2,1.042103767E-2
1.699725840E1,-1.515588760E-1,5.585670471E-3,-3.185987473E-3
1.700226328E1,-6.703138351E-2,3.815078735E-2,-6.553411484E-3
1.700726817E1,5.440473557E-2,-2.952575684E-2,2.732753754E-3
1.701230357E1,2.270631790E-1,-5.045795441E-2,2.520203590E-2
1.701730845E1,3.508157730E-1,3.245639801E-2,-8.279323578E-2
1.702231333E1,4.973540306E-1,1.186847687E-1,-7.843732834E-2
1.702731821E1,4.698548317E-1,1.243028641E-1,-8.737111092E-2
1.703232310E1,3.856558800E-1,6.502342224E-2,-7.112407684E-2
1.703735850E1,3.091239929E-1,-2.794265747E-3,-1.291613579E-1
1.704236338E1,2.436366081E-1,-9.744644165E-3,-1.158208847E-1
1.704736826E1,2.980456352E-1,1.048069000E-1,-1.477999687E-1
1.705237315E1,2.989511490E-1,1.768741608E-1,-1.653013229E-1
1.705737803E1,1.888713837E-1,1.193389893E-1,-1.706426144E-1
1.706241343E1,5.782842636E-2,9.259414673E-2,-1.920268536E-1
1.706741831E1,-2.000665665E-2,8.477306366E-2,-2.015225887E-1
1.707242320E1,-8.536815643E-2,1.054334641E-1,-1.380805969E-1
1.707742808E1,-7.028293610E-2,8.534908295E-2,-1.032545567E-1
1.708243296E1,-5.873203278E-2,6.763744354E-2,-1.703357697E-2
1.708746836E1,7.703256607E-2,-1.365661621E-3,-1.451563835E-2
1.709247324E1,2.711758614E-1,-5.102634430E-2,3.256392479E-2
1.709747813E1,3.710331917E-1,-4.937839508E-2,1.227610111E-1
1.710248301E1,3.791685104E-1,-3.957748413E-2,2.022433281E-1
1.710748789E1,3.159203529E-1,-5.384540558E-2,2.016096115E-1
1.711252329E1,2.256994247E-1,-7.660198212E-2,1.821980476E-1
1.711752818E1,1.549568176E-1,-5.518913269E-2,1.748826504E-1
1.712253306E1,9.032535553E-2,-5.530261993E-2,9.355545044E-2
1.712753794E1,6.755399704E-2,-4.586887360E-2,2.888846397E-2
1.713254282E1,1.081933975E-1,-6.397056580E-2,-4.897689819E-2
1.713757822E1,1.524291039E-1,-3.428363800E-2,-1.341183186E-1
1.714258311E1,2.123055458E-1,-3.827667236E-2,-1.739542484E-1
1.714758799E1,1.816158295E-1,-4.730415344E-2,-2.068755627E-1
1.715259287E1,9.623527527E-2,8.144378662E-4,-1.576628685E-1
1.715759776E1,2.669620514E-2,4.636001587E-2,-8.597588539E-2
1.716263316E1,-1.875543594E-2,-7.416725159E-3,-4.423546791E-2
1.716763804E1,-5.579280853E-2,-8.260345459E-2,5.374217033E-2
1.717264292E1,-5.075788498E-2,-5.126190186E-2,1.353046894E-1
1.717764780E1,-2.029991150E-2,-1.084775925E-1,1.645572186E-1
1.718265269E1,2.604103088E-2,-2.278642654E-1,3.102586269E-1
1.718768809E1,5.485534668E-2,-2.204685211E-1,3.510990143E-1
1.719269297E1,1.423349380E-1,-1.592807770E-1,3.897097111E-1
1.719769785E1,3.024682999E-1,-1.782035828E-1,3.073940277E-1
1.720270274E1,4.768710136E-1,-2.546043396E-1,2.739229202E-1
1.720770762E1,4.995999336E-1,-3.358240128E-1,1.833946705E-1
1.721274302E1,4.882941246E-1,-2.854547501E-1,5.830931664E-2
1.721774790E1,4.190535545E-1,-1.597776413E-1,1.020193100E-2
1.722275278E1,3.010783195E-1,3.526782990E-2,-4.267239571E-2
1.722775767E1,5.134773254E-2,1.550102234E-1,-1.442301273E-1
1.723276255E1,-1.605410576E-1,1.804256439E-1,-1.349806786E-1
1.723779795E1,-2.866868973E-1,2.562351227E-1,-1.309533119E-1
1.724280283E1,-2.603321075E-1,3.239450455E-1,-1.389009953E-1
1.724780772E1,-1.604442596E-1,4.169998169E-1,-1.048092842E-1
1.725281260E1,-1.743259430E-1,2.888460159E-1,3.461122513E-2
1.725781748E1,-1.335573196E-1,1.060256958E-1,5.669903755E-2
1.726285288E1,4.792976379E-2,-5.738258362E-3,-9.285449982E-3
1.726785777E1,1.252331734E-1,6.688499451E-2,2.352714539E-2
1.727286265E1,1.968245506E-1,5.453968048E-2,6.187391281E-2
1.727786753E1,1.589770317E-1,-2.174377441E-3,9.134054184E-2
1.728287241E1,1.524782181E-2,-7.929039001E-2,1.391439438E-1
1.728790781E1,-4.433059692E-2,-9.303379059E-2,1.750757694E-1
1.729291270E1,3.599548340E-2,-5.053997040E-2,2.038335800E-1
1.729791758E1,1.019940376E-1,-1.055431366E-2,1.966207027E-1
1.730292246E1,9.999322891E-2,-1.375865936E-2,2.205848694E-1
1.730792734E1,2.302551270E-2,-3.495216370E-2,3.250572681E-1
1.731296275E1,-2.443790436E-2,3.570365906E-2,3.702094555E-1
1.731796763E1,-1.361117363E-1,4.650020599E-2,3.991632462E-1
1.732297251E1,-2.334561348E-1,-2.745246887E-2,3.709466457E-1
1.732797739E1,-2.974886894E-1,-1.502780914E-1,3.280351162E-1
1.733298228E1,-2.767238617E-1,-1.426057816E-1,2.454340458E-1
1.733801768E1,-2.690238953E-1,-1.111154556E-1,1.760108471E-1
1.734302256E1,-2.899098396E-1,-8.328533173E-2,1.557140350E-1
1.734802744E1,-3.024482727E-1,-6.141757965E-2,6.742811203E-2
1.735303233E1,-3.115944862E-1,-4.186248779E-2,5.695986748E-2
1.735803721E1,-2.253322601E-1,-1.737213135E-2,-2.386474609E-2
1.736307261E1,-1.669411659E-1,5.504035950E-2,-6.158781052E-2
1.736807749E1,-1.221361160E-1,1.059923172E-1,-9.578490257E-2
1.737308237E1,-1.076946259E-1,1.678371429E-1,-9.890389442E-2
1.737808726E1,-8.539581299E-2,1.653251648E-1,-6.127595901E-2
1.738309214E1,-8.783817291E-3,1.990308762E-1,-7.024502754E-2
1.738812754E1,3.509473801E-2,2.484188080E-1,-1.186017990E-1
1.739313242E1,8.825159073E-2,2.728052139E-1,-1.320323944E-1
1.739813731E1,9.570264816E-2,2.518501282E-1,-7.248592377E-2
1.740314219E1,1.831555367E-1,2.058610916E-1,-4.579067230E-3
1.740814707E1,3.091397285E-1,2.615098953E-1,7.330036163E-2
1.741318247E1,3.328003883E-1,2.930116653E-1,2.163591385E-1
1.741818736E1,3.688158989E-1,2.526874542E-1,3.347597122E-1
1.742319224E1,3.478078842E-1,1.955566406E-1,4.234321117E-1
1.742819712E1,2.817964554E-1,1.264696121E-1,5.101511478E-1
1.743320200E1,2.414245605E-1,9.687423706E-2,5.555460453E-1
1.743823740E1,1.931304932E-1,1.451425552E-1,5.996828079E-1
1.744324229E1,1.893653870E-1,2.031803131E-1,6.058397293E-1
1.744824717E1,1.860084534E-1,1.393842697E-1,5.477240086E-1
1.745325205E1,1.448392868E-1,5.546951294E-2,4.467344284E-1
1.745825694E1,2.253437042E-2,-7.241058350E-2,3.335177898E-1
1.746326182E1,-7.711887360E-2,-1.795578003E-1,2.639822960E-1
1.746829722E1,-4.332208633E-2,-2.240896225E-1,1.921374798E-1
1.747330210E1,-2.421617508E-2,-1.513805389E-1,1.700072289E-1
1.747830698E1,-1.248693466E-1,-8.358955383E-2,1.210551262E-1
1.748331187E1,-1.434240341E-1,4.646396637E-2,8.134746552E-2
1.748831675E1,2.241134644E-4,1.633968353E-1,6.907224655E-3
1.749335215E1,1.654663086E-1,2.478389740E-1,-1.031596661E-1
1.749835703E1,1.805229187E-1,2.697696686E-1,-1.996061802E-1
1.750336192E1,1.171078682E-1,1.922712326E-1,-2.826464176E-1
1.750836680E1,1.984486580E-1,1.770925522E-1,-3.762633801E-1
1.751340220E1,1.519017220E-1,1.533899307E-1,-3.852109909E-1
1.751840708E1,1.207513809E-1,1.309270859E-1,-3.444190025E-1
1.752341196E1,2.101945877E-1,2.137231827E-1,-3.314547539E-1
1.752841685E1,1.464591026E-1,3.143053055E-1,-2.470560074E-1
1.753342173E1,-2.875900269E-2,3.454818726E-1,-2.457394600E-1
1.753842661E1,3.473854065E-2,4.545173645E-1,-1.540138721E-1
1.754346201E1,2.469444275E-2,4.296474457E-1,-9.400892258E-2
1.754846690E1,5.736923218E-2,4.632959366E-1,5.589962006E-2
1.755347178E1,3.011226654E-2,4.405593872E-1,2.047834396E-1
1.755847666E1,2.646970749E-2,3.114233017E-1,3.445117474E-1
1.756348154E1,4.779100418E-2,3.139019012E-1,3.747050762E-1
1.756851695E1,-7.809019089E-2,2.087974548E-1,3.019709587E-1
1.757352183E1,1.234622002E-1,1.444492340E-1,1.832313538E-1
1.757852671E1,1.757888794E-1,-6.365585327E-2,3.778100014E-2
1.758353159E1,1.650662422E-1,-2.516365051E-1,-5.576562881E-2
1.758853648E1,4.803943634E-2,-3.883266449E-1,-2.173304558E-1
1.759357188E1,2.648735046E-2,-3.336744308E-1,-3.629469872E-1
1.759857676E1,6.416559219E-2,-3.544092178E-1,-3.766331673E-1
1.760358164E1,1.081280708E-1,-6.037244797E-1,-3.164427280E-1
1.760858652E1,-3.229255676E-1,-6.485576630E-1,-3.095700741E-1
1.761359141E1,-5.440993309E-1,-3.428535461E-1,-2.290194035E-1
1.761862681E1,-5.752029419E-1,-2.416944504E-1,-1.313004494E-1
1.762363169E1,-7.605667114E-1,-2.409420013E-1,-9.074211121E-2
1.762863657E1,-1.013413429E0,-8.558368683E-2,-4.062581062E-2
1.763364146E1,-9.767665863E-1,7.969665527E-2,-2.319121361E-2
1.763864634E1,-7.811589241E-1,1.255817413E-1,-3.636169434E-2
1.764368174E1,-5.605983734E-1,2.183666229E-1,-6.223535538E-2
1.764868662E1,-3.543963432E-1,1.987342834E-1,-1.407990456E-1
1.765369150E1,-2.085556984E-1,5.209636688E-2,-1.885051727E-1
1.765869639E1,-3.174233437E-1,-6.017589569E-2,-1.862587929E-1
1.766370127E1,-4.060125351E-1,-3.159904480E-1,-1.958374977E-1
1.766873667E1,-3.309512138E-1,-5.247735977E-1,-1.422202587E-1
1.767374155E1,-2.931008339E-1,-6.016635895E-1,-1.194574833E-1
1.767874644E1,-3.118529320E-1,-6.733818054E-1,-2.334117889E-2
1.768375132E1,-1.807050705E-1,-5.759267807E-1,4.935026169E-3
1.768875620E1,-2.999782562E-2,-3.096542358E-1,4.421019554E-2
1.769379160E1,-9.093952179E-2,-7.728862762E-2,3.306269646E-2
1.769879649E1,-3.658604622E-1,7.112312317E-2,1.477074623E-2
1.770380137E1,-4.870591164E-1,1.109924316E-1,-3.800511360E-2
1.770880625E1,-4.666471481E-1,2.876729965E-1,-1.009466648E-1
1.771381113E1,-4.106292725E-1,4.943447113E-1,-1.463625431E-1
1.771884654E1,-4.176697731E-1,4.209394455E-1,-2.079718113E-1
1.772385142E1,-5.418429375E-1,2.472629547E-1,-2.441604137E-1
1.772885630E1,-5.289907455E-1,2.223205566E-1,-2.851920128E-1
1.773386118E1,-5.634093285E-1,3.051805496E-1,-2.334580421E-1
1.773886607E1,-7.253289223E-1,3.235721588E-1,-1.036486626E-1
1.774390147E1,-7.887358665E-1,3.002805710E-1,3.451585770E-3
1.774890635E1,-8.445916176E-1,1.756763458E-1,4.764127731E-2
1.775391123E1,-7.662148476E-1,-5.125331879E-2,-4.321575165E-3
1.775891612E1,-6.979789734E-1,-1.581497192E-1,1.043748856E-2
1.776392100E1,-7.269487381E-1,-1.799488068E-1,7.270073891E-2
1.776895640E1,-8.379206657E-1,-2.348871231E-1,4.727816582E-2
1.777396128E1,-6.259603500E-1,-2.737188339E-1,-2.456426620E-3
1.777896616E1,-2.441811562E-1,-3.995428085E-1,2.827644348E-2
1.778397105E1,1.167306900E-1,-1.607179642E-1,4.738664627E-2
1.778897593E1,-3.841018677E-2,6.406211853E-2,1.051874161E-1
1.779401133E1,-2.044086456E-1,7.335281372E-2,1.252422333E-1
1.779901621E1,3.063211441E-1,3.009595871E-1,1.726739407E-1
1.780402110E1,8.786916733E-1,4.303827286E-1,2.050864697E-1
1.780902598E1,1.013031960E0,4.670886993E-1,2.012588978E-1
1.781403086E1,1.146355152E0,7.040758133E-1,1.611490250E-1
1.781906626E1,1.151171684E0,1.023584366E0,1.299841404E-1
1.782407114E1,6.893601418E-1,7.535028458E-1,5.614829063E-2
1.782907603E1,9.066028595E-1,8.255262375E-1,-3.632926941E-2
1.783408091E1,8.714938164E-1,7.329311371E-1,-1.537969112E-1
1.783908579E1,5.444951057E-1,4.149627686E-1,-2.528777122E-1
1.784412119E1,6.503295898E-1,2.394838333E-1,-3.795971870E-1
1.784912608E1,9.179449081E-1,4.654216766E-1,-3.589532375E-1
1.785413096E1,4.575419426E-1,3.170690536E-1,-3.364663124E-1
1.785913584E1,3.794040680E-1,3.180427551E-1,-2.728226185E-1
1.786414072E1,3.637423515E-1,4.657392502E-1,-1.778943539E-1
1.786917612E1,3.633909225E-1,5.343151093E-1,-1.196181774E-1
1.787418101E1,7.194657326E-1,9.470682144E-1,-5.560779572E-2
1.787918589E1,6.659798622E-1,1.159113884E0,-1.681756973E-2
1.788419077E1,4.393858910E-1,1.083880424E0,-2.948999405E-2
1.788919566E1,6.847610474E-1,1.091548920E0,-8.282661438E-2
1.789423106E1,1.147741318E0,1.189953804E0,-2.281262875E-1
1.789923594E1,9.202008247E-1,9.353342056E-1,-3.918955326E-1
1.790424082E1,7.034721375E-1,4.101276398E-1,-4.045171738E-1
1.790924570E1,8.031153679E-1,1.279630661E-1,-3.769345284E-1
1.791425059E1,8.399963379E-1,-2.966270447E-1,-3.044574261E-1
1.791928599E1,6.566967964E-1,-7.357215881E-1,-2.077198029E-1
1.792429087E1,2.434802055E-1,-1.223693848E0,-1.463015079E-1
1.792929575E1,-5.951881409E-3,-1.434547424E0,-7.527470589E-2
1.793430064E1,1.242146492E-1,-1.416026115E0,2.767193317E-2
1.793930552E1,1.649088860E-1,-1.365043640E0,1.297132969E-1
