"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.714147741E1,4.163305283E0,8.526945114E0,-2.542362213E0
2.714648230E1,4.057897568E0,8.486219406E0,-2.597461700E0
2.715151770E1,4.033941269E0,8.524549484E0,-2.809175491E0
2.715652258E1,3.951292038E0,8.537725449E0,-2.924165726E0
2.716152746E1,3.853071213E0,8.476636887E0,-2.872659683E0
2.716653234E1,3.849477768E0,8.361646652E0,-2.896615982E0
2.717153723E1,4.038732529E0,8.312536240E0,-2.873857498E0
2.717657263E1,4.258831024E0,8.392789841E0,-2.787614822E0
2.718157751E1,4.220500946E0,8.456274033E0,-2.699275970E0
2.718658239E1,4.074666977E0,8.512571335E0,-2.713649750E0
2.719158728E1,3.946500778E0,8.491010666E0,-2.851099014E0
2.719659216E1,3.963270187E0,8.481428146E0,-3.006814957E0
2.720162756E1,4.043523788E0,8.471845627E0,-3.016397476E0
2.720663244E1,4.087842941E0,8.410757065E0,-2.954111099E0
2.721163732E1,4.120183945E0,8.362844467E0,-2.873857498E0
2.721664221E1,4.157016754E0,8.366437912E0,-2.906198502E0
2.722164709E1,4.227687836E0,8.453878403E0,-2.891824722E0
2.722668249E1,4.214511871E0,8.588033676E0,-2.866670609E0
2.723168737E1,4.136953354E0,8.682361603E0,-2.774438858E0
2.723669226E1,4.084249496E0,8.702724457E0,-2.718441010E0
2.724169714E1,4.087842941E0,8.635646820E0,-2.686100006E0
2.724670202E1,4.139348984E0,8.584440231E0,-2.626209259E0
2.725173742E1,4.148931503E0,8.549703598E0,-2.609439850E0
2.725674231E1,4.160909653E0,8.511373520E0,-2.559131622E0
2.726174719E1,4.172588348E0,8.522153854E0,-2.478878021E0
2.726675207E1,4.148931503E0,8.520956039E0,-2.474086761E0
2.727175695E1,4.026754379E0,8.590429306E0,-2.512416840E0
2.727679235E1,3.916555405E0,8.604803085E0,-2.642978668E0
2.728179724E1,3.893796921E0,8.540121078E0,-2.776834488E0
2.728680212E1,4.000402451E0,8.446691513E0,-2.766054153E0
2.729180700E1,4.158514023E0,8.483823776E0,-2.713649750E0
2.729681189E1,4.157016754E0,8.560483932E0,-2.713649750E0
2.730184729E1,4.163305283E0,8.568868637E0,-2.813966751E0
2.730685217E1,4.196544647E0,8.583242416E0,-2.884637833E0
2.731185705E1,4.228885651E0,8.583242416E0,-2.849901199E0
2.731686194E1,4.180973053E0,8.556890488E0,-2.786417007E0
2.732186682E1,4.151327133E0,8.534132004E0,-2.817560196E0
2.732690222E1,4.084249496E0,8.550901413E0,-2.829538345E0
2.733190710E1,4.108205795E0,8.507780075E0,-2.897813797E0
2.733691198E1,4.153722763E0,8.493406296E0,-2.816362381E0
2.734191687E1,4.171390533E0,8.520956039E0,-2.751680374E0
2.734692175E1,4.110601425E0,8.553297043E0,-2.801988602E0
2.735195715E1,4.013578415E0,8.525747299E0,-2.903802872E0
2.735696203E1,4.029150009E0,8.455076218E0,-2.943330765E0
2.736196692E1,4.167797089E0,8.483823776E0,-2.816362381E0
2.736697180E1,4.197742462E0,8.507780075E0,-2.707660675E0
2.737197668E1,4.072271347E0,8.480230331E0,-2.772043228E0
2.737701208E1,4.075864792E0,8.480230331E0,-2.876253128E0
2.738201696E1,4.157016754E0,8.520956039E0,-2.855890274E0
2.738702185E1,4.219303131E0,8.538923264E0,-2.713649750E0
2.739202673E1,4.196544647E0,8.544912338E0,-2.572307587E0
2.739703161E1,4.099821091E0,8.501791000E0,-2.644176483E0
2.740206701E1,4.099821091E0,8.494604111E0,-2.757669449E0
2.740707190E1,4.117788315E0,8.564077377E0,-2.749284744E0
2.741207678E1,4.165401459E0,8.541318893E0,-2.631000519E0
2.741708166E1,4.151327133E0,8.507780075E0,-2.639385223E0
2.742208654E1,4.089040756E0,8.508977890E0,-2.763658524E0
2.742712194E1,4.079458237E0,8.510175705E0,-2.798395157E0
2.743212683E1,4.121381760E0,8.514966965E0,-2.752878189E0
2.743713171E1,4.096227646E0,8.471845627E0,-2.706462860E0
2.744213659E1,4.084249496E0,8.457471848E0,-2.710056305E0
2.744714148E1,4.090238571E0,8.487417221E0,-2.754076004E0
2.745217688E1,4.078260422E0,8.534132004E0,-2.767251968E0
2.745718176E1,4.077062607E0,8.591627121E0,-2.761262894E0
2.746218664E1,4.026754379E0,8.570066452E0,-2.720836639E0
2.746719152E1,4.011182785E0,8.491010666E0,-2.698078156E0
2.747219641E1,4.102216721E0,8.485021591E0,-2.690891266E0
2.747723181E1,4.159412384E0,8.538923264E0,-2.640583038E0
2.748223669E1,4.148931503E0,8.570066452E0,-2.590274811E0
2.748724157E1,4.124975204E0,8.572462082E0,-2.609439850E0
2.749224646E1,4.092634201E0,8.516164780E0,-2.644176483E0
2.749725134E1,4.123777390E0,8.507780075E0,-2.720836639E0
2.750228674E1,4.134557724E0,8.560483932E0,-2.724130630E0
2.750729162E1,4.122579575E0,8.588033676E0,-2.720836639E0
2.751229651E1,4.115392685E0,8.566473007E0,-2.775636673E0
2.751730139E1,4.121381760E0,8.479032516E0,-2.854692459E0
2.752230627E1,4.146535873E0,8.529340744E0,-2.884637833E0
2.752734167E1,4.168994904E0,8.536527634E0,-2.908594131E0
2.753234655E1,4.102216721E0,8.582044601E0,-2.894220352E0
2.753735144E1,4.105810165E0,8.548505783E0,-2.901407242E0
2.754235632E1,4.077062607E0,8.522153854E0,-2.857088089E0
2.754736120E1,4.081853867E0,8.519758224E0,-2.799592972E0
2.755239660E1,4.108205795E0,8.555692673E0,-2.794801712E0
2.755740149E1,4.108205795E0,8.591627121E0,-2.755273819E0
2.756240637E1,4.124975204E0,8.530538559E0,-2.651363373E0
2.756741125E1,4.109403610E0,8.486219406E0,-2.571109772E0
2.757241613E1,4.163305283E0,8.488615036E0,-2.487262726E0
2.757745153E1,4.156118393E0,8.514966965E0,-2.447734833E0
2.758245642E1,4.135755539E0,8.526945114E0,-2.471691132E0
2.758746130E1,4.126173019E0,8.524549484E0,-2.477680206E0
2.759246618E1,4.108205795E0,8.510175705E0,-2.465702057E0
2.759747106E1,4.111799240E0,8.477834702E0,-2.488460541E0
2.760250647E1,4.090238571E0,8.541318893E0,-2.495647430E0
2.760751135E1,4.066282272E0,8.589231491E0,-2.560329437E0
2.761251623E1,4.014776230E0,8.552099228E0,-2.634593964E0
2.761752111E1,4.011182785E0,8.531736374E0,-2.670528412E0
2.762252600E1,4.048315048E0,8.476636887E0,-2.658550262E0
2.762756140E1,4.087842941E0,8.524549484E0,-2.682506561E0
2.763256628E1,4.077062607E0,8.582044601E0,-2.698078156E0
2.763757116E1,4.153722763E0,8.600011826E0,-2.733713150E0
2.764257605E1,4.165401459E0,8.553297043E0,-2.736108780E0
2.764758093E1,4.178577423E0,8.493406296E0,-2.701671600E0
2.765258581E1,4.141744614E0,8.474241257E0,-2.701671600E0
2.765762121E1,4.102216721E0,8.528142929E0,-2.707660675E0
2.766262610E1,4.118986130E0,8.531736374E0,-2.664539337E0
2.766763098E1,4.115392685E0,8.526945114E0,-2.633396149E0
2.767263586E1,4.111799240E0,8.525747299E0,-2.658550262E0
2.767767126E1,4.055501938E0,8.524549484E0,-2.723232269E0
2.768267614E1,4.031545639E0,8.532934189E0,-2.742097855E0
2.768768103E1,4.033941269E0,8.526945114E0,-2.799592972E0
2.769268591E1,4.065084457E0,8.510175705E0,-2.885835648E0
2.769769079E1,4.030347824E0,8.499395370E0,-2.936143875E0
2.770269568E1,4.083051682E0,8.465856552E0,-3.003221512E0
2.770773108E1,4.184566498E0,8.433515549E0,-3.030771255E0
2.771273596E1,4.318721771E0,8.512571335E0,-3.011606216E0
2.771777136E1,4.375019073E0,8.579648972E0,-2.956506729E0
2.772274572E1,4.312732697E0,8.633251190E0,-2.952913284E0
2.772775061E1,4.208522797E0,8.597616196E0,-2.961297989E0
2.773275549E1,4.109403610E0,8.560483932E0,-2.893022537E0
2.773776037E1,4.025556564E0,8.531736374E0,-2.769647598E0
2.774276526E1,4.018369675E0,8.532934189E0,-2.717243195E0
2.774777014E1,4.072271347E0,8.534132004E0,-2.677715302E0
2.775277502E1,4.132162094E0,8.537725449E0,-2.654956818E0
2.775781042E1,4.194149017E0,8.561681747E0,-2.654956818E0
2.776284582E1,4.147733688E0,8.585638046E0,-2.654956818E0
2.776788122E1,4.124975204E0,8.582044601E0,-2.625011444E0
2.777285559E1,4.098623276E0,8.542516708E0,-2.648967743E0
2.777789099E1,4.092634201E0,8.487417221E0,-2.650165558E0
2.778286535E1,4.114194870E0,8.504186630E0,-2.580692291E0
2.778790075E1,4.154621124E0,8.543714523E0,-2.531581879E0
2.779290564E1,4.201335907E0,8.550901413E0,-2.539966583E0
2.779794104E1,4.218105316E0,8.526945114E0,-2.523197174E0
2.780294592E1,4.213314056E0,8.564077377E0,-2.549549103E0
2.780795080E1,4.226490021E0,8.549703598E0,-2.551944733E0
2.781295569E1,4.209720612E0,8.597616196E0,-2.551944733E0
2.781796057E1,4.185764313E0,8.602407455E0,-2.608242035E0
2.782296545E1,4.141744614E0,8.568868637E0,-2.601055145E0
2.782797033E1,4.136953354E0,8.562879562E0,-2.607044220E0
2.783300573E1,4.132162094E0,8.567670822E0,-2.620220184E0
2.783801062E1,4.124975204E0,8.556890488E0,-2.586681366E0
2.784301550E1,4.112997055E0,8.567670822E0,-2.597461700E0
2.784802038E1,4.144140244E0,8.552099228E0,-2.589076996E0
2.785302527E1,4.126173019E0,8.508977890E0,-2.572307587E0
2.785806066E1,4.141744614E0,8.513769150E0,-2.587879181E0
2.786306555E1,4.167797089E0,8.528142929E0,-2.549549103E0
2.786807043E1,4.160909653E0,8.566473007E0,-2.597461700E0
2.787307531E1,4.067480087E0,8.535329819E0,-2.639385223E0
2.787808020E1,4.061491013E0,8.470647812E0,-2.645374298E0
2.788311560E1,4.047117233E0,8.474241257E0,-2.644176483E0
2.788812048E1,4.059095383E0,8.517362595E0,-2.722034454E0
2.789312536E1,4.074666977E0,8.554494858E0,-2.710056305E0
2.789813024E1,4.109403610E0,8.548505783E0,-2.730419159E0
2.790313513E1,4.107007980E0,8.528142929E0,-2.730419159E0
2.790817053E1,4.102216721E0,8.531736374E0,-2.731317520E0
2.791317541E1,4.124975204E0,8.561681747E0,-2.749284744E0
2.791818029E1,4.112997055E0,8.622470856E0,-2.766054153E0
2.792318518E1,4.079458237E0,8.579648972E0,-2.712451935E0
2.792819006E1,4.078260422E0,8.561681747E0,-2.650165558E0
2.793322546E1,4.033941269E0,8.542516708E0,-2.631000519E0
2.793823034E1,4.037534714E0,8.561681747E0,-2.629802704E0
2.794323523E1,4.019567490E0,8.592824936E0,-2.581890106E0
2.794824011E1,4.000402451E0,8.613187790E0,-2.559131622E0
2.795324499E1,3.981237411E0,8.553297043E0,-2.537570953E0
2.795828039E1,4.018369675E0,8.532934189E0,-2.470493317E0
2.796328527E1,4.013578415E0,8.588033676E0,-2.484867096E0
2.796829016E1,4.045919418E0,8.556890488E0,-2.481273651E0
2.797329504E1,4.071073532E0,8.576055527E0,-2.429767609E0
2.797829992E1,4.098623276E0,8.580846786E0,-2.452526093E0
2.798333532E1,4.103414536E0,8.598814011E0,-2.475284576E0
2.798834021E1,4.049512863E0,8.610792160E0,-2.500438690E0
2.799334509E1,4.038732529E0,8.601209641E0,-2.562725067E0
2.799834997E1,4.071073532E0,8.565275192E0,-2.627407074E0
2.800335485E1,4.035139084E0,8.558088303E0,-2.614231110E0
2.800839026E1,4.104612350E0,8.579648972E0,-2.627407074E0
2.801339514E1,4.117788315E0,8.600011826E0,-2.616626740E0
2.801840002E1,4.134557724E0,8.608396530E0,-2.633396149E0
2.802340490E1,4.099821091E0,8.566473007E0,-2.562725067E0
2.802840979E1,4.062688828E0,8.550901413E0,-2.488460541E0
2.803344519E1,4.017171860E0,8.516164780E0,-2.450130463E0
2.803845007E1,3.990819931E0,8.536527634E0,-2.359096527E0
2.804345495E1,4.002798080E0,8.555692673E0,-2.385448456E0
2.804845984E1,4.037534714E0,8.535329819E0,-2.434558868E0
2.805346472E1,4.103414536E0,8.471845627E0,-2.469295502E0
2.805850012E1,4.163305283E0,8.642833710E0,-2.544757843E0
2.806350500E1,4.194149017E0,8.730274200E0,-2.652561188E0
2.806850988E1,4.128568649E0,8.613187790E0,-2.751680374E0
2.807351477E1,4.044721603E0,8.507780075E0,-2.711254120E0
2.807851965E1,3.994413376E0,8.540121078E0,-2.705265045E0
2.808355505E1,4.014776230E0,8.615583420E0,-2.712451935E0
2.808855993E1,4.116590500E0,8.628759384E0,-2.705265045E0
2.809356482E1,4.221698761E0,8.552099228E0,-2.686100006E0
2.809856970E1,4.257633209E0,8.517362595E0,-2.590274811E0
2.810357458E1,4.261226654E0,8.510175705E0,-2.511219025E0
2.810860998E1,4.204929352E0,8.544912338E0,-2.471691132E0
2.811361486E1,4.112997055E0,8.603605270E0,-2.385448456E0
2.811861975E1,4.069875717E0,8.564077377E0,-2.365085602E0
2.812362463E1,4.003995895E0,8.516164780E0,-2.327953339E0
2.812862951E1,4.023160934E0,8.552099228E0,-2.368679047E0
2.813366491E1,4.051908493E0,8.578451157E0,-2.439350128E0
2.813866980E1,4.077062607E0,8.525747299E0,-2.464504242E0
2.814367468E1,4.129766464E0,8.565275192E0,-2.494449615E0
2.814867956E1,4.157016754E0,8.571264267E0,-2.547153473E0
2.815368444E1,4.127370834E0,8.560483932E0,-2.652561188E0
2.815871984E1,4.059095383E0,8.577253342E0,-2.669330597E0
2.816372473E1,4.024358749E0,8.559286118E0,-2.736108780E0
2.816872961E1,4.017171860E0,8.567670822E0,-2.774438858E0
2.817373449E1,4.015974045E0,8.568868637E0,-2.756471634E0
2.817873938E1,4.123777390E0,8.570066452E0,-2.745691299E0
2.818377478E1,4.160909653E0,8.584440231E0,-2.686100006E0
2.818877966E1,4.218105316E0,8.573659897E0,-2.610637665E0
2.819378454E1,4.216907501E0,8.558088303E0,-2.553142548E0
2.819878942E1,4.158514023E0,8.609594345E0,-2.499240875E0
2.820379431E1,4.110601425E0,8.606000900E0,-2.494449615E0
2.820882971E1,4.011182785E0,8.597616196E0,-2.502834320E0
2.821383459E1,3.989622116E0,8.554494858E0,-2.625011444E0
2.821883947E1,4.006391525E0,8.512571335E0,-2.725627899E0
2.822384436E1,4.068677902E0,8.547307968E0,-2.701671600E0
2.822884924E1,4.171390533E0,8.571264267E0,-2.711254120E0
2.823388464E1,4.242061615E0,8.528142929E0,-2.714847565E0
2.823888952E1,4.258831024E0,8.524549484E0,-2.664539337E0
2.824389441E1,4.216907501E0,8.568868637E0,-2.633396149E0
2.824889929E1,4.093832016E0,8.583242416E0,-2.615428925E0
2.825390417E1,4.039930344E0,8.556890488E0,-2.589076996E0
2.825893957E1,4.001600266E0,8.526945114E0,-2.629802704E0
2.826394445E1,4.041128159E0,8.535329819E0,-2.568714142E0
2.826894934E1,4.083051682E0,8.517362595E0,-2.480075836E0
2.827395422E1,4.122579575E0,8.548505783E0,-2.436954498E0
2.827895910E1,4.135755539E0,8.585638046E0,-2.416591644E0
2.828399450E1,4.092634201E0,8.611989975E0,-2.426174164E0
2.828899939E1,4.062688828E0,8.613187790E0,-2.474086761E0
2.829400427E1,4.009984970E0,8.595220566E0,-2.498043060E0
2.829900915E1,3.987226486E0,8.604803085E0,-2.559131622E0
2.830401403E1,4.026754379E0,8.609594345E0,-2.605846405E0
2.830901892E1,4.007589340E0,8.584440231E0,-2.716045380E0
2.831405432E1,4.049512863E0,8.561681747E0,-2.763658524E0
2.831905920E1,4.071073532E0,8.546110153E0,-2.724130630E0
2.832406408E1,4.097425461E0,8.554494858E0,-2.724130630E0
2.832906897E1,4.090238571E0,8.562879562E0,-2.714847565E0
2.833407385E1,4.006391525E0,8.562879562E0,-2.719638824E0
2.833910925E1,4.050710678E0,8.553297043E0,-2.706462860E0
2.834411413E1,4.057897568E0,8.562879562E0,-2.638187408E0
2.834911902E1,4.111799240E0,8.552099228E0,-2.648967743E0
2.835412390E1,4.150129318E0,8.572462082E0,-2.586681366E0
2.835912878E1,4.159412384E0,8.611989975E0,-2.593868256E0
2.836416418E1,4.151327133E0,8.556890488E0,-2.614231110E0
2.836916906E1,4.152225494E0,8.536527634E0,-2.565120697E0
2.837417395E1,4.116590500E0,8.543714523E0,-2.574703217E0
2.837917883E1,4.087842941E0,8.552099228E0,-2.566318512E0
2.838421423E1,4.121381760E0,8.579648972E0,-2.621417999E0
2.838921911E1,4.101018906E0,8.543714523E0,-2.596263885E0
2.839422400E1,4.151327133E0,8.506582260E0,-2.593868256E0
2.839922888E1,4.159412384E0,8.506582260E0,-2.593868256E0
2.840423376E1,4.152225494E0,8.514966965E0,-2.603450775E0
2.840923864E1,4.127370834E0,8.573659897E0,-2.556735992E0
2.841427404E1,4.081853867E0,8.554494858E0,-2.561527252E0
2.841927893E1,4.078260422E0,8.531736374E0,-2.609439850E0
2.842428381E1,4.075864792E0,8.576055527E0,-2.578296661E0
2.842928869E1,4.071073532E0,8.588033676E0,-2.581890106E0
2.843429358E1,4.098623276E0,8.597616196E0,-2.557933807E0
2.843932898E1,4.068677902E0,8.608396530E0,-2.593868256E0
2.844433386E1,4.089040756E0,8.560483932E0,-2.589076996E0
2.844933874E1,4.098623276E0,8.530538559E0,-2.592670441E0
2.845434362E1,4.107007980E0,8.570066452E0,-2.575901031E0
2.845934851E1,4.135755539E0,8.584440231E0,-2.601055145E0
2.846438391E1,4.136953354E0,8.576055527E0,-2.583087921E0
2.846938879E1,4.126173019E0,8.564077377E0,-2.610637665E0
2.847439367E1,4.090238571E0,8.553297043E0,-2.634593964E0
2.847939856E1,4.057897568E0,8.560483932E0,-2.678913116E0
2.848440344E1,4.081853867E0,8.561681747E0,-2.650165558E0
2.848943884E1,4.083051682E0,8.532934189E0,-2.650165558E0
2.849444372E1,4.115392685E0,8.530538559E0,-2.608242035E0
2.849944860E1,4.107007980E0,8.507780075E0,-2.557933807E0
2.850445349E1,4.090238571E0,8.548505783E0,-2.549549103E0
2.850945837E1,4.071073532E0,8.583242416E0,-2.553142548E0
2.851449377E1,4.077062607E0,8.616781235E0,-2.544757843E0
2.851949865E1,4.057897568E0,8.570066452E0,-2.572307587E0
2.852450354E1,4.075864792E0,8.552099228E0,-2.598659515E0
2.852950842E1,4.067480087E0,8.561681747E0,-2.609439850E0
2.853451330E1,4.078260422E0,8.571264267E0,-2.646572113E0
2.853954870E1,4.114194870E0,8.559286118E0,-2.641780853E0
2.854455359E1,4.135755539E0,8.578451157E0,-2.607044220E0
2.854955847E1,4.111799240E0,8.574857712E0,-2.597461700E0
2.855456335E1,4.110601425E0,8.579648972E0,-2.583087921E0
2.855956823E1,4.121381760E0,8.568868637E0,-2.573505402E0
2.856460363E1,4.086645126E0,8.565275192E0,-2.556735992E0
2.856960852E1,4.096227646E0,8.548505783E0,-2.565120697E0
2.857461340E1,4.109403610E0,8.550901413E0,-2.556735992E0
2.857961828E1,4.118986130E0,8.549703598E0,-2.541164398E0
2.858462317E1,4.152225494E0,8.554494858E0,-2.615428925E0
2.858965856E1,4.172588348E0,8.584440231E0,-2.653759003E0
2.859466345E1,4.135755539E0,8.562879562E0,-2.585483551E0
2.859966833E1,4.101018906E0,8.613187790E0,-2.579494476E0
2.860467321E1,4.123777390E0,8.573659897E0,-2.613033295E0
2.860967810E1,4.073469162E0,8.537725449E0,-2.668132782E0
2.861471350E1,4.049512863E0,8.542516708E0,-2.657352448E0
2.861971838E1,4.075864792E0,8.573659897E0,-2.706462860E0
2.862472326E1,4.072271347E0,8.582044601E0,-2.708858490E0
2.862972814E1,4.084249496E0,8.549703598E0,-2.690891266E0
2.863473303E1,4.096227646E0,8.532934189E0,-2.622615814E0
2.863976843E1,4.120183945E0,8.559286118E0,-2.578296661E0
2.864477331E1,4.135755539E0,8.550901413E0,-2.551944733E0
2.864977819E1,4.121381760E0,8.564077377E0,-2.525592804E0
2.865478308E1,4.071073532E0,8.555692673E0,-2.532779694E0
2.865978796E1,4.071073532E0,8.538923264E0,-2.483669281E0
2.866482336E1,4.107007980E0,8.591627121E0,-2.506427765E0
2.866982824E1,4.101018906E0,8.614385605E0,-2.500438690E0
2.867483313E1,4.114194870E0,8.588033676E0,-2.516010284E0
2.867983801E1,4.127370834E0,8.585638046E0,-2.596263885E0
2.868484289E1,4.122579575E0,8.594022751E0,-2.585483551E0
2.868987829E1,4.092634201E0,8.565275192E0,-2.615428925E0
2.869488318E1,4.053106308E0,8.548505783E0,-2.645374298E0
2.869988806E1,4.056699753E0,8.548505783E0,-2.642978668E0
2.870489294E1,4.044721603E0,8.555692673E0,-2.646572113E0
2.870989782E1,4.057897568E0,8.596418381E0,-2.699275970E0
2.871493322E1,4.075864792E0,8.582044601E0,-2.648967743E0
2.871993811E1,4.130964279E0,8.570066452E0,-2.636989594E0
2.872494299E1,4.127370834E0,8.566473007E0,-2.611835480E0
2.872994787E1,4.092634201E0,8.572462082E0,-2.578296661E0
2.873495276E1,4.103414536E0,8.600011826E0,-2.590274811E0
2.873998816E1,4.081853867E0,8.553297043E0,-2.580692291E0
2.874499304E1,4.015974045E0,8.554494858E0,-2.610637665E0
2.874999792E1,4.024358749E0,8.603605270E0,-2.611835480E0
2.875500280E1,4.075864792E0,8.582044601E0,-2.611835480E0
2.876000769E1,4.096227646E0,8.568868637E0,-2.610637665E0
2.876504309E1,4.103414536E0,8.586835861E0,-2.595066071E0
2.877004797E1,4.120183945E0,8.608396530E0,-2.603450775E0
2.877505285E1,4.108205795E0,8.600011826E0,-2.632198334E0
2.878005774E1,4.105810165E0,8.548505783E0,-2.620220184E0
2.878506262E1,4.145338058E0,8.578451157E0,-2.584285736E0
2.879009802E1,4.147733688E0,8.568868637E0,-2.604648590E0
2.879510290E1,4.133359909E0,8.538923264E0,-2.504032135E0
2.880010778E1,4.118986130E0,8.556890488E0,-2.414196014E0
2.880511267E1,4.068677902E0,8.568868637E0,-2.396228790E0
2.881011755E1,4.078260422E0,8.585638046E0,-2.505229950E0
2.881515295E1,4.097425461E0,8.568868637E0,-2.554340363E0
2.882015783E1,4.157016754E0,8.561681747E0,-2.617824554E0
2.882516272E1,4.170192719E0,8.561681747E0,-2.693286896E0
2.883016760E1,4.146535873E0,8.567670822E0,-2.758867264E0
2.883517248E1,4.147733688E0,8.537725449E0,-2.774438858E0
2.884020788E1,4.077062607E0,8.554494858E0,-2.728023529E0
2.884521277E1,4.008787155E0,8.571264267E0,-2.665737152E0
2.885021765E1,4.017171860E0,8.565275192E0,-2.636989594E0
2.885522253E1,4.118986130E0,8.567670822E0,-2.541164398E0
2.886022741E1,4.194149017E0,8.568868637E0,-2.398624420E0
2.886526281E1,4.201335907E0,8.554494858E0,-2.369876862E0
2.887026770E1,4.109403610E0,8.560483932E0,-2.367481232E0
2.887527258E1,4.032743454E0,8.577253342E0,-2.391437531E0
2.888027746E1,3.996809006E0,8.546110153E0,-2.460910797E0
2.888528234E1,4.024358749E0,8.550901413E0,-2.512416840E0
2.889031774E1,4.112997055E0,8.558088303E0,-2.544757843E0
2.889532263E1,4.135755539E0,8.576055527E0,-2.585483551E0
2.890032751E1,4.123777390E0,8.594022751E0,-2.652561188E0
2.890533239E1,4.123777390E0,8.604803085E0,-2.665737152E0
2.891033728E1,4.097425461E0,8.573659897E0,-2.722034454E0
2.891534216E1,4.049512863E0,8.537725449E0,-2.757669449E0
2.892037756E1,4.051908493E0,8.555692673E0,-2.769647598E0
2.892538244E1,4.067480087E0,8.568868637E0,-2.801988602E0
2.893038732E1,4.109403610E0,8.556890488E0,-2.757669449E0
2.893539221E1,4.129766464E0,8.550901413E0,-2.718441010E0
2.894039709E1,4.151327133E0,8.552099228E0,-2.635791779E0
2.894543249E1,4.186962128E0,8.547307968E0,-2.574703217E0
2.895043737E1,4.141744614E0,8.562879562E0,-2.499240875E0
2.895544226E1,4.099821091E0,8.576055527E0,-2.463306427E0
2.896044714E1,4.071073532E0,8.565275192E0,-2.475284576E0
2.896545202E1,4.095029831E0,8.547307968E0,-2.505229950E0
2.897048742E1,4.093832016E0,8.552099228E0,-2.543560028E0
2.897549231E1,4.123777390E0,8.564077377E0,-2.603450775E0
2.898049719E1,4.099821091E0,8.568868637E0,-2.682506561E0
2.898550207E1,4.126173019E0,8.544912338E0,-2.694484711E0
2.899053747E1,4.115392685E0,8.566473007E0,-2.688495636E0
2.899554235E1,4.104612350E0,8.558088303E0,-2.720836639E0
2.900054724E1,4.087842941E0,8.546110153E0,-2.686100006E0
2.900555212E1,4.090238571E0,8.554494858E0,-2.656154633E0
2.901055700E1,4.084249496E0,8.562879562E0,-2.616626740E0
2.901556189E1,4.084249496E0,8.555692673E0,-2.571109772E0
2.902059729E1,4.085447311E0,8.562879562E0,-2.529186249E0
2.902560217E1,4.112997055E0,8.548505783E0,-2.499240875E0
2.903060705E1,4.107007980E0,8.556890488E0,-2.465702057E0
2.903561194E1,4.083051682E0,8.590429306E0,-2.511219025E0
2.904061682E1,4.086645126E0,8.590429306E0,-2.536373138E0
2.904562170E1,4.062688828E0,8.534132004E0,-2.542362213E0
2.905065710E1,4.059095383E0,8.548505783E0,-2.613033295E0
2.905566198E1,4.068677902E0,8.553297043E0,-2.628604889E0
2.906066687E1,4.108205795E0,8.588033676E0,-2.678913116E0
2.906567175E1,4.146535873E0,8.598814011E0,-2.714847565E0
2.907067663E1,4.124975204E0,8.552099228E0,-2.737306595E0
2.907568152E1,4.098623276E0,8.534132004E0,-2.728023529E0
2.908068640E1,4.123777390E0,8.548505783E0,-2.743295670E0
2.908569128E1,4.068677902E0,8.556890488E0,-2.659748077E0
2.909072668E1,4.078260422E0,8.580846786E0,-2.626209259E0
2.909576208E1,4.084249496E0,8.578451157E0,-2.619022369E0
2.910076696E1,4.104612350E0,8.548505783E0,-2.605846405E0
2.910577185E1,4.105810165E0,8.541318893E0,-2.561527252E0
2.911077673E1,4.109403610E0,8.543714523E0,-2.513614655E0
2.911578161E1,4.104612350E0,8.553297043E0,-2.529186249E0
2.912078650E1,4.102216721E0,8.525747299E0,-2.501636505E0
2.912579138E1,4.073469162E0,8.522153854E0,-2.514812469E0
2.913079626E1,4.093832016E0,8.541318893E0,-2.575901031E0
2.913580114E1,4.101018906E0,8.547307968E0,-2.613033295E0
2.914083654E1,4.081853867E0,8.583242416E0,-2.615428925E0
2.914584143E1,4.107007980E0,8.543714523E0,-2.583087921E0
2.915087683E1,4.116590500E0,8.577253342E0,-2.620220184E0
2.915588171E1,4.099821091E0,8.584440231E0,-2.574703217E0
2.916088659E1,4.057897568E0,8.607198715E0,-2.623813629E0
2.916589148E1,4.056699753E0,8.602407455E0,-2.718441010E0
2.917092688E1,4.044721603E0,8.512571335E0,-2.738504410E0
2.917593176E1,4.122579575E0,8.536527634E0,-2.720836639E0
2.918093664E1,4.197742462E0,8.535329819E0,-2.696880341E0
2.918594152E1,4.234874725E0,8.573659897E0,-2.657352448E0
2.919094641E1,4.198940277E0,8.595220566E0,-2.573505402E0
2.919595129E1,4.069875717E0,8.589231491E0,-2.542362213E0
2.920098669E1,4.008787155E0,8.578451157E0,-2.559131622E0
2.920599157E1,4.017171860E0,8.562879562E0,-2.563922882E0
2.921099646E1,4.017171860E0,8.586835861E0,-2.562725067E0
2.921600134E1,4.124975204E0,8.553297043E0,-2.605846405E0
2.922103674E1,4.163305283E0,8.535329819E0,-2.593868256E0
2.922604162E1,4.192951202E0,8.523351669E0,-2.524394989E0
2.923104651E1,4.176181793E0,8.579648972E0,-2.502834320E0
2.923605139E1,4.105810165E0,8.634449005E0,-2.524394989E0
2.924105627E1,4.005193710E0,8.639240265E0,-2.567516327E0
2.924606115E1,3.942907333E0,8.600011826E0,-2.575901031E0
2.925109655E1,3.968061447E0,8.534132004E0,-2.639385223E0
