"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
5.259492041E1,3.738403320E-3,2.042770386E-2,-1.295089722E-2
5.259992530E1,4.806518555E-3,1.935958862E-2,-1.201629639E-2
5.260496070E1,8.010864258E-3,1.829147339E-2,-1.295089722E-2
5.260996558E1,5.874633789E-3,1.722335815E-2,-1.295089722E-2
5.261497046E1,6.942749023E-3,1.081466675E-2,-1.094818115E-2
5.261997534E1,9.078979492E-3,8.678436279E-3,-1.094818115E-2
5.262498023E1,1.014709473E-2,6.542205811E-3,-9.880065918E-3
5.263001563E1,1.228332520E-2,9.746551514E-3,-1.094818115E-2
5.263502051E1,1.228332520E-2,1.188278198E-2,-1.295089722E-2
5.264002539E1,1.014709473E-2,1.401901245E-2,-1.295089722E-2
5.264503028E1,1.121520996E-2,1.401901245E-2,-1.201629639E-2
5.265003516E1,9.078979492E-3,1.188278198E-2,-9.880065918E-3
5.265507056E1,8.010864258E-3,1.295089722E-2,-1.201629639E-2
5.266007544E1,5.874633789E-3,1.401901245E-2,-1.401901245E-2
5.266508032E1,2.670288086E-3,1.188278198E-2,-1.615524292E-2
5.267008521E1,1.602172852E-3,1.188278198E-2,-1.829147339E-2
5.267509009E1,-1.602172852E-3,1.188278198E-2,-1.935958862E-2
5.268012549E1,-3.738403320E-3,1.295089722E-2,-2.042770386E-2
5.268513037E1,-4.806518555E-3,1.295089722E-2,-2.256393433E-2
5.269013526E1,-6.942749023E-3,1.188278198E-2,-1.935958862E-2
5.269514014E1,-1.014709473E-2,6.542205811E-3,-1.615524292E-2
5.270014502E1,-1.121520996E-2,6.542205811E-3,-1.829147339E-2
5.270518042E1,-1.014709473E-2,2.670288086E-4,-2.042770386E-2
5.271018530E1,-8.010864258E-3,2.670288086E-4,-1.935958862E-2
5.271519019E1,-8.010864258E-3,2.403259277E-3,-1.722335815E-2
5.272019507E1,-9.078979492E-3,4.405975342E-3,-1.401901245E-2
5.272519995E1,-1.121520996E-2,1.335144043E-3,-1.295089722E-2
5.273023535E1,-1.228332520E-2,-8.010864258E-4,-9.880065918E-3
5.273524024E1,-1.335144043E-2,-5.073547363E-3,-6.675720215E-3
5.274024512E1,-1.228332520E-2,-7.209777832E-3,-3.471374512E-3
5.274525000E1,-9.078979492E-3,-7.209777832E-3,-2.403259277E-3
5.275025488E1,-9.078979492E-3,-5.073547363E-3,-2.670288086E-4
5.275529028E1,-1.014709473E-2,-2.937316895E-3,5.073547363E-3
5.276029517E1,-1.121520996E-2,-5.073547363E-3,6.141662598E-3
5.276530005E1,-1.441955566E-2,-7.209777832E-3,7.209777832E-3
5.277030493E1,-1.228332520E-2,-7.209777832E-3,4.005432129E-3
5.277530982E1,-1.335144043E-2,-8.010864258E-4,2.937316895E-3
5.278031470E1,-1.335144043E-2,5.474090576E-3,1.869201660E-3
5.278531958E1,-1.121520996E-2,1.335144043E-3,2.937316895E-3
5.279032447E1,-1.441955566E-2,1.335144043E-3,5.073547363E-3
5.279535986E1,-1.335144043E-2,-8.010864258E-4,6.141662598E-3
5.280036475E1,-1.121520996E-2,-6.141662598E-3,5.073547363E-3
5.280536963E1,-1.335144043E-2,-5.073547363E-3,2.937316895E-3
5.281040503E1,-1.441955566E-2,-1.869201660E-3,1.869201660E-3
5.281540991E1,-1.548767090E-2,2.670288086E-4,-2.670288086E-4
5.282041480E1,-1.441955566E-2,6.542205811E-3,-1.335144043E-3
5.282541968E1,-1.228332520E-2,6.542205811E-3,-2.403259277E-3
5.283045508E1,-1.014709473E-2,8.678436279E-3,-3.471374512E-3
5.283545996E1,-1.228332520E-2,8.678436279E-3,-6.675720215E-3
5.284046485E1,-1.014709473E-2,6.542205811E-3,-5.607604980E-3
5.284546973E1,-1.014709473E-2,5.474090576E-3,-5.607604980E-3
5.285047461E1,-1.014709473E-2,7.610321045E-3,-8.811950684E-3
5.285547949E1,-1.014709473E-2,8.678436279E-3,-7.743835449E-3
5.286048438E1,-1.014709473E-2,8.678436279E-3,-7.743835449E-3
5.286551978E1,-1.228332520E-2,1.081466675E-2,-7.743835449E-3
5.287052466E1,-1.441955566E-2,1.188278198E-2,-6.675720215E-3
5.287552954E1,-1.548767090E-2,9.746551514E-3,-7.743835449E-3
5.288053443E1,-1.762390137E-2,1.081466675E-2,-7.743835449E-3
5.288553931E1,-1.548767090E-2,9.746551514E-3,-6.675720215E-3
5.289057471E1,-1.655578613E-2,9.746551514E-3,-6.675720215E-3
5.289561011E1,-1.869201660E-2,1.081466675E-2,-6.675720215E-3
5.290058447E1,-2.189636230E-2,4.405975342E-3,-2.403259277E-3
5.290561988E1,-2.603530884E-2,-1.869201660E-3,1.869201660E-3
5.291062476E1,-3.244400024E-2,-6.141662598E-3,8.277893066E-3
5.291562964E1,-3.030776978E-2,-4.005432129E-3,4.005432129E-3
5.292063452E1,-1.976013184E-2,1.188278198E-2,-4.539489746E-3
5.292563941E1,-1.335144043E-2,2.470016479E-2,-7.743835449E-3
5.293064429E1,-1.655578613E-2,2.363204956E-2,-2.403259277E-3
5.293564917E1,-2.817153931E-2,8.678436279E-3,5.073547363E-3
5.294068457E1,-3.671646118E-2,-8.277893066E-3,6.141662598E-3
5.294568946E1,-3.030776978E-2,-1.148223877E-2,4.005432129E-3
5.295072486E1,-1.655578613E-2,-9.346008301E-3,2.937316895E-3
5.295569922E1,-1.121520996E-2,-1.869201660E-3,-2.403259277E-3
5.296073462E1,-1.655578613E-2,4.405975342E-3,-5.607604980E-3
5.296573950E1,-2.189636230E-2,5.474090576E-3,-5.607604980E-3
5.297074439E1,-2.389907837E-2,2.670288086E-4,-2.670288086E-4
5.297577979E1,-2.817153931E-2,-1.361846924E-2,6.141662598E-3
5.298078467E1,-3.030776978E-2,-2.857208252E-2,1.361846924E-2
5.298575904E1,-2.603530884E-2,-3.498077393E-2,1.255035400E-2
5.299076392E1,-1.548767090E-2,-3.070831299E-2,9.346008301E-3
5.299576880E1,-8.010864258E-3,-2.429962158E-2,9.346008301E-3
5.300077368E1,-9.078979492E-3,-2.002716064E-2,1.148223877E-2
5.300580908E1,-1.014709473E-2,-1.682281494E-2,1.255035400E-2
5.301084448E1,-1.228332520E-2,-1.255035400E-2,1.468658447E-2
5.301584937E1,-1.121520996E-2,-5.073547363E-3,2.216339111E-2
5.302085425E1,-5.874633789E-3,-8.010864258E-4,2.750396729E-2
5.302588965E1,-5.340576172E-4,2.670288086E-4,2.964019775E-2
5.303086402E1,-2.670288086E-3,-2.937316895E-3,2.964019775E-2
5.303589942E1,-3.738403320E-3,-6.141662598E-3,2.643585205E-2
5.304090430E1,-8.010864258E-3,-8.010864258E-4,2.109527588E-2
5.304590918E1,-9.078979492E-3,5.474090576E-3,1.895904541E-2
5.305091406E1,-1.655578613E-2,9.746551514E-3,1.789093018E-2
5.305594947E1,-2.923965454E-2,5.474090576E-3,1.682281494E-2
5.306095435E1,-3.885269165E-2,2.670288086E-4,1.575469971E-2
5.306595923E1,-5.060195923E-2,-1.255035400E-2,1.682281494E-2
5.307096411E1,-5.487442017E-2,-2.750396729E-2,2.002716064E-2
5.307596900E1,-5.273818970E-2,-4.766464233E-2,2.216339111E-2
5.308100440E1,-4.846572876E-2,-5.941390991E-2,2.536773682E-2
5.308600928E1,-4.205703735E-2,-6.368637085E-2,2.964019775E-2
5.309101416E1,-3.992080688E-2,-6.795883179E-2,3.698348999E-2
5.309601905E1,-3.778457642E-2,-6.795883179E-2,4.125595093E-2
5.310102393E1,-3.351211548E-2,-6.582260132E-2,4.446029663E-2
5.310602881E1,-2.603530884E-2,-6.155014038E-2,4.766464233E-2
5.311106421E1,-2.082824707E-2,-5.620956421E-2,4.980087280E-2
5.311603858E1,-1.228332520E-2,-5.086898804E-2,4.980087280E-2
5.312104346E1,-8.010864258E-3,-4.138946533E-2,4.232406616E-2
5.312607886E1,-3.738403320E-3,-3.070831299E-2,3.377914429E-2
5.313108374E1,-2.670288086E-3,-2.750396729E-2,2.429962158E-2
5.313611914E1,-3.738403320E-3,-2.429962158E-2,1.789093018E-2
5.314112402E1,-5.340576172E-4,-1.789093018E-2,1.468658447E-2
5.314612891E1,-5.340576172E-4,-1.895904541E-2,1.255035400E-2
5.315116431E1,-2.670288086E-3,-2.750396729E-2,9.346008301E-3
5.315613867E1,-1.441955566E-2,-3.284454346E-2,8.277893066E-3
5.316117407E1,-2.283096313E-2,-3.498077393E-2,8.277893066E-3
5.316617896E1,-2.496719360E-2,-3.177642822E-2,1.041412354E-2
5.317118384E1,-2.496719360E-2,-2.857208252E-2,1.041412354E-2
5.317618872E1,-2.496719360E-2,-3.604888916E-2,8.277893066E-3
5.318119361E1,-2.189636230E-2,-4.032135010E-2,6.141662598E-3
5.318622901E1,-1.548767090E-2,-3.818511963E-2,2.937316895E-3
5.319123389E1,-1.121520996E-2,-3.498077393E-2,8.010864258E-4
5.319623877E1,-1.014709473E-2,-3.711700439E-2,-2.403259277E-3
5.320124365E1,-1.228332520E-2,-3.925323486E-2,-1.335144043E-3
5.320624854E1,-1.014709473E-2,-3.284454346E-2,-8.811950684E-3
5.321128394E1,-5.340576172E-4,-2.323150635E-2,-1.401901245E-2
5.321628882E1,2.670288086E-3,-1.789093018E-2,-1.829147339E-2
5.322129370E1,-5.340576172E-4,-1.682281494E-2,-2.042770386E-2
5.322629859E1,1.602172852E-3,-2.002716064E-2,-1.829147339E-2
5.323130347E1,5.874633789E-3,-1.682281494E-2,-1.615524292E-2
5.323633887E1,6.942749023E-3,-1.255035400E-2,-1.935958862E-2
5.324134375E1,6.942749023E-3,-8.277893066E-3,-1.829147339E-2
5.324634863E1,4.806518555E-3,-1.041412354E-2,-1.508712769E-2
5.325135352E1,3.738403320E-3,-1.255035400E-2,-1.094818115E-2
5.325635840E1,1.014709473E-2,-1.361846924E-2,-5.607604980E-3
5.326139380E1,2.082824707E-2,-2.216339111E-2,-4.539489746E-3
5.326639868E1,2.830505371E-2,-3.070831299E-2,-1.335144043E-3
5.327140357E1,3.458023071E-2,-4.032135010E-2,-1.335144043E-3
5.327640845E1,3.564834595E-2,-4.032135010E-2,-3.471374512E-3
5.328141333E1,3.351211548E-2,-2.750396729E-2,-7.743835449E-3
5.328644873E1,2.923965454E-2,-7.209777832E-3,-8.811950684E-3
5.329145362E1,2.616882324E-2,6.542205811E-3,-1.201629639E-2
5.329645850E1,2.403259277E-2,7.610321045E-3,-1.508712769E-2
5.330146338E1,1.762390137E-2,1.335144043E-3,-1.722335815E-2
5.330646826E1,4.806518555E-3,-7.209777832E-3,-1.508712769E-2
5.331150366E1,-5.874633789E-3,-1.041412354E-2,-1.508712769E-2
5.331650855E1,-1.548767090E-2,-1.682281494E-2,-1.722335815E-2
5.332151343E1,-2.389907837E-2,-2.109527588E-2,-1.722335815E-2
5.332651831E1,-2.923965454E-2,-2.643585205E-2,-1.829147339E-2
5.333152320E1,-3.458023071E-2,-2.750396729E-2,-2.042770386E-2
5.333655860E1,-3.992080688E-2,-3.284454346E-2,-1.829147339E-2
5.334156348E1,-4.098892212E-2,-3.711700439E-2,-1.615524292E-2
5.334656836E1,-4.526138306E-2,-3.925323486E-2,-1.829147339E-2
5.335157324E1,-4.312515259E-2,-4.339218140E-2,-1.935958862E-2
5.335657813E1,-4.312515259E-2,-4.873275757E-2,-1.935958862E-2
5.336161353E1,-3.885269165E-2,-5.300521851E-2,-2.470016479E-2
5.336661841E1,-3.778457642E-2,-5.727767944E-2,-2.897262573E-2
5.337162329E1,-3.778457642E-2,-6.475448608E-2,-2.790451050E-2
5.337662818E1,-3.778457642E-2,-6.582260132E-2,-2.470016479E-2
5.338163306E1,-3.564834595E-2,-6.795883179E-2,-2.149581909E-2
5.338666846E1,-2.817153931E-2,-6.689071655E-2,-2.149581909E-2
5.339167334E1,-2.389907837E-2,-6.582260132E-2,-1.829147339E-2
5.339667822E1,-2.189636230E-2,-7.009506226E-2,-1.295089722E-2
5.340168311E1,-2.082824707E-2,-7.863998413E-2,-1.201629639E-2
5.340668799E1,-1.655578613E-2,-8.077621460E-2,-1.201629639E-2
5.341169287E1,-1.228332520E-2,-8.398056030E-2,-1.201629639E-2
5.341672827E1,-1.014709473E-2,-8.718490601E-2,-1.615524292E-2
5.342173316E1,-1.014709473E-2,-9.145736694E-2,-1.295089722E-2
5.342673804E1,-1.548767090E-2,-8.611679077E-2,-9.880065918E-3
5.343174292E1,-2.082824707E-2,-8.291244507E-2,-1.201629639E-2
5.343674780E1,-1.976013184E-2,-8.932113647E-2,-1.094818115E-2
5.344178320E1,-1.762390137E-2,-8.932113647E-2,-8.811950684E-3
5.344678809E1,-1.976013184E-2,-8.611679077E-2,-9.880065918E-3
5.345179297E1,-2.496719360E-2,-8.611679077E-2,-1.615524292E-2
5.345679785E1,-2.389907837E-2,-8.398056030E-2,-1.935958862E-2
5.346183325E1,-2.603530884E-2,-8.291244507E-2,-1.615524292E-2
5.346683814E1,-3.030776978E-2,-7.863998413E-2,-1.201629639E-2
5.347184302E1,-3.351211548E-2,-7.650375366E-2,-8.811950684E-3
5.347684790E1,-3.458023071E-2,-7.223129272E-2,-5.607604980E-3
5.348185278E1,-3.992080688E-2,-6.582260132E-2,8.010864258E-4
5.348685767E1,-4.205703735E-2,-5.834579468E-2,5.073547363E-3
5.349189307E1,-4.312515259E-2,-5.407333374E-2,8.277893066E-3
5.349689795E1,-4.205703735E-2,-5.300521851E-2,1.255035400E-2
5.350190283E1,-3.671646118E-2,-5.514144897E-2,1.789093018E-2
5.350690772E1,-3.351211548E-2,-5.620956421E-2,1.895904541E-2
5.351191260E1,-2.496719360E-2,-4.980087280E-2,2.002716064E-2
5.351694800E1,-1.869201660E-2,-4.980087280E-2,1.682281494E-2
5.352195288E1,-1.548767090E-2,-4.446029663E-2,1.255035400E-2
5.352695777E1,-1.121520996E-2,-4.032135010E-2,7.209777832E-3
5.353196265E1,-1.014709473E-2,-3.604888916E-2,4.005432129E-3
5.353696753E1,-9.078979492E-3,-3.070831299E-2,8.010864258E-4
5.354200293E1,-6.942749023E-3,-2.002716064E-2,-1.335144043E-3
5.354700781E1,-6.942749023E-3,-1.041412354E-2,-3.471374512E-3
5.355201270E1,-5.874633789E-3,-1.869201660E-3,-4.539489746E-3
5.355701758E1,-5.874633789E-3,1.335144043E-3,-3.471374512E-3
5.356202246E1,-4.806518555E-3,5.474090576E-3,-3.471374512E-3
5.356705786E1,-5.340576172E-4,3.337860107E-3,-1.335144043E-3
5.357206275E1,3.738403320E-3,2.403259277E-3,2.937316895E-3
5.357706763E1,9.078979492E-3,-1.869201660E-3,6.141662598E-3
5.358207251E1,1.762390137E-2,-2.937316895E-3,8.277893066E-3
5.358707739E1,2.082824707E-2,-2.937316895E-3,1.041412354E-2
5.359211280E1,2.616882324E-2,-4.005432129E-3,8.277893066E-3
5.359711768E1,2.923965454E-2,-1.869201660E-3,8.277893066E-3
5.360212256E1,2.723693848E-2,1.335144043E-3,7.209777832E-3
5.360712744E1,2.723693848E-2,2.670288086E-4,4.005432129E-3
5.361213233E1,2.403259277E-2,-5.073547363E-3,2.937316895E-3
5.361716773E1,1.869201660E-2,-1.041412354E-2,-1.335144043E-3
5.362217261E1,1.228332520E-2,-7.209777832E-3,-2.670288086E-4
5.362717749E1,3.738403320E-3,-7.209777832E-3,-2.670288086E-4
5.363218238E1,-1.602172852E-3,-1.041412354E-2,2.937316895E-3
5.363718726E1,-9.078979492E-3,-1.148223877E-2,2.937316895E-3
5.364222266E1,-1.441955566E-2,-1.255035400E-2,4.005432129E-3
5.364722754E1,-1.762390137E-2,-1.468658447E-2,4.005432129E-3
5.365223242E1,-1.869201660E-2,-1.148223877E-2,1.869201660E-3
5.365723731E1,-1.869201660E-2,-9.346008301E-3,2.937316895E-3
5.366224219E1,-1.655578613E-2,-6.141662598E-3,5.073547363E-3
5.366727759E1,-1.121520996E-2,-6.141662598E-3,2.937316895E-3
5.367228247E1,-8.010864258E-3,-6.141662598E-3,4.005432129E-3
5.367728736E1,-8.010864258E-3,-8.277893066E-3,5.073547363E-3
5.368229224E1,-1.602172852E-3,-5.073547363E-3,8.010864258E-4
5.368729712E1,2.670288086E-3,-1.869201660E-3,-2.670288086E-4
5.369233252E1,2.670288086E-3,-1.869201660E-3,-2.403259277E-3
5.369733740E1,2.670288086E-3,-4.005432129E-3,-6.675720215E-3
5.370234229E1,2.670288086E-3,-2.937316895E-3,-6.675720215E-3
5.370734717E1,2.670288086E-3,-6.141662598E-3,-4.539489746E-3
5.371235205E1,-1.602172852E-3,-8.277893066E-3,-4.539489746E-3
5.371738745E1,-2.670288086E-3,-1.041412354E-2,-3.471374512E-3
5.372239234E1,-6.942749023E-3,-1.895904541E-2,-2.403259277E-3
5.372739722E1,-5.874633789E-3,-2.109527588E-2,-2.403259277E-3
5.373240210E1,-5.874633789E-3,-1.789093018E-2,-2.670288086E-4
5.373740698E1,-5.340576172E-4,-1.682281494E-2,8.010864258E-4
5.374244238E1,-2.670288086E-3,-1.468658447E-2,8.010864258E-4
5.374744727E1,1.602172852E-3,-1.361846924E-2,1.869201660E-3
5.375245215E1,9.078979492E-3,-4.005432129E-3,8.010864258E-4
5.375745703E1,1.014709473E-2,2.403259277E-3,1.869201660E-3
5.376246192E1,1.441955566E-2,5.474090576E-3,-2.670288086E-4
5.376749732E1,1.655578613E-2,4.405975342E-3,1.869201660E-3
5.377250220E1,1.762390137E-2,5.474090576E-3,2.937316895E-3
5.377750708E1,1.976013184E-2,6.542205811E-3,-1.335144043E-3
5.378251197E1,1.976013184E-2,3.337860107E-3,-2.403259277E-3
5.378751685E1,1.869201660E-2,6.542205811E-3,-2.403259277E-3
5.379255225E1,2.082824707E-2,7.610321045E-3,-2.403259277E-3
5.379755713E1,1.655578613E-2,4.405975342E-3,-4.539489746E-3
5.380256201E1,1.441955566E-2,3.337860107E-3,-4.539489746E-3
5.380756690E1,1.228332520E-2,2.670288086E-4,-3.471374512E-3
5.381257178E1,1.121520996E-2,-4.005432129E-3,-3.471374512E-3
5.381760718E1,6.942749023E-3,-7.209777832E-3,-5.607604980E-3
5.382261206E1,5.874633789E-3,-1.041412354E-2,-2.403259277E-3
5.382761694E1,6.942749023E-3,-8.277893066E-3,-5.607604980E-3
5.383262183E1,6.942749023E-3,-6.141662598E-3,-5.607604980E-3
5.383762671E1,3.738403320E-3,-1.869201660E-3,-6.675720215E-3
5.384266211E1,1.602172852E-3,-8.010864258E-4,-5.607604980E-3
5.384766699E1,-5.340576172E-4,2.670288086E-4,-6.675720215E-3
5.385267188E1,-1.602172852E-3,-2.937316895E-3,-5.607604980E-3
5.385767676E1,-5.340576172E-4,-9.346008301E-3,-5.607604980E-3
5.386268164E1,-1.602172852E-3,-1.361846924E-2,-6.675720215E-3
5.386771704E1,-4.806518555E-3,-1.895904541E-2,-6.675720215E-3
5.387272193E1,-6.942749023E-3,-2.002716064E-2,-4.539489746E-3
5.387772681E1,-8.010864258E-3,-2.002716064E-2,-5.607604980E-3
5.388273169E1,-9.078979492E-3,-1.895904541E-2,-6.675720215E-3
5.388773657E1,-1.121520996E-2,-2.002716064E-2,-5.607604980E-3
5.389277197E1,-1.121520996E-2,-2.750396729E-2,-2.403259277E-3
5.389777686E1,-1.335144043E-2,-3.711700439E-2,-2.670288086E-4
5.390278174E1,-1.121520996E-2,-3.391265869E-2,-1.335144043E-3
5.390778662E1,-1.014709473E-2,-3.070831299E-2,-2.403259277E-3
5.391279151E1,-5.874633789E-3,-2.750396729E-2,-4.539489746E-3
5.391782691E1,-5.874633789E-3,-2.536773682E-2,-2.403259277E-3
5.392283179E1,-5.874633789E-3,-2.323150635E-2,-4.539489746E-3
5.392783667E1,-1.602172852E-3,-2.323150635E-2,-7.743835449E-3
5.393284155E1,1.602172852E-3,-2.109527588E-2,-8.811950684E-3
5.393784644E1,4.806518555E-3,-1.789093018E-2,-9.880065918E-3
5.394288184E1,4.806518555E-3,-1.789093018E-2,-1.295089722E-2
5.394788672E1,4.806518555E-3,-2.109527588E-2,-1.401901245E-2
5.395289160E1,8.010864258E-3,-1.575469971E-2,-1.722335815E-2
5.395789649E1,4.806518555E-3,-1.361846924E-2,-1.829147339E-2
5.396290137E1,2.670288086E-3,-1.255035400E-2,-2.042770386E-2
5.396793677E1,5.340576172E-4,-1.255035400E-2,-1.935958862E-2
5.397294165E1,-4.806518555E-3,-1.148223877E-2,-1.829147339E-2
5.397794654E1,-9.078979492E-3,-1.575469971E-2,-2.042770386E-2
5.398295142E1,-1.121520996E-2,-1.468658447E-2,-2.042770386E-2
5.398795630E1,-1.228332520E-2,-1.468658447E-2,-1.935958862E-2
5.399296118E1,-1.335144043E-2,-1.789093018E-2,-1.829147339E-2
5.399799658E1,-1.228332520E-2,-1.895904541E-2,-1.508712769E-2
5.400300147E1,-1.121520996E-2,-1.682281494E-2,-1.295089722E-2
5.400800635E1,-8.010864258E-3,-1.789093018E-2,-1.295089722E-2
5.401301123E1,-3.738403320E-3,-2.002716064E-2,-1.295089722E-2
5.401801612E1,1.602172852E-3,-2.536773682E-2,-1.295089722E-2
5.402305152E1,6.942749023E-3,-2.857208252E-2,-1.094818115E-2
5.402805640E1,8.010864258E-3,-2.429962158E-2,-9.880065918E-3
5.403306128E1,1.228332520E-2,-2.323150635E-2,-1.094818115E-2
5.403806616E1,1.548767090E-2,-2.002716064E-2,-1.201629639E-2
5.404307105E1,1.548767090E-2,-1.895904541E-2,-1.201629639E-2
5.404810645E1,1.228332520E-2,-1.895904541E-2,-1.295089722E-2
5.405311133E1,1.228332520E-2,-1.895904541E-2,-1.401901245E-2
5.405811621E1,9.078979492E-3,-1.682281494E-2,-1.295089722E-2
5.406312110E1,1.121520996E-2,-1.789093018E-2,-1.094818115E-2
5.406812598E1,6.942749023E-3,-1.789093018E-2,-1.094818115E-2
5.407316138E1,5.340576172E-4,-1.361846924E-2,-1.094818115E-2
5.407816626E1,-3.738403320E-3,-1.041412354E-2,-9.880065918E-3
5.408317114E1,-5.340576172E-4,-1.895904541E-2,-1.094818115E-2
5.408817603E1,8.010864258E-3,-3.070831299E-2,-6.675720215E-3
5.409318091E1,1.655578613E-2,-3.177642822E-2,-3.471374512E-3
5.409821631E1,2.510070801E-2,-2.857208252E-2,-2.403259277E-3
5.410322119E1,3.030776978E-2,-2.323150635E-2,8.010864258E-4
5.410822608E1,2.830505371E-2,-1.361846924E-2,5.073547363E-3
5.411323096E1,2.510070801E-2,1.335144043E-3,6.141662598E-3
5.411823584E1,2.296447754E-2,4.405975342E-3,-2.670288086E-4
5.412327124E1,1.335144043E-2,1.335144043E-3,-3.471374512E-3
5.412827613E1,5.874633789E-3,-2.937316895E-3,-6.675720215E-3
5.413328101E1,-5.340576172E-4,-1.041412354E-2,-8.811950684E-3
5.413828589E1,-8.010864258E-3,-2.323150635E-2,-9.880065918E-3
5.414329077E1,-1.548767090E-2,-3.284454346E-2,-1.295089722E-2
5.414832617E1,-1.655578613E-2,-4.138946533E-2,-1.295089722E-2
5.415333106E1,-1.441955566E-2,-4.980087280E-2,-1.295089722E-2
5.415833594E1,-9.078979492E-3,-5.300521851E-2,-1.401901245E-2
5.416334082E1,-2.670288086E-3,-4.980087280E-2,-1.201629639E-2
5.416834570E1,1.602172852E-3,-4.138946533E-2,-1.201629639E-2
5.417338111E1,4.806518555E-3,-3.604888916E-2,-1.295089722E-2
5.417838599E1,8.010864258E-3,-3.070831299E-2,-1.201629639E-2
5.418339087E1,1.014709473E-2,-2.536773682E-2,-9.880065918E-3
5.418839575E1,1.548767090E-2,-2.429962158E-2,-7.743835449E-3
5.419340064E1,1.655578613E-2,-2.109527588E-2,-4.539489746E-3
5.419843604E1,1.762390137E-2,-1.041412354E-2,-3.471374512E-3
5.420344092E1,1.655578613E-2,-8.277893066E-3,-1.335144043E-3
5.420844580E1,1.121520996E-2,-4.005432129E-3,-2.670288086E-4
5.421345069E1,8.010864258E-3,2.670288086E-4,8.010864258E-4
5.421845557E1,8.010864258E-3,-5.073547363E-3,1.869201660E-3
5.422349097E1,6.942749023E-3,-1.041412354E-2,2.937316895E-3
5.422849585E1,4.806518555E-3,-1.361846924E-2,2.937316895E-3
5.423350073E1,4.806518555E-3,-1.789093018E-2,2.937316895E-3
5.423850562E1,3.738403320E-3,-1.789093018E-2,2.937316895E-3
5.424351050E1,2.670288086E-3,-1.682281494E-2,8.010864258E-4
5.424854590E1,2.670288086E-3,-1.575469971E-2,8.010864258E-4
5.425355078E1,5.874633789E-3,-1.468658447E-2,8.010864258E-4
5.425855567E1,5.874633789E-3,-1.468658447E-2,-2.403259277E-3
5.426356055E1,5.874633789E-3,-1.468658447E-2,-2.403259277E-3
5.426856543E1,6.942749023E-3,-1.575469971E-2,-1.335144043E-3
5.427360083E1,9.078979492E-3,-1.575469971E-2,-2.670288086E-4
5.427860572E1,1.121520996E-2,-1.682281494E-2,-2.670288086E-4
5.428361060E1,1.014709473E-2,-2.216339111E-2,1.869201660E-3
5.428861548E1,9.078979492E-3,-2.323150635E-2,2.937316895E-3
5.429362036E1,1.014709473E-2,-2.002716064E-2,1.869201660E-3
5.429865576E1,1.121520996E-2,-2.216339111E-2,2.937316895E-3
5.430366065E1,8.010864258E-3,-1.895904541E-2,5.073547363E-3
5.430866553E1,6.942749023E-3,-1.255035400E-2,4.005432129E-3
5.431367041E1,8.010864258E-3,-7.209777832E-3,1.869201660E-3
5.431867530E1,6.942749023E-3,-2.937316895E-3,8.010864258E-4
5.432371070E1,4.806518555E-3,-1.869201660E-3,-2.670288086E-4
5.432871558E1,6.942749023E-3,4.405975342E-3,-1.335144043E-3
5.433372046E1,5.874633789E-3,3.337860107E-3,-2.670288086E-4
5.433872534E1,8.010864258E-3,6.542205811E-3,-1.335144043E-3
5.434373023E1,1.014709473E-2,7.610321045E-3,-2.403259277E-3
5.434876563E1,1.335144043E-2,6.542205811E-3,-4.539489746E-3
5.435377051E1,1.441955566E-2,4.405975342E-3,-4.539489746E-3
5.435877539E1,1.335144043E-2,6.542205811E-3,-4.539489746E-3
5.436378028E1,1.014709473E-2,6.542205811E-3,-1.335144043E-3
5.436878516E1,8.010864258E-3,2.403259277E-3,-1.335144043E-3
5.437382056E1,8.010864258E-3,-2.937316895E-3,-1.335144043E-3
5.437882544E1,8.010864258E-3,-2.937316895E-3,-2.670288086E-4
5.438383032E1,8.010864258E-3,-2.937316895E-3,8.010864258E-4
5.438883521E1,8.010864258E-3,-2.937316895E-3,2.937316895E-3
5.439384009E1,1.121520996E-2,-4.005432129E-3,1.869201660E-3
5.439887549E1,1.228332520E-2,-1.041412354E-2,6.141662598E-3
5.440388037E1,1.335144043E-2,-1.575469971E-2,9.346008301E-3
5.440888526E1,1.441955566E-2,-1.895904541E-2,1.041412354E-2
5.441389014E1,1.335144043E-2,-2.216339111E-2,1.468658447E-2
5.441889502E1,1.762390137E-2,-1.789093018E-2,1.468658447E-2
5.442393042E1,2.296447754E-2,-1.468658447E-2,8.277893066E-3
5.442893530E1,2.189636230E-2,-1.575469971E-2,6.141662598E-3
5.443394019E1,1.762390137E-2,-1.041412354E-2,2.937316895E-3
5.443894507E1,1.762390137E-2,-7.209777832E-3,4.005432129E-3
5.444394995E1,1.335144043E-2,-7.209777832E-3,4.005432129E-3
5.444898535E1,1.121520996E-2,-7.209777832E-3,2.937316895E-3
5.445399024E1,5.874633789E-3,-8.277893066E-3,8.010864258E-4
5.445899512E1,2.670288086E-3,-4.005432129E-3,-1.335144043E-3
5.446400000E1,-4.806518555E-3,-5.073547363E-3,-1.335144043E-3
5.446900488E1,-1.014709473E-2,2.670288086E-4,-1.335144043E-3
5.447404028E1,-9.078979492E-3,3.337860107E-3,-1.335144043E-3
5.447904517E1,-8.010864258E-3,2.403259277E-3,-2.670288086E-4
