"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.508676909E2,2.971479416E0,1.022574615E1,1.735034943E0
1.508727263E2,2.681907654E0,1.040152550E1,1.534999847E0
1.508777312E2,2.403116226E0,1.054286766E1,1.172361374E0
1.508827361E2,2.523796082E0,1.043266869E1,8.261928558E-1
1.508877410E2,2.886734009E0,1.024131775E1,6.001052856E-1
1.508927458E2,3.074491501E0,9.867898941E0,6.276550293E-1
1.508977507E2,3.364362717E0,9.586412430E0,5.114669800E-1
1.509027861E2,3.500614166E0,9.491785049E0,2.506427765E-1
1.509077910E2,3.379934311E0,9.380687714E0,1.946449280E-2
1.509127959E2,3.298482895E0,9.112377167E0,-1.170864105E-1
1.509178008E2,3.407484055E0,8.939891815E0,-9.552574158E-2
1.509228057E2,3.492229462E0,8.897968292E0,1.706886292E-2
1.509278411E2,3.360769272E0,8.869520187E0,2.790908813E-1
1.509328459E2,3.338010788E0,8.939891815E0,4.755325317E-1
1.509378508E2,3.209844589E0,9.035717010E0,6.360397339E-1
1.509428557E2,3.031370163E0,9.141124725E0,7.567195892E-1
1.509478606E2,2.831634521E0,9.253719330E0,8.465557098E-1
1.509528960E2,2.511817932E0,9.289653778E0,9.304027557E-1
1.509579009E2,2.288125992E0,9.265697479E0,1.171163559E0
1.509629058E2,2.152772903E0,9.186641693E0,1.403240204E0
1.509679106E2,2.201883316E0,9.175861359E0,1.599681854E0
1.509729155E2,2.260576248E0,9.217784882E0,1.753002167E0
1.509779204E2,2.159959793E0,9.445070267E0,1.865297318E0
1.509829558E2,2.011430740E0,9.842744827E0,1.951539993E0
1.509879607E2,2.034189224E0,1.034792328E1,1.953935623E0
1.509929656E2,2.108453751E0,1.087466240E1,1.988672256E0
1.509979705E2,2.181520462E0,1.129359818E1,1.975496292E0
1.510029753E2,2.472290039E0,1.156759834E1,1.918001175E0
1.510080107E2,2.960699081E0,1.166102791E1,1.727848053E0
1.510130156E2,3.449407578E0,1.145739937E1,1.508647919E0
1.510180205E2,3.874332428E0,1.107799149E1,1.379283905E0
1.510230254E2,4.086046219E0,1.061593437E1,1.275074005E0
1.510280303E2,4.263322830E0,1.030599976E1,1.185537338E0
1.510330657E2,4.361543655E0,1.010117340E1,1.262197495E0
1.510380706E2,4.522949219E0,1.006763458E1,1.360118866E0
1.510430754E2,4.861930847E0,1.013111877E1,1.411624908E0
1.510480803E2,5.053281784E0,1.003529358E1,1.356525421E0
1.510530852E2,4.912239075E0,9.652292252E0,1.220273972E0
1.510580901E2,4.392686844E0,9.032123566E0,1.113668442E0
1.510631255E2,3.918651581E0,8.453878403E0,9.735240936E-1
1.510681304E2,3.750957489E0,8.110404968E0,8.705120087E-1
1.510731353E2,3.807254791E0,7.905578613E0,7.914562225E-1
1.510781401E2,3.953388214E0,7.742975235E0,6.408309937E-1
1.510831450E2,4.082452774E0,7.651941299E0,4.982910156E-1
1.510881804E2,4.105211258E0,7.621995926E0,2.862777710E-1
1.510931853E2,4.042924881E0,7.592050552E0,1.272678375E-1
1.510981902E2,4.027353287E0,7.564500809E0,-6.797599792E-2
1.511031951E2,3.875530243E0,7.433938980E0,-2.509422302E-1
1.511082000E2,3.673099518E0,7.272533417E0,-3.587455750E-1
1.511132354E2,3.514987946E0,7.106037140E0,-3.335914612E-1
1.511182402E2,3.226613998E0,6.890430450E0,-3.252067566E-1
1.511232451E2,3.022985458E0,6.857191086E0,-3.024482727E-1
1.511282500E2,2.988248825E0,6.925167084E0,-8.234977722E-2
1.511332549E2,2.787315369E0,6.958705902E0,9.372901917E-2
1.511382598E2,2.463006973E0,7.022190094E0,2.623214722E-1
1.511432952E2,2.203081131E0,7.179103851E0,4.479827881E-1
1.511483000E2,1.970705032E0,7.353984833E0,5.677642822E-1
1.511533049E2,1.848827362E0,7.485445023E0,6.456222534E-1
1.511583098E2,1.627231598E0,7.455499649E0,6.899414062E-1
1.511633147E2,1.449954987E0,7.332424164E0,6.899414062E-1
1.511683501E2,1.458339691E0,7.149158478E0,5.605773926E-1
1.511733550E2,1.477504730E0,6.921573639E0,3.976745605E-1
1.511783599E2,1.646396637E0,6.824850082E0,3.030471802E-1
1.511833647E2,1.766178131E0,6.709859848E0,2.302799225E-1
1.511883696E2,1.900333405E0,6.641584396E0,2.194995880E-1
1.511934050E2,1.947048187E0,6.596067429E0,1.380481720E-1
1.511984099E2,1.950641632E0,6.591276169E0,-6.558036804E-2
1.512034148E2,1.999452591E0,6.557737350E0,-3.276023865E-1
1.512084197E2,2.001848221E0,6.598463058E0,-5.252418518E-1
1.512134246E2,1.998254776E0,6.744596481E0,-7.061119080E-1
1.512184294E2,2.058145523E0,7.010211945E0,-8.723087311E-1
1.512234648E2,2.097673416E0,7.396806717E0,-9.908924103E-1
1.512284697E2,2.294115067E0,7.884317398E0,-1.166971207E0
1.512334746E2,2.598060608E0,8.434713364E0,-1.235246658E0
1.512384795E2,2.928657532E0,8.978221893E0,-1.300827026E0
1.512434844E2,3.378736496E0,9.465433121E0,-1.402641296E0
1.512485198E2,3.913860321E0,9.896646500E0,-1.515235901E0
1.512535247E2,4.441797256E0,1.015507507E1,-1.545181274E0
1.512585295E2,4.926612854E0,1.033953857E1,-1.646995544E0
1.512635344E2,5.375494003E0,1.038385773E1,-1.618247986E0
1.512685393E2,5.975000381E0,1.039673424E1,-1.717666626E0
1.512735747E2,6.495750427E0,1.035271454E1,-1.920995712E0
1.512785796E2,6.965293884E0,1.023173523E1,-2.138998032E0
1.512835845E2,7.336317062E0,1.012273407E1,-2.401020050E0
1.512885894E2,7.446516037E0,1.004367828E1,-2.846307755E0
1.512935942E2,7.398603439E0,9.892753601E0,-3.304771423E0
1.512985991E2,7.051237106E0,9.534906387E0,-3.702445984E0
1.513036345E2,6.517311096E0,9.088420868E0,-4.080656052E0
1.513086394E2,5.958530426E0,8.761716843E0,-4.409755707E0
1.513136443E2,5.427000046E0,8.493406296E0,-4.688846588E0
1.513186492E2,4.940986633E0,8.402372360E0,-4.884988785E0
1.513236541E2,4.242959976E0,8.468252182E0,-4.862230301E0
1.513286895E2,3.376340866E0,8.674276352E0,-4.682857513E0
1.513336943E2,2.689094543E0,9.002178192E0,-4.437305450E0
1.513386992E2,2.165948868E0,9.397457123E0,-4.262424469E0
1.513437041E2,1.854816437E0,9.708589554E0,-4.121381760E0
1.513487090E2,1.711078644E0,9.745721817E0,-3.969259262E0
1.513537139E2,1.709880829E0,9.453454971E0,-3.706039429E0
1.513587493E2,1.866794586E0,9.083629608E0,-3.467674255E0
1.513637541E2,2.138399124E0,8.683858871E0,-3.113420486E0
1.513687590E2,2.483070374E0,8.351165771E0,-2.780427933E0
1.513737639E2,2.853195190E0,8.176284790E0,-2.471691132E0
1.513787688E2,3.159536362E0,8.028953552E0,-2.128217697E0
1.513838042E2,3.403890610E0,8.006195068E0,-1.875478745E0
1.513888091E2,3.656330109E0,8.009788513E0,-1.642204285E0
1.513938140E2,3.966564178E0,8.002601624E0,-1.312805176E0
1.513988188E2,4.153123856E0,7.954689026E0,-1.236444473E0
1.514038237E2,4.251344681E0,7.874734879E0,-1.154993057E0
1.514088591E2,4.371126175E0,7.843591690E0,-1.101091385E0
1.514138640E2,4.444192886E0,7.863954544E0,-9.872989655E-1
1.514188689E2,4.641532898E0,7.881921768E0,-8.986606598E-1
1.514238738E2,4.877502441E0,7.937919617E0,-9.190235138E-1
1.514288787E2,5.249723434E0,8.008590698E0,-9.094409943E-1
1.514338835E2,5.487789154E0,7.982238770E0,-9.693317413E-1
1.514388884E2,5.889057159E0,8.044525146E0,-1.095102310E0
1.514438933E2,6.276849747E0,8.116394043E0,-1.299629211E0
1.514489287E2,6.590377808E0,8.099624634E0,-1.656578064E0
1.514539336E2,6.798797607E0,7.963073730E0,-2.070722580E0
1.514589385E2,7.006917953E0,7.775316238E0,-2.472888947E0
1.514639739E2,7.246480942E0,7.522577286E0,-2.887033463E0
1.514689788E2,7.248876572E0,7.174312592E0,-3.264045715E0
1.514739836E2,7.094358444E0,6.764959335E0,-3.533554077E0
1.514789885E2,6.784423828E0,6.335243225E0,-3.831510544E0
1.514839934E2,6.538871765E0,6.059745789E0,-4.002798080E0
1.514890288E2,6.142694473E0,5.939964294E0,-4.112997055E0
1.514940337E2,5.933376312E0,6.065734863E0,-4.196844101E0
1.514990386E2,5.758495331E0,6.764959335E0,-4.192052841E0
1.515040435E2,4.815216064E0,7.472269058E0,-3.883016586E0
1.515090483E2,3.658725739E0,7.875932693E0,-3.594642639E0
1.515140837E2,2.853195190E0,8.240966797E0,-3.365859985E0
1.515190886E2,2.197092056E0,8.354759216E0,-3.069101334E0
1.515240935E2,1.877574921E0,8.465856552E0,-2.798395157E0
1.515290984E2,1.593692780E0,8.626363754E0,-2.469295502E0
1.515341033E2,1.445163727E0,8.846761703E0,-2.150976181E0
1.515391082E2,1.300527573E0,9.053684235E0,-1.851522446E0
1.515441436E2,1.252614975E0,9.337566376E0,-1.648193359E0
1.515491484E2,1.457141876E0,9.697809219E0,-1.390663147E0
1.515541533E2,1.699100494E0,1.013591003E1,-1.153795242E0
1.515591582E2,1.989870071E0,1.065666008E1,-9.393863678E-1
1.515641936E2,2.243806839E0,1.112231064E1,-7.824726105E-1
1.515691985E2,2.539367676E0,1.148494911E1,-5.707588196E-1
1.515742034E2,2.620819092E0,1.143943214E1,-1.961421967E-1
1.515792083E2,2.624412537E0,1.094623184E1,2.123126984E-1
1.515842131E2,3.016996384E0,1.034313202E1,5.833358765E-1
1.515892180E2,3.618000031E0,9.851129532E0,7.734889984E-1
1.515942534E2,4.203432083E0,9.351940155E0,8.908748627E-1
1.515992583E2,4.587631226E0,8.992595673E0,1.099294662E0
1.516042632E2,4.834381104E0,8.734167099E0,1.333766937E0
1.516092681E2,5.023336411E0,8.640737534E0,1.579319000E0
1.516142729E2,5.096403122E0,8.548505783E0,1.798219681E0
1.516192778E2,5.150304794E0,8.644330978E0,1.925188065E0
1.516243132E2,5.158689499E0,8.782079697E0,2.019815445E0
1.516293181E2,5.016149521E0,8.900363922E0,2.038980484E0
1.516343230E2,4.835578918E0,8.989002228E0,1.976694107E0
1.516393279E2,4.451379776E0,8.800046921E0,1.776659012E0
1.516443328E2,4.015375137E0,8.492208481E0,1.627231598E0
1.516493682E2,3.510196686E0,8.140350342E0,1.409229279E0
1.516543730E2,3.022985458E0,7.802865982E0,1.214284897E0
1.516593779E2,2.788513184E0,7.564500809E0,1.157987595E0
1.516643828E2,2.725028992E0,7.526170731E0,1.287052155E0
1.516693877E2,2.783721924E0,7.725008011E0,1.520626068E0
1.516743926E2,2.969083786E0,8.055305481E0,1.828165054E0
1.516794280E2,3.147558212E0,8.427526474E0,1.940759659E0
1.516844329E2,3.256559372E0,8.798849106E0,1.910814285E0
1.516894377E2,3.312856674E0,9.048892975E0,1.731441498E0
1.516944426E2,3.390714645E0,9.217784882E0,1.451152802E0
1.516994475E2,3.449407578E0,9.317203522E0,1.148405075E0
1.517044829E2,3.451803207E0,9.351940155E0,8.333797455E-1
1.517094878E2,3.391912460E0,9.366313934E0,5.485992432E-1
1.517144927E2,3.405088425E0,9.402248383E0,3.473663330E-1
1.517194976E2,3.475460052E0,9.371105194E0,1.763782501E-1
1.517245024E2,3.639560699E0,9.319599152E0,4.581642151E-2
1.517295378E2,3.709033966E0,9.202213287E0,6.977272034E-2
1.517345427E2,3.780902863E0,8.994991302E0,1.428394318E-1
1.517395476E2,3.715023041E0,8.724584579E0,2.278842926E-1
1.517445525E2,3.568889618E0,8.399976730E0,4.276199341E-1
1.517495574E2,3.355978012E0,8.052909851E0,6.336441040E-1
1.517545623E2,3.268537521E0,7.727403641E0,7.794780731E-1
1.517595977E2,3.361967087E0,7.546533585E0,9.914913177E-1
1.517646025E2,3.656330109E0,7.598039627E0,1.228658676E0
1.517696074E2,4.070474625E0,7.871141434E0,1.357723236E0
1.517746123E2,4.445390701E0,8.291275024E0,1.420009613E0
1.517796172E2,4.812820435E0,8.818014145E0,1.439174652E0
1.517846526E2,5.175458908E0,9.245334625E0,1.295436859E0
1.517896575E2,5.218580246E0,9.476213455E0,1.113668442E0
1.517946624E2,4.907447815E0,9.455850601E0,8.309841156E-1
1.517996672E2,4.489410400E0,9.086025238E0,5.258407593E-1
1.518046721E2,4.081254959E0,8.465856552E0,2.778930664E-1
1.518097075E2,3.756946564E0,7.855569839E0,4.701423645E-2
1.518147124E2,3.510196686E0,7.265346527E0,-1.997356415E-1
1.518197173E2,3.427846909E0,6.871564865E0,-3.587455750E-1
1.518247222E2,3.424253464E0,6.715848923E0,-5.515937805E-1
1.518297270E2,3.507801056E0,6.863180161E0,-6.689796448E-1
1.518347319E2,3.602428436E0,7.261753082E0,-7.549228668E-1
1.518397673E2,3.655132294E0,7.983436584E0,-8.124179840E-1
1.518447722E2,3.825222015E0,8.744947433E0,-8.351764679E-1
1.518497771E2,4.006990433E0,9.375896454E0,-8.231983185E-1
1.518547820E2,4.120782852E0,9.821184158E0,-8.423633575E-1
1.518598174E2,4.127969742E0,1.003050232E1,-9.202213287E-1
1.518648223E2,4.032144547E0,1.009877777E1,-9.441776276E-1
1.518698271E2,4.045320511E0,1.006883240E1,-1.051980972E0
1.518748320E2,4.113595963E0,9.939468384E0,-1.036409378E0
1.518798369E2,4.098024368E0,9.667863846E0,-1.028024673E0
1.518848418E2,4.040529251E0,9.386676788E0,-9.298038483E-1
1.518898772E2,4.125574112E0,9.163883209E0,-8.878803253E-1
1.518948821E2,4.185464859E0,8.936298370E0,-7.564201355E-1
1.518998870E2,4.133958817E0,8.796453476E0,-6.605949402E-1
1.519048918E2,4.113595963E0,8.692243576E0,-5.863304138E-1
1.519098967E2,4.124376297E0,8.607198715E0,-5.432090759E-1
1.519149016E2,4.203432083E0,8.568868637E0,-5.851325989E-1
1.519199370E2,4.266916275E0,8.482625961E0,-5.563850403E-1
1.519249419E2,4.319620132E0,8.409559250E0,-5.803413391E-1
1.519299468E2,4.308839798E0,8.397581100E0,-6.450233459E-1
1.519349517E2,4.239366531E0,8.321220398E0,-6.198692322E-1
1.519399565E2,4.246553421E0,8.251747131E0,-6.653862000E-1
1.519449919E2,4.350763321E0,8.201438904E0,-6.581993103E-1
1.519499968E2,4.348367691E0,8.145141602E0,-6.737709045E-1
1.519550017E2,4.268114090E0,8.106811523E0,-6.474189758E-1
1.519600066E2,4.186662674E0,8.098426819E0,-5.288352966E-1
1.519650115E2,4.094430923E0,8.206230164E0,-4.593620300E-1
1.519700469E2,3.937816620E0,8.353561401E0,-3.479652405E-1
1.519750518E2,3.741374969E0,8.542516708E0,-1.733837128E-1
1.519800566E2,3.644351959E0,8.843168259E0,-5.120658875E-2
1.519850615E2,3.577274323E0,9.163883209E0,3.503608704E-2
1.519900664E2,3.629978180E0,9.418718338E0,5.779457092E-2
1.519950713E2,3.661121368E0,9.610368729E0,4.581642151E-2
1.520001067E2,3.677890778E0,9.682237625E0,8.684158325E-3
1.520051116E2,3.646747589E0,9.635522842E0,-1.374492645E-1
1.520101165E2,3.638362885E0,9.443872452E0,-3.335914612E-1
1.520151213E2,3.697055817E0,9.208202362E0,-5.935173035E-1
1.520201262E2,3.737781525E0,8.901561737E0,-7.692966461E-1
1.520251616E2,3.803661346E0,8.641935349E0,-9.813098907E-1
1.520301665E2,3.834804535E0,8.383506775E0,-1.098695755E0
1.520351714E2,3.850376129E0,8.182273865E0,-1.171762466E0
1.520401763E2,3.936618805E0,8.021766663E0,-1.251716614E0
1.520451812E2,4.056100845E0,7.910369873E0,-1.318794250E0
1.520502166E2,4.093233109E0,7.805261612E0,-1.319992065E0
1.520552214E2,4.199838638E0,7.933128357E0,-1.266090393E0
1.520602263E2,4.373521805E0,8.244560242E0,-1.263694763E0
1.520652312E2,4.514564514E0,8.626363754E0,-1.251716614E0
1.520702361E2,4.557685852E0,8.955463409E0,-1.231653214E0
1.520752410E2,4.545707703E0,9.253719330E0,-1.186136246E0
1.520802458E2,4.509773254E0,9.490587234E0,-1.206499100E0
1.520852507E2,4.471443176E0,9.599588394E0,-1.216081619E0
1.520902861E2,4.338785172E0,9.538499832E0,-1.244529724E0
1.520952910E2,4.172288895E0,9.348346710E0,-1.251716614E0
1.521002959E2,4.075265884E0,9.077640533E0,-1.285255432E0
1.521053313E2,4.070474625E0,8.869520187E0,-1.253213882E0
1.521103362E2,4.106409073E0,8.658704758E0,-1.171762466E0
1.521153411E2,4.224992752E0,8.457471848E0,-1.090311050E0
1.521203459E2,4.341180801E0,8.303253174E0,-9.789142609E-1
1.521253508E2,4.450181961E0,8.169097900E0,-7.812747955E-1
1.521303862E2,4.580444336E0,8.130767822E0,-6.366386414E-1
1.521353911E2,4.612785339E0,8.090042114E0,-6.066932678E-1
1.521403960E2,4.721786499E0,8.158317566E0,-5.947151184E-1
1.521454009E2,4.849952698E0,8.190658569E0,-6.007041931E-1
1.521504058E2,4.902656555E0,8.302055359E0,-6.354408264E-1
1.521554106E2,4.895469666E0,8.491010666E0,-5.695610046E-1
1.521604460E2,4.754127502E0,8.645528793E0,-4.940986633E-1
1.521654509E2,4.767303467E0,8.897968292E0,-5.264396667E-1
1.521704558E2,4.779281616E0,9.053684235E0,-5.276374817E-1
1.521754607E2,4.769699097E0,9.106388092E0,-5.000877380E-1
1.521804656E2,4.730171204E0,9.099201202E0,-4.533729553E-1
1.521855010E2,4.643928528E0,9.100399017E0,-3.850975037E-1
1.521905059E2,4.551696777E0,9.159091949E0,-3.455696106E-1
1.521955107E2,4.477432251E0,9.166278839E0,-4.641532898E-1
1.522005156E2,4.464256287E0,9.123157501E0,-4.964942932E-1
1.522055205E2,4.386697769E0,8.967441559E0,-5.156593323E-1
1.522105559E2,4.307641983E0,8.859937668E0,-5.360221863E-1
1.522155608E2,4.398675919E0,8.919528961E0,-4.749336243E-1
1.522205657E2,4.475036621E0,9.016551971E0,-3.767127991E-1
1.522255706E2,4.542114258E0,9.098003387E0,-3.767127991E-1
1.522305754E2,4.493003845E0,9.130344391E0,-3.683280945E-1
1.522355803E2,4.277696609E0,9.000980377E0,-2.665138245E-1
1.522406157E2,4.233377457E0,8.963848114E0,-7.636070251E-2
1.522456206E2,4.311235428E0,9.040508270E0,1.632022858E-1
1.522506255E2,4.234575272E0,8.986606598E0,3.557510376E-1
1.522556304E2,4.199838638E0,8.804838181E0,3.856964111E-1
1.522606353E2,4.256135941E0,8.622770309E0,4.395980835E-1
1.522656707E2,4.271707535E0,8.360748291E0,4.994888306E-1
1.522706755E2,4.092035294E0,8.000205994E0,6.456222534E-1
1.522756804E2,3.898288727E0,7.705842972E0,6.240615845E-1
1.522806853E2,3.703044891E0,7.456697464E0,6.564025879E-1
1.522856902E2,3.572483063E0,7.298885345E0,6.025009155E-1
1.522907256E2,3.412275314E0,7.170719147E0,4.719390869E-1
1.522957305E2,3.221822739E0,7.046146393E0,3.737182617E-1
1.523007354E2,3.202657700E0,7.104839325E0,3.317947388E-1
1.523057402E2,3.250570297E0,7.187488556E0,2.790908813E-1
1.523107451E2,3.481449127E0,7.487840652E0,2.898712158E-1
1.523157500E2,3.681484222E0,7.788492203E0,3.018493652E-1
1.523207854E2,3.861156464E0,7.977447510E0,3.246078491E-1
1.523257903E2,4.202234268E0,8.021766663E0,3.581466675E-1
1.523307952E2,4.404664993E0,7.873537064E0,4.324111938E-1
1.523358000E2,4.521751404E0,7.772920609E0,6.096878052E-1
1.523408049E2,4.451379776E0,7.787294388E0,7.615108490E-1
1.523458403E2,4.184267044E0,7.778909683E0,8.585338593E-1
1.523508452E2,4.005792618E0,7.747766495E0,9.268093109E-1
1.523558501E2,3.853969574E0,7.776514053E0,8.501491547E-1
1.523608550E2,3.715023041E0,7.757349014E0,7.543239594E-1
1.523658599E2,3.603626251E0,7.780107498E0,7.210845947E-1
1.523708953E2,3.468273163E0,7.867547989E0,6.779632568E-1
1.523759001E2,3.432638168E0,8.031349182E0,5.797424316E-1
1.523809050E2,3.475460052E0,8.288879395E0,4.695434570E-1
1.523859099E2,3.540142059E0,8.590429306E0,3.377838135E-1
1.523909148E2,3.548526764E0,8.858739853E0,2.398624420E-1
1.523959197E2,3.481449127E0,9.096805573E0,2.087192535E-1
1.524009551E2,3.363164902E0,9.247730255E0,1.727848053E-1
1.524059600E2,3.312856674E0,9.355533600E0,9.253120422E-2
1.524109648E2,3.357175827E0,9.387874603E0,-1.646995544E-2
1.524159697E2,3.540142059E0,9.350742340E0,-1.170864105E-1
1.524209746E2,3.671901703E0,9.112377167E0,-2.141094208E-1
1.524260100E2,3.646747589E0,8.890781403E0,-3.539543152E-1
1.524310149E2,3.710231781E0,8.699430466E0,-3.347892761E-1
1.524360198E2,3.841991425E0,8.578451157E0,-3.012504578E-1
1.524410247E2,3.924640656E0,8.544912338E0,-1.841640472E-1
1.524460295E2,4.081254959E0,8.640737534E0,-1.122951508E-1
1.524510649E2,4.203432083E0,8.768903732E0,-1.134929657E-1
1.524560698E2,4.254938126E0,8.887487411E0,-3.803062439E-2
1.524610747E2,4.160310745E0,8.877904892E0,3.264045715E-2
1.524660796E2,3.996210098E0,8.930309296E0,7.216835022E-2
1.524710845E2,3.909069061E0,9.006969452E0,1.596088409E-1
1.524760894E2,3.749759674E0,9.086025238E0,3.246078491E-1
1.524811248E2,3.664714813E0,9.112377167E0,4.324111938E-1
1.524861296E2,3.674297333E0,9.051288605E0,5.402145386E-1
1.524911345E2,3.871936798E0,8.978221893E0,6.432266235E-1
1.524961394E2,4.017770767E0,8.948276520E0,6.743698120E-1
1.525011443E2,4.027353287E0,8.887487411E0,6.192703247E-1
1.525061797E2,4.009386063E0,8.749738693E0,6.420288086E-1
1.525111846E2,4.021364212E0,8.554494858E0,5.342254639E-1
1.525161895E2,4.039331436E0,8.340385437E0,4.204330444E-1
1.525211943E2,4.077661514E0,8.143943787E0,2.910690308E-1
1.525261992E2,4.088441849E0,7.990623474E0,2.398624420E-1
1.525312346E2,4.124376297E0,7.882820129E0,1.799716949E-1
1.525362395E2,4.153123856E0,7.691469193E0,1.356525421E-1
1.525412444E2,3.997407913E0,7.534555435E0,6.019020081E-2
1.525462493E2,3.675495148E0,7.336017609E0,1.107978821E-2
1.525512541E2,3.323637009E0,7.085674286E0,-9.432792664E-2
1.525562590E2,3.032567978E0,6.989849091E0,-6.438255310E-2
1.525612944E2,2.806480408E0,7.025783539E0,-1.527214050E-2
1.525662993E2,2.672325134E0,7.353984833E0,8.294868469E-2
1.525713042E2,2.639984131E0,7.940315247E0,2.434558868E-1
1.525763091E2,2.798095703E0,8.616781235E0,3.677291870E-1
1.525813140E2,3.207448959E0,9.412729263E0,5.773468018E-1
1.525863494E2,3.770122528E0,1.025090027E1,6.755676270E-1
1.525913542E2,4.513366699E0,1.111512375E1,7.282714844E-1
1.525963591E2,5.288053513E0,1.184070015E1,6.935348511E-1
1.526013640E2,5.952541351E0,1.226802063E1,5.893249512E-1
1.526063689E2,6.439752579E0,1.228359222E1,3.713226318E-1
1.526114043E2,6.657455444E0,1.178200722E1,2.784919739E-2
1.526164092E2,6.686203003E0,1.085669518E1,-3.994712830E-1
1.526214141E2,6.728126526E0,9.676248550E0,-7.776813507E-1
1.526264189E2,6.685005188E0,8.586835861E0,-9.453754425E-1
1.526314238E2,6.469398499E0,7.763338089E0,-1.041200638E0
1.526364287E2,6.171442032E0,7.343204498E0,-1.074739456E0
1.526414641E2,5.778858185E0,7.107234955E0,-1.011255264E0
1.526464690E2,5.474613190E0,7.058124542E0,-7.609119415E-1
1.526514739E2,5.086820602E0,7.272533417E0,-3.587455750E-1
1.526564788E2,4.465753555E0,7.680688858E0,5.539894104E-2
1.526614836E2,3.893497467E0,8.082855225E0,3.545532227E-1
1.526665190E2,3.497020721E0,8.409559250E0,5.090713501E-1
1.526715239E2,3.327230453E0,8.595220566E0,5.977096558E-1
1.526765288E2,3.256559372E0,8.626363754E0,6.803588867E-1
1.526815337E2,3.354780197E0,8.621572495E0,7.270736694E-1
1.526865386E2,3.494625092E0,8.688650131E0,7.222824097E-1
1.526915435E2,3.531757355E0,8.761716843E0,8.477535248E-1
1.526965789E2,3.485042572E0,8.692243576E0,9.292049408E-1
1.527015837E2,3.464679718E0,8.626363754E0,9.124355316E-1
1.527065886E2,3.401494980E0,8.586835861E0,9.268093109E-1
1.527115935E2,3.339208603E0,8.458669662E0,1.033414841E0
1.527165984E2,3.310461044E0,8.329605103E0,1.187932968E0
1.527216033E2,3.354780197E0,8.401174545E0,1.375690460E0
1.527266082E2,3.409879684E0,8.535329819E0,1.576923370E0
1.527316436E2,3.455097198E0,8.582044601E0,1.748210907E0
1.527366484E2,3.578472137E0,8.578451157E0,1.782648087E0
1.527416533E2,3.710231781E0,8.608396530E0,1.843736649E0
1.527466887E2,3.889904022E0,8.495801926E0,1.806604385E0
1.527516936E2,4.166299820E0,8.336791992E0,1.838945389E0
1.527566985E2,4.337587357E0,8.359550476E0,1.809000015E0
1.527617034E2,4.357950211E0,8.446691513E0,1.629627228E0
1.527667083E2,4.326807022E0,8.550901413E0,1.440372467E0
1.527717437E2,4.177080154E0,8.701826096E0,1.199911118E0
1.527767485E2,4.042924881E0,8.868322372E0,9.196224213E-1
1.527817534E2,3.949794769E0,9.032123566E0,7.950496674E-1
1.527867583E2,3.861156464E0,9.226169586E0,6.576004028E-1
1.527917632E2,3.815639496E0,9.393564224E0,5.414123535E-1
1.527967681E2,3.816837311E0,9.506158829E0,4.755325317E-1
1.528018035E2,3.797672272E0,9.530115128E0,4.048614502E-1
1.528068083E2,3.718616486E0,9.386676788E0,3.066406250E-1
1.528118132E2,3.625186920E0,9.083629608E0,3.174209595E-1
1.528168181E2,3.641956329E0,8.868322372E0,3.162231445E-1
1.528218230E2,3.550922394E0,8.735364914E0,3.485641479E-1
1.528268584E2,3.387121201E0,8.688650131E0,4.431915283E-1
1.528318633E2,3.282911301E0,8.746145248E0,4.455871582E-1
1.528368682E2,3.354780197E0,8.890781403E0,4.180374146E-1
1.528418730E2,3.528163910E0,8.801244736E0,3.557510376E-1
1.528468779E2,3.767726898E0,8.655111313E0,2.575302124E-1
1.528518828E2,3.858760834E0,8.559286118E0,2.171039581E-1
1.528569182E2,3.904277802E0,8.474241257E0,1.476306915E-1
1.528619231E2,3.886310577E0,8.483823776E0,1.739826202E-1
1.528669280E2,3.734188080E0,8.495801926E0,1.392459869E-1
1.528719329E2,3.561702728E0,8.544912338E0,1.116962433E-1
1.528769377E2,3.390714645E0,8.704221725E0,1.224765778E-1
1.528819731E2,3.236196518E0,8.865926743E0,1.835651398E-1
1.528869780E2,3.075689316E0,9.112377167E0,2.623214722E-1
1.528919829E2,3.088865280E0,9.442674637E0,2.922668457E-1
1.528969878E2,3.140371323E0,9.658281326E0,3.090362549E-1
1.529019927E2,3.163129807E0,9.725358963E0,2.683105469E-1
1.529070281E2,3.189481735E0,9.722963333E0,2.039279938E-1
1.529120330E2,3.339208603E0,9.643907547E0,1.093006134E-1
1.529170378E2,3.546131134E0,9.486993790E0,-2.006340027E-2
1.529220427E2,3.806056976E0,9.384281158E0,-1.626033783E-1
1.529270476E2,4.015375137E0,9.282466888E0,-3.491630554E-1
1.529320525E2,4.121980667E0,9.154300690E0,-5.228462219E-1
1.529370879E2,4.198640823E0,9.048892975E0,-6.474189758E-1
1.529420928E2,4.319620132E0,8.906352997E0,-8.064289093E-1
1.529470977E2,4.489410400E0,8.806035995E0,-8.914737701E-1
1.529521025E2,4.639137268E0,8.744947433E0,-9.633426666E-1
1.529571074E2,4.709808350E0,8.699430466E0,-1.045991898E0
1.529621428E2,4.715797424E0,8.631155014E0,-1.099893570E0
1.529671477E2,4.591224670E0,8.471845627E0,-1.207696915E0
1.529721526E2,4.395082474E0,8.196647644E0,-1.335563660E0
