"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
7.625014629E0,2.264169693E0,5.097301483E0,2.802886963E-1
7.630019512E0,2.732215881E0,5.865999222E0,3.509597778E-1
7.635024395E0,3.409879684E0,6.875158310E0,6.192703247E-1
7.640029278E0,4.288476944E0,7.987030029E0,1.142416000E0
7.645064678E0,5.004171371E0,9.356731415E0,1.774263382E0
7.650069561E0,5.799221039E0,1.074170494E1,2.281837463E0
7.655074444E0,6.705368042E0,1.217219543E1,2.822950363E0
7.660079326E0,7.622295380E0,1.369731331E1,3.433536530E0
7.665084209E0,8.726081848E0,1.507030869E1,3.857263565E0
7.670089092E0,9.878978729E0,1.631423950E1,3.893198013E0
7.675124492E0,1.079351044E1,1.723236465E1,3.821329117E0
7.680129375E0,1.123999596E1,1.796003723E1,3.579669952E0
7.685134258E0,1.173080063E1,1.844125938E1,3.323337555E0
7.690139141E0,1.159664536E1,1.851073265E1,2.709457397E0
7.695174541E0,1.061264038E1,1.829302979E1,1.843736649E0
7.700179424E0,9.406141281E0,1.789805031E1,7.510299683E-1
7.705184307E0,8.037637711E0,1.712935257E1,-3.695259094E-1
7.710189190E0,7.432142258E0,1.642084503E1,-1.077135086E0
7.715194073E0,7.925342560E0,1.598963165E1,-1.494873047E0
7.720198955E0,8.511672974E0,1.562220192E1,-1.698501587E0
7.725234356E0,8.839874268E0,1.536976242E1,-1.646995544E0
7.730239239E0,8.779983521E0,1.505593491E1,-1.426597595E0
7.735244121E0,8.618278503E0,1.464179039E1,-1.110673904E0
7.740249004E0,8.472444534E0,1.417015076E1,-8.938694000E-1
7.745253887E0,8.246057510E0,1.355716896E1,-7.564201355E-1
7.750289287E0,8.132265091E0,1.298371506E1,-6.845512390E-1
7.755294170E0,7.974452972E0,1.240576935E1,-7.740879059E-1
7.760299053E0,7.598339081E0,1.177002907E1,-9.669361115E-1
7.765303936E0,7.093160629E0,1.108038712E1,-1.127443314E0
7.770308819E0,6.617927551E0,1.027485657E1,-1.333168030E0
7.775344219E0,5.997758865E0,9.270488739E0,-1.613456726E0
7.780349102E0,5.353933334E0,8.413152695E0,-1.955732346E0
7.785353985E0,4.792457581E0,7.760942459E0,-2.053953171E0
7.790358867E0,4.390291214E0,7.398004532E0,-1.867094040E0
7.795363750E0,4.174684525E0,7.407587051E0,-1.503257751E0
7.800368633E0,4.047716141E0,7.492631912E0,-1.103487015E0
7.805404033E0,3.950992584E0,7.472269058E0,-6.378364563E-1
7.810408916E0,3.794078827E0,7.473466873E0,-1.997356415E-1
7.815413799E0,3.691066742E0,7.430345535E0,2.254886627E-1
7.820418682E0,3.341604233E0,7.313259125E0,4.336090088E-1
7.825423565E0,2.823249817E0,7.044948578E0,7.091064453E-1
7.830458965E0,2.427072525E0,6.781728745E0,1.331371307E0
7.835463848E0,2.217454910E0,6.699079514E0,2.089288712E0
7.840468731E0,2.094079971E0,6.731420517E0,2.666336060E0
7.845473614E0,1.939861298E0,6.794904709E0,3.268238068E0
7.850478496E0,1.642803192E0,7.059322357E0,3.700649261E0
7.855513897E0,1.617649078E0,7.522577286E0,4.378013611E0
7.860518780E0,1.925487518E0,8.054107666E0,5.498569489E0
7.865523662E0,1.766178131E0,8.601209641E0,6.447837830E0
7.870528545E0,2.015024185E0,9.498971939E0,9.633426666E0
7.875533428E0,2.427072525E0,1.049854851E1,1.447439575E1
7.880538311E0,2.303697586E0,1.124089432E1,1.634059143E1
7.885573711E0,2.219850540E0,1.208235931E1,1.452230835E1
7.890578594E0,2.475883484E0,1.305558395E1,1.101001549E1
7.895583477E0,3.024183273E0,1.386620522E1,7.751659393E0
7.900588360E0,3.806056976E0,1.434982300E1,5.575229645E0
7.905593242E0,4.678665161E0,1.458788872E1,3.635967255E0
7.910628643E0,5.572834015E0,1.487656212E1,2.003046036E0
7.915633526E0,6.607147217E0,1.519009018E1,1.054975510E0
7.920638408E0,7.154249191E0,1.513379288E1,4.479827881E-1
7.925643291E0,7.101545334E0,1.485619926E1,-1.167869568E-2
7.930648174E0,6.688598633E0,1.449326134E1,-1.146907806E-1
7.935683575E0,6.173837662E0,1.394735718E1,-4.491806030E-3
7.940688457E0,5.859111786E0,1.350446510E1,5.174560547E-1
7.945693340E0,5.623142242E0,1.304480362E1,1.203504562E0
7.950698223E0,5.520130157E0,1.260790062E1,1.865297318E0
7.955703106E0,5.472217560E0,1.256358147E1,2.653160095E0
7.960707989E0,5.216184616E0,1.278397942E1,3.328128815E0
7.965712871E0,4.969734192E0,1.269414330E1,3.794977188E0
7.970748272E0,5.095205307E0,1.263065910E1,4.066881180E0
7.975753155E0,4.942184448E0,1.258993340E1,4.191453934E0
7.980758037E0,5.145513535E0,1.256238365E1,3.621593475E0
7.985762920E0,5.620746613E0,1.262706566E1,2.696281433E0
7.990798321E0,6.049264908E0,1.276601219E1,1.725452423E0
7.995803203E0,5.982187271E0,1.287740898E1,1.125646591E0
8.000808086E0,6.019319534E0,1.317656326E1,4.336090088E-1
8.005812969E0,6.091188431E0,1.364580727E1,-1.841640472E-1
8.010817852E0,6.244508743E0,1.401443481E1,-7.372550964E-1
8.015853252E0,6.321168900E0,1.447289848E1,-1.237642288E0
8.020858135E0,6.687400818E0,1.480229759E1,-1.523620605E0
8.025863018E0,6.708961487E0,1.474360466E1,-1.607467651E0
8.030867901E0,6.546058655E0,1.454955864E1,-1.730842590E0
8.035872783E0,6.278047562E0,1.426477814E1,-1.810796738E0
8.040877666E0,5.974102020E0,1.383625984E1,-1.688919067E0
8.045913067E0,5.712978363E0,1.339097214E1,-1.499664307E0
8.050917950E0,5.518932343E0,1.297293472E1,-1.216081619E0
8.055922832E0,5.359922409E0,1.255040550E1,-7.597141266E-1
8.060927715E0,5.296438217E0,1.226322937E1,-4.413948059E-1
8.065932598E0,5.192228317E0,1.193383026E1,-2.545356750E-1
8.070967998E0,5.098798752E0,1.155322456E1,-1.051082611E-1
8.075972881E0,5.187437057E0,1.112590408E1,5.090713501E-3
8.080977764E0,5.393461227E0,1.055125237E1,1.835651398E-1
8.085982647E0,5.583614349E0,9.899042130E0,3.054428101E-1
8.090987530E0,5.529712677E0,9.160289764E0,2.506427765E-1
8.096022930E0,5.365911484E0,8.268516541E0,1.991367340E-1
8.101027813E0,5.212591171E0,7.387523651E0,3.078384399E-1
8.106032696E0,4.975423813E0,6.412801743E0,1.787738800E-1
8.111037578E0,4.667884827E0,5.464731216E0,-3.204154968E-2
8.116042461E0,4.537322998E0,4.473539352E0,-3.180198669E-1
8.121047344E0,4.405862808E0,3.525468826E0,-7.037162781E-1
8.126082744E0,4.009386063E0,2.488759995E0,-8.615283966E-1
8.131087627E0,3.548526764E0,1.579019547E0,-1.275672913E0
8.136092510E0,3.160734177E0,8.429622650E-1,-1.756895065E0
8.141097393E0,2.908294678E0,1.844635010E-1,-2.177328110E0
8.146102276E0,2.648368835E0,-5.734539032E-1,-3.096651077E0
8.151137676E0,2.449831009E0,-1.253213882E0,-4.534328461E0
8.156142559E0,2.206674576E0,-1.934471130E0,-6.398128510E0
8.161116924E0,1.744617462E0,-2.808277130E0,-8.794656754E0
8.166152325E0,9.807109833E-1,-3.591348648E0,-1.022544670E1
8.171157207E0,2.051258087E-1,-4.091735840E0,-1.029821396E1
8.176192608E0,-2.737007141E-1,-4.138450623E0,-8.804239273E0
8.181197491E0,-2.976570129E-1,-3.529062271E0,-5.985181808E0
8.186202373E0,-2.940635681E-1,-2.775936127E0,-3.109827042E0
8.191207256E0,-2.425575256E-1,-2.135704041E0,-8.639240265E-1
8.196212139E0,-1.479301453E-1,-1.632921219E0,7.950496674E-1
8.201217022E0,-2.964591980E-2,-1.322687149E0,1.818582535E0
8.206252422E0,-1.107978821E-1,-1.194520950E0,2.326156616E0
8.211257305E0,3.982734680E-2,-1.087017059E0,2.572906494E0
8.216262188E0,1.260700226E-1,-1.078632355E0,2.639984131E0
8.221267071E0,2.218952179E-1,-1.027126312E0,2.650764465E0
8.226271953E0,2.039279938E-1,-9.971809387E-1,2.519004822E0
8.231307354E0,2.063236237E-1,-9.875984192E-1,2.338134766E0
8.236312237E0,1.644001007E-1,-9.121360779E-1,2.125223160E0
8.241317119E0,4.102516174E-2,-6.510124207E-1,1.888055801E0
8.246322002E0,1.467323303E-2,-3.051433563E-1,1.705089569E0
8.251326885E0,1.763782501E-1,-6.348419189E-2,1.584110260E0
8.256362285E0,4.015674591E-1,8.145141602E-2,1.405635834E0
8.261367168E0,5.725555420E-1,1.401443481E-1,1.228658676E0
8.266372051E0,6.755676270E-1,3.494625092E-1,1.187932968E0
8.271376934E0,7.845687866E-1,6.057949066E-1,1.192724228E0
8.276381817E0,9.855022430E-1,1.059467316E0,1.330173492E0
8.281386700E0,1.237043381E0,1.786241531E0,1.369701385E0
8.286422100E0,1.428693771E0,2.807378769E0,1.345745087E0
8.291426983E0,1.469120026E0,4.462759018E0,1.290645599E0
8.296431866E0,1.307714462E0,6.971881866E0,1.275074005E0
8.301436748E0,8.935699463E-1,1.049615288E1,1.163976669E0
8.306472149E0,6.983261108E-1,1.500442886E1,1.255010605E0
8.311477032E0,1.286153793E0,1.990918159E1,1.877275467E0
8.316481914E0,3.574878693E0,2.487711906E1,3.097249985E0
8.321486797E0,1.065336609E1,3.020529938E1,4.056100845E0
8.326491680E0,2.122138786E1,3.520797348E1,4.567268372E0
8.331496563E0,3.299021912E1,3.875979614E1,4.321716309E0
8.336531963E0,3.720742798E1,3.926736832E1,2.577697754E0
8.341536846E0,3.073114014E1,3.731013870E1,1.548175812E-1
8.346541729E0,2.105010033E1,3.307107162E1,-1.817983627E0
8.351546612E0,1.460256195E1,2.777643013E1,-2.462108612E0
8.356551494E0,1.218087959E1,2.302379990E1,-2.107854843E0
8.361586895E0,1.094922638E1,1.934051895E1,-1.296035767E0
8.366591778E0,9.682537079E0,1.654032707E1,-8.196048737E-1
8.371596660E0,8.357454300E0,1.462382317E1,-4.066581726E-1
8.376601543E0,7.194974899E0,1.341582680E1,-1.841640472E-1
8.381606426E0,6.393037796E0,1.280434227E1,9.013557434E-2
8.386611309E0,5.988176346E0,1.216740417E1,5.737533569E-1
8.391646709E0,5.879474640E0,1.152926826E1,1.112470627E0
8.396651592E0,5.586009979E0,1.144182777E1,1.795824051E0
8.401656475E0,5.244932175E0,1.136666489E1,2.486663818E0
8.406661358E0,5.097600937E0,1.112231064E1,3.274227142E0
8.411666241E0,5.214986801E0,1.096419907E1,3.980638504E0
8.416701641E0,5.696208954E0,1.073930931E1,4.569664001E0
8.421706524E0,6.075616837E0,1.034672546E1,4.949071884E0
8.426711407E0,6.117540359E0,9.758897781E0,5.107183456E0
8.431716289E0,5.806407928E0,9.030925751E0,4.807729721E0
8.436721172E0,5.358724594E0,8.243362427E0,4.199838638E0
8.441756573E0,4.887084961E0,7.368358612E0,3.535350800E0
8.446761455E0,4.311235428E0,6.475088120E0,2.810972214E0
8.451766338E0,3.658725739E0,5.603677750E0,2.197092056E0
8.456771221E0,3.072095871E0,4.745443344E0,1.634418488E0
8.461776104E0,2.577697754E0,3.943206787E0,1.228658676E0
8.466780987E0,2.256982803E0,3.231105804E0,8.693141937E-1
8.471816387E0,1.937465668E0,2.585783005E0,6.228637695E-1
8.476821270E0,1.684726715E0,1.973999023E0,3.593444824E-1
8.481826153E0,1.499065399E0,1.444864273E0,1.751804352E-1
8.486831035E0,1.264593124E0,9.648399353E-1,4.461860657E-2
8.491835918E0,1.149602890E0,6.513118744E-1,-1.757793427E-1
8.496871319E0,9.807109833E-1,3.329925537E-1,-3.240089417E-1
8.501876201E0,8.097229004E-1,3.593444824E-3,-2.928657532E-1
8.506881084E0,6.324462891E-1,-2.404613495E-1,-2.653160095E-1
8.511885967E0,4.791259766E-1,-5.255413055E-1,-2.344722748E-1
8.516890850E0,3.752155304E-1,-7.013206482E-1,-1.649990082E-1
8.521926250E0,2.626209259E-1,-8.594322205E-1,-7.636070251E-2
8.526931133E0,2.530384064E-1,-9.241142273E-1,-2.485466003E-2
8.531936016E0,2.734012604E-1,-9.289054871E-1,6.258583069E-2
8.536940899E0,2.566318512E-1,-9.432792664E-1,1.164875031E-1
8.541945782E0,2.865772247E-1,-9.145317078E-1,2.218952179E-1
8.546950664E0,2.997531891E-1,-8.833885193E-1,2.566318512E-1
8.551986065E0,2.853794098E-1,-8.522453308E-1,3.258056641E-1
8.556990948E0,2.853794098E-1,-8.402671814E-1,3.509597778E-1
8.561995830E0,2.398624420E-1,-8.031349182E-1,3.617401123E-1
8.567000713E0,2.458515167E-1,-7.731895447E-1,3.677291870E-1
8.572005596E0,2.015323639E-1,-7.887611389E-1,3.713226318E-1
8.577040996E0,2.039279938E-1,-7.648048401E-1,4.036636353E-1
8.582045879E0,1.284656525E-1,-7.588157654E-1,4.527740479E-1
8.587050762E0,1.164875031E-1,-7.899589539E-1,4.671478271E-1
8.592055645E0,7.576179504E-2,-7.995414734E-1,5.414123535E-1
8.597060528E0,7.486343384E-3,-7.648048401E-1,5.869293213E-1
8.602095928E0,-5.000877380E-2,-7.300682068E-1,6.001052856E-1
8.607100811E0,-1.862602234E-1,-6.929359436E-1,5.557861328E-1
8.612105694E0,-4.246253967E-1,-5.447063446E-1,5.869293213E-1
8.617110576E0,-6.986255646E-1,-2.751979828E-1,5.653686523E-1
8.622115459E0,-8.208026886E-1,-1.149902344E-1,6.036987305E-1
8.627150860E0,-8.998584747E-1,-1.437377930E-2,6.468200684E-1
8.632155742E0,-1.002870560E0,1.545181274E-1,6.731719971E-1
8.637160625E0,-1.153495789E0,3.485641479E-1,7.103042603E-1
8.642165508E0,-1.349937439E0,5.710582733E-1,8.381710052E-1
8.647170391E0,-1.803609848E0,1.402940750E0,1.007062912E0
8.652175274E0,-4.042325974E0,5.183544159E0,1.243032455E0
8.657210674E0,-6.293918610E0,9.774469376E0,2.611236572E0
8.662215557E0,-7.596242905E0,1.416056824E1,4.822103500E0
8.667220440E0,-7.311462402E0,1.825469971E1,6.776039124E0
8.672225323E0,-5.514739990E0,2.180532265E1,8.274805069E0
8.677230205E0,-2.792406082E0,2.399462891E1,8.358352661E0
8.682265606E0,2.410602570E-1,2.496545792E1,6.637092590E0
8.687270489E0,3.667110443E0,2.530443954E1,3.945901871E0
8.692275371E0,7.721714020E0,2.530563736E1,8.920726776E-1
8.697280254E0,1.532454491E1,2.598180389E1,-1.061563492E0
8.702285137E0,2.647799873E1,2.742457199E1,-3.682083130E0
8.707290020E0,3.650490570E1,2.900688553E1,-1.006973076E1
8.712325420E0,3.954196930E1,2.954680061E1,-1.587793541E1
8.717330303E0,2.970640945E1,2.698736954E1,-1.753840637E1
8.722335186E0,1.354788589E1,2.284083366E1,-1.645258713E1
8.727340069E0,5.326383591E0,1.922792435E1,-1.523051643E1
8.732344951E0,5.692615509E0,1.619685364E1,-1.273337173E1
8.737380352E0,7.957683563E0,1.453398705E1,-1.053059006E1
8.742385235E0,8.988103867E0,1.372246742E1,-8.661998749E0
8.747390117E0,9.224073410E0,1.298131943E1,-6.990747452E0
8.752395000E0,9.361822128E0,1.224645996E1,-5.544685364E0
8.757399883E0,9.361822128E0,1.138463211E1,-4.418140411E0
8.762435283E0,9.099500656E0,1.038026428E1,-3.118211746E0
8.767440166E0,8.438905716E0,9.257312775E0,-2.392635345E0
8.772445049E0,7.438131332E0,7.449510574E0,-2.061140060E0
8.777449932E0,7.236898422E0,5.395257950E0,-3.323936462E0
8.782454815E0,8.141847610E0,3.726701736E0,-6.370578766E0
8.787459698E0,8.249650955E0,2.477979660E0,-9.228265762E0
8.792495098E0,5.839946747E0,1.973999023E0,-9.586112976E0
8.797499981E0,2.759765625E0,2.232727051E0,-7.735488892E0
8.802504864E0,1.675144196E0,2.578596115E0,-5.290748596E0
8.807540264E0,1.647594452E0,2.898113251E0,-3.320343018E0
8.812545147E0,1.532604218E0,2.980762482E0,-2.068326950E0
8.817550030E0,1.195119858E0,2.887332916E0,-1.208894730E0
8.822554912E0,8.791961670E-1,2.809774399E0,-5.216484070E-1
8.827559795E0,5.917205811E-1,2.717542648E0,-1.266689301E-1
8.832564678E0,3.871936798E-1,2.722333908E0,2.898712158E-1
8.837569561E0,1.655979156E-1,2.749883652E0,5.797424316E-1
8.842604961E0,-7.366561890E-2,2.833730698E0,7.591152191E-1
8.847609844E0,-3.120307922E-1,3.084972382E0,8.705120087E-1
8.852614727E0,-5.992069244E-1,3.542238235E0,1.165174484E0
8.857619610E0,-1.098396301E0,4.216308594E0,1.820978165E0
8.862624492E0,-1.731740952E0,5.196720123E0,2.498641968E0
8.867629375E0,-2.103961945E0,6.689496994E0,3.347293854E0
8.872664776E0,-2.196193695E0,8.567670822E0,4.679862976E0
8.877669658E0,-1.597585678E0,1.063150597E1,6.049264908E0
8.882674541E0,-3.731193542E-1,1.282470512E1,7.456996918E0
8.887679424E0,1.962320328E0,1.526435471E1,8.548805237E0
8.892684307E0,6.124727249E0,1.787169838E1,9.159391403E0
8.897719707E0,1.071325684E1,2.029936981E1,9.282766342E0
8.902724590E0,1.386051559E1,2.208531189E1,8.005296707E0
8.907729473E0,1.515804863E1,2.319987869E1,6.171442032E0
8.912734356E0,1.426747322E1,2.352179146E1,4.524147034E0
8.917739239E0,1.138852501E1,2.299744797E1,2.348915100E0
8.922774639E0,8.720092773E0,2.197391510E1,5.438079834E-1
8.927779522E0,7.027280807E0,2.088240623E1,-4.869117737E-1
8.932784405E0,5.962123871E0,1.962529945E1,-5.192527771E-1
8.937789287E0,5.780056000E0,1.840083313E1,3.653335571E-1
8.942794170E0,6.651466370E0,1.724793625E1,4.024957657E0
8.947799053E0,7.961277008E0,1.682660484E1,7.863954544E0
8.952834453E0,9.449262619E0,1.718085861E1,8.159814835E0
8.957839336E0,9.513645172E0,1.739766312E1,8.359550476E0
8.962844219E0,9.015653610E0,1.731621170E1,8.508079529E0
8.967849102E0,8.984809875E0,1.776988411E1,7.024885178E0
8.972853985E0,9.006071091E0,1.773993874E1,5.250921249E0
8.977889385E0,9.016851425E0,1.784774208E1,3.908769608E0
8.982894268E0,8.754829407E0,1.830979919E1,2.879247665E0
8.987899151E0,7.538448334E0,1.837687683E1,1.988672256E0
8.992904033E0,5.826770782E0,1.805945587E1,1.987474442E0
8.997908916E0,4.796051025E0,1.762973976E1,3.073293686E0
9.002944317E0,4.082452774E0,1.685655022E1,3.505405426E0
9.007918682E0,4.072870255E0,1.609264374E1,3.252965927E0
9.012954082E0,4.316026688E0,1.547007942E1,2.809774399E0
9.017958965E0,4.594818115E0,1.498765945E1,2.496246338E0
9.022963848E0,4.869117737E0,1.444175529E1,1.946748734E0
9.027968731E0,5.066457748E0,1.374043465E1,1.119657516E0
9.033004131E0,5.421010971E0,1.300407791E1,1.620044708E-1
9.038009014E0,5.845935822E0,1.232791138E1,-7.992420197E-1
9.043013897E0,6.367883682E0,1.161910439E1,-1.694908142E0
9.048018780E0,6.682609558E0,1.088304710E1,-2.561527252E0
9.053023662E0,6.692192078E0,1.017903137E1,-3.112222672E0
9.058059063E0,6.294816971E0,9.590005875E0,-3.577873230E0
9.063063946E0,5.534503937E0,8.667089462E0,-3.692863464E0
9.068068828E0,4.998182297E0,7.641160965E0,-3.880620956E0
9.073073711E0,4.615180969E0,6.604452133E0,-4.002798080E0
9.078078594E0,4.446588516E0,5.553369522E0,-4.013578415E0
9.083113994E0,4.353158951E0,4.565771103E0,-4.123777390E0
9.088118877E0,4.262125015E0,3.658426285E0,-4.324710846E0
9.093123760E0,4.135156631E0,2.566617966E0,-5.033517838E0
9.098128643E0,4.339982986E0,1.327777863E0,-7.080583572E0
9.103133526E0,4.337587357E0,-6.989250183E-1,-1.197066307E1
9.108168926E0,4.010583878E0,-3.409280777E0,-1.906352425E1
9.113173809E0,3.549724579E0,-5.812995911E0,-2.256024551E1
9.118178692E0,3.861156464E0,-6.921573639E0,-1.933752441E1
9.123183575E0,4.970632553E0,-6.376867294E0,-1.344667053E1
9.128188457E0,5.310811996E0,-5.277872086E0,-8.690746307E0
9.133193340E0,4.284883499E0,-4.201635361E0,-4.883790970E0
9.138228741E0,2.610038757E0,-3.108928680E0,-8.255939484E-1
9.143233623E0,1.249021530E0,-2.226438522E0,2.546554565E0
9.148238506E0,7.234802246E-1,-1.776359558E0,5.038908005E0
9.153243389E0,5.557861328E-1,-1.583810806E0,6.605949402E0
9.158248272E0,5.006866455E-1,-1.540689468E0,7.324039459E0
9.163283672E0,4.791259766E-1,-1.569437027E0,7.440227509E0
9.168288555E0,6.863479614E-1,-1.608964920E0,6.548454285E0
9.173293438E0,1.114866257E0,-1.539491653E0,5.297336578E0
9.178298321E0,1.053777695E0,-1.420907974E0,4.211816788E0
9.183303203E0,8.528442383E-1,-1.281961441E0,3.437129974E0
9.188338604E0,7.067108154E-1,-1.231653214E0,2.807378769E0
9.193343487E0,5.857315063E-1,-1.163377762E0,2.261774063E0
9.198348369E0,4.899063110E-1,-9.959831238E-1,1.818582535E0
9.203353252E0,4.315128326E-1,-8.211021423E-1,1.427196503E0
9.208358135E0,3.728199005E-1,-6.450233459E-1,1.120855331E0
9.213363018E0,3.524570465E-1,-4.560680389E-1,7.782802582E-1
9.218398418E0,3.824024200E-1,-2.632198334E-1,6.647872925E-1
9.223403301E0,3.955783844E-1,-1.554164886E-1,6.036987305E-1
9.228408184E0,4.051609039E-1,-7.905578613E-2,6.096878052E-1
9.233413067E0,4.255237579E-1,-1.317596436E-2,6.228637695E-1
9.238417950E0,4.327106476E-1,8.264923096E-2,6.647872925E-1
9.243453350E0,4.863128662E-1,2.371673584E-1,7.710933685E-1
9.248458233E0,5.953140259E-1,5.003871918E-1,9.016551971E-1
9.253463116E0,7.067108154E-1,8.190059662E-1,1.174757004E0
9.258467998E0,8.420639038E-1,1.299030304E0,1.515834808E0
9.263472881E0,9.950847626E-1,1.962020874E0,1.816186905E0
9.268508282E0,1.084920883E0,2.713949203E0,2.203081131E0
9.273513164E0,1.265790939E0,3.490732193E0,2.547752380E0
9.278518047E0,1.612857819E0,4.310935974E0,2.846906662E0
9.283522930E0,1.870388031E0,5.106884003E0,2.942731857E0
9.288527813E0,2.230630875E0,5.948348999E0,2.918775558E0
9.293532696E0,2.628005981E0,6.860784531E0,2.776235580E0
9.298568096E0,3.108030319E0,7.750162125E0,2.619621277E0
9.303572979E0,3.646747589E0,8.629957199E0,2.404014587E0
9.308577862E0,4.020166397E0,9.599588394E0,2.249795914E0
9.313582744E0,4.580444336E0,1.089981651E1,1.862901688E0
9.318587627E0,5.058073044E0,1.225963593E1,1.439174652E0
9.323623028E0,5.375494003E0,1.374402809E1,9.459743500E-1
9.328627910E0,5.853122711E0,1.540210342E1,-1.886558533E-2
9.333632793E0,7.073995590E0,1.737370682E1,-9.705295563E-1
9.338637676E0,9.053983688E0,1.925906754E1,-1.943754196E0
9.343642559E0,1.192245102E1,2.100787735E1,-3.064310074E0
9.348677959E0,1.519637871E1,2.268511772E1,-4.220800400E0
9.353682842E0,1.782288742E1,2.405811310E1,-5.256311417E0
9.358687725E0,1.882006836E1,2.509362411E1,-6.168447495E0
9.363692608E0,1.812204170E1,2.554250526E1,-6.383754730E0
9.368697491E0,1.610851479E1,2.548980141E1,-6.329853058E0
9.373702373E0,1.364251328E1,2.497504044E1,-5.712379456E0
9.378737774E0,1.157748032E1,2.446147728E1,-4.747539520E0
9.383742657E0,1.051681519E1,2.407727814E1,-3.513191223E0
9.388747539E0,1.003439522E1,2.365714455E1,-2.331546783E0
9.393752422E0,9.780757904E0,2.330169296E1,-1.270881653E0
9.398757305E0,9.843044281E0,2.309926224E1,-2.353706360E-1
9.403792705E0,9.481603622E0,2.286239433E1,5.677642822E-1
9.408797588E0,8.664993286E0,2.263001823E1,1.443965912E0
9.413802471E0,8.460466385E0,2.263361168E1,1.855714798E0
9.418807354E0,8.198144913E0,2.230211639E1,2.491455078E0
9.423812237E0,9.779560089E0,2.116479111E1,2.463905334E0
9.428847637E0,1.159784317E1,2.034129333E1,1.883264542E0
9.433852520E0,1.150441360E1,1.970675087E1,1.173559189E0
9.438857403E0,1.081027985E1,1.867842674E1,2.171039581E-1
9.443862285E0,1.001642799E1,1.781300545E1,-3.707237244E-1
9.448867168E0,9.466032028E0,1.681702232E1,-1.028024673E0
9.453872051E0,9.243238449E0,1.569287300E1,-1.662567139E0
9.458907451E0,9.059972763E0,1.428514099E1,-1.823972702E0
9.463912334E0,8.601509094E0,1.270492363E1,-1.697303772E0
9.468917217E0,8.138254166E0,1.116543198E1,-1.413421631E0
9.473922100E0,7.467777252E0,9.800821304E0,-6.342430115E-1
9.478926983E0,6.682609558E0,8.256538391E0,3.270034790E-1
9.483962383E0,6.172639847E0,6.986255646E0,1.871585846E-1
9.488967266E0,5.899837494E0,5.921997070E0,-7.013206482E-1
9.493972149E0,5.294042587E0,4.574155807E0,-1.956930161E0
9.498977032E0,3.874332428E0,2.363288879E0,-4.613384247E0
9.503981914E0,2.030595779E0,9.372901917E-1,-7.136880875E0
9.509017315E0,5.761489868E-1,9.636421204E-1,-7.525871277E0
9.514022198E0,-2.006340027E-1,1.269084930E0,-6.613735199E0
9.519027080E0,-2.689094543E-1,1.174457550E0,-5.841444016E0
9.524031963E0,-3.551521301E-1,6.728725433E-1,-5.101793289E0
9.529036846E0,-5.384178162E-1,2.551345825E-1,-4.204030991E0
9.534041729E0,-6.734714508E-1,5.989074707E-3,-3.272430420E0
9.539077129E0,-7.034168243E-1,-2.440547943E-1,-2.447734833E0
9.544082012E0,-6.902408600E-1,-4.979915619E-1,-1.882665634E0
9.549086895E0,-6.315479279E-1,-6.393337250E-1,-1.360717773E0
9.554091778E0,-5.800418854E-1,-6.929359436E-1,-9.274082184E-1
9.559096660E0,-5.372200012E-1,-7.719917297E-1,-5.671653748E-1
9.564132061E0,-5.372200012E-1,-8.606300354E-1,-3.036460876E-1
9.569136944E0,-5.800418854E-1,-9.828071594E-1,2.566318512E-1
9.574141826E0,-5.716571808E-1,-1.051082611E0,5.749511719E-1
9.579146709E0,-4.761314392E-1,-9.313011169E-1,6.683807373E-1
9.584151592E0,-3.443717957E-1,-9.456748962E-1,8.381710052E-1
9.589186992E0,-2.772941589E-1,-9.037513733E-1,1.220273972E0
9.594191875E0,-3.611412048E-1,-9.864006042E-1,1.951539993E0
9.599196758E0,-3.635368347E-1,-1.160982132E0,2.539367676E0
9.604201641E0,-3.467674255E-1,-1.235246658E0,2.414794922E0
9.609206524E0,-2.856788635E-1,-1.334665298E0,2.741798401E0
9.614211407E0,-2.473487854E-1,-1.389764786E0,3.469470978E0
9.619246807E0,-2.725028992E-2,-1.553865433E0,6.805685043E0
9.624251690E0,3.991718292E-1,-1.903327942E0,1.211020851E1
9.629256573E0,3.871936798E-1,-2.360593796E0,1.466963959E1
9.634261455E0,3.560504913E-1,-2.680110931E0,1.428544044E1
9.639266338E0,-3.299980164E-1,-2.817859650E0,1.098845482E1
9.644301739E0,-2.748985291E-1,-2.573804855E0,7.612712860E0
9.649306621E0,-2.281837463E-1,-2.373769760E0,5.420711517E0
9.654311504E0,-6.782627106E-1,-2.263570786E0,4.449882507E0
9.659316387E0,-9.525623322E-1,-2.096176147E0,4.054903030E0
9.664351787E0,-1.199012756E0,-1.776359558E0,3.809350967E0
9.669356670E0,-1.564046860E0,-1.259202957E0,3.440723419E0
9.674361553E0,-1.738927841E0,-5.890254974E-1,2.978666306E0
9.679366436E0,-1.701795578E0,2.012329102E-1,2.256982803E0
9.684371319E0,-1.499664307E0,1.170864105E0,1.387668610E0
9.689376201E0,-1.542785645E0,1.666460037E0,6.480178833E-1
9.694411602E0,-1.674245834E0,2.017120361E0,1.706886292E-2
9.699416485E0,-2.070423126E0,2.570211411E0,-2.401618958E-1
