"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (m)"
1.765503958E2,5.140445328E1,-5.152030900E-1,7.965704131E0,0.000000000E0,NaN,3.216000080E0,4.000000000E0
1.775528326E2,5.140445475E1,-5.152034200E-1,8.441776971E0,2.599999905E-1,9.500000000E0,3.216000080E0,4.000000000E0
1.785537316E2,5.140445961E1,-5.152063700E-1,9.099484877E0,2.000000030E-1,3.351000061E2,3.216000080E0,6.000000000E0
1.795537563E2,5.140446449E1,-5.152117700E-1,9.104967955E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.805554677E2,5.140446278E1,-5.152098800E-1,1.041112383E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.815503851E2,5.140446088E1,-5.152073100E-1,1.088366254E1,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.825519042E2,5.140445631E1,-5.152059600E-1,9.620361572E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.835545164E2,5.140445700E1,-5.152026300E-1,9.084354644E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.845562022E2,5.140445749E1,-5.152007400E-1,9.073736627E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.855569345E2,5.140445849E1,-5.151989000E-1,9.665230030E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.865547666E2,5.140445991E1,-5.151938900E-1,8.898878097E0,0.000000000E0,NaN,3.216000080E0,6.000000000E0
1.875495598E2,5.140445993E1,-5.151919900E-1,9.684158837E0,2.800000012E-1,2.400000000E2,3.216000080E0,6.000000000E0
1.885521784E2,5.140445712E1,-5.151872600E-1,9.128319551E0,5.400000215E-1,1.093000031E2,3.216000080E0,6.000000000E0
1.895568290E2,5.140445382E1,-5.151727300E-1,9.950361780E0,1.309999943E0,8.000000000E1,3.216000080E0,6.000000000E0
1.905519246E2,5.140445209E1,-5.151542400E-1,8.992195653E0,1.240000010E0,1.066999969E2,4.288000107E0,6.000000000E0
1.915470377E2,5.140444623E1,-5.151389400E-1,7.547394830E0,1.169999957E0,1.251999969E2,4.288000107E0,6.000000000E0
1.925473720E2,5.140443788E1,-5.151296400E-1,8.531359919E0,1.129999995E0,1.631999969E2,3.216000080E0,6.000000000E0
1.935488078E2,5.140442778E1,-5.151261400E-1,8.366453977E0,1.120000005E0,1.801999969E2,4.288000107E0,6.000000000E0
1.945527220E2,5.140441869E1,-5.151220900E-1,8.646250231E0,1.100000024E0,1.680000000E2,4.288000107E0,6.000000000E0
1.955494320E2,5.140441140E1,-5.151116100E-1,9.536405106E0,1.090000033E0,1.491000061E2,4.288000107E0,6.000000000E0
1.965486205E2,5.140440702E1,-5.150969500E-1,9.909656700E0,1.059999943E0,1.265000000E2,3.216000080E0,6.000000000E0
1.975491911E2,5.140440343E1,-5.150814200E-1,9.451915241E0,1.059999943E0,1.356999969E2,3.216000080E0,6.000000000E0
