"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
4.607422738E1,-7.743835449E-3,1.335144043E-4,4.405975342E-3
4.607923227E1,-7.743835449E-3,-4.138946533E-3,5.474090576E-3
4.608423715E1,-5.607604980E-3,-3.070831299E-3,4.405975342E-3
4.608927255E1,-7.743835449E-3,-4.138946533E-3,2.269744873E-3
4.609427743E1,-1.308441162E-2,-9.346008301E-4,1.335144043E-4
4.609928232E1,-1.522064209E-2,4.405975342E-3,1.201629639E-3
4.610428720E1,-1.628875732E-2,4.405975342E-3,1.335144043E-4
4.610929208E1,-1.842498779E-2,5.474090576E-3,-2.002716064E-3
4.611429696E1,-2.376556396E-2,7.610321045E-3,-2.002716064E-3
4.611933237E1,-2.910614014E-2,8.678436279E-3,-3.070831299E-3
4.612433725E1,-3.124237061E-2,9.746551514E-3,-3.070831299E-3
4.612934213E1,-3.431320190E-2,9.746551514E-3,-3.070831299E-3
4.613434701E1,-3.324508667E-2,9.746551514E-3,-6.275177002E-3
4.613935190E1,-3.017425537E-2,9.746551514E-3,-7.343292236E-3
4.614438730E1,-3.124237061E-2,1.081466675E-2,-9.479522705E-3
4.614939218E1,-3.324508667E-2,9.746551514E-3,-8.411407471E-3
4.615439706E1,-3.431320190E-2,2.269744873E-3,-8.411407471E-3
4.615940195E1,-3.017425537E-2,1.201629639E-3,-7.343292236E-3
4.616440683E1,-2.696990967E-2,3.337860107E-3,-9.479522705E-3
4.616944223E1,-2.483367920E-2,2.269744873E-3,-1.054763794E-2
4.617444711E1,-2.590179443E-2,-9.346008301E-4,-1.255035400E-2
4.617945200E1,-2.590179443E-2,-4.138946533E-3,-1.161575317E-2
4.618445688E1,-2.483367920E-2,-8.411407471E-3,-8.411407471E-3
4.618946176E1,-2.590179443E-2,-9.479522705E-3,-1.054763794E-2
4.619446664E1,-2.376556396E-2,-6.275177002E-3,-1.054763794E-2
4.619950204E1,-2.590179443E-2,1.335144043E-4,-8.411407471E-3
4.620450693E1,-2.590179443E-2,3.337860107E-3,-7.343292236E-3
4.620951181E1,-2.696990967E-2,7.610321045E-3,-7.343292236E-3
4.621451669E1,-2.590179443E-2,7.610321045E-3,-7.343292236E-3
4.621952158E1,-2.590179443E-2,9.746551514E-3,-5.207061768E-3
4.622455698E1,-2.483367920E-2,9.746551514E-3,-5.207061768E-3
4.622956186E1,-2.696990967E-2,6.542205811E-3,-6.275177002E-3
4.623456674E1,-2.803802490E-2,1.201629639E-3,-5.207061768E-3
4.623957162E1,-2.376556396E-2,1.335144043E-4,-7.343292236E-3
4.624457651E1,-2.590179443E-2,-9.346008301E-4,-9.479522705E-3
4.624958139E1,-2.483367920E-2,-3.070831299E-3,-1.161575317E-2
4.625461679E1,-2.162933350E-2,-4.138946533E-3,-1.468658447E-2
4.625962167E1,-1.949310303E-2,-9.479522705E-3,-1.361846924E-2
4.626462656E1,-2.056121826E-2,-1.255035400E-2,-1.361846924E-2
4.626963144E1,-2.056121826E-2,-1.148223877E-2,-1.468658447E-2
4.627463632E1,-2.056121826E-2,-1.148223877E-2,-1.575469971E-2
4.627967172E1,-2.376556396E-2,-1.054763794E-2,-1.575469971E-2
4.628467660E1,-2.376556396E-2,-7.343292236E-3,-1.575469971E-2
4.628968149E1,-2.590179443E-2,-9.346008301E-4,-1.361846924E-2
4.629468637E1,-2.696990967E-2,1.335144043E-4,-1.255035400E-2
4.629969125E1,-3.017425537E-2,1.201629639E-3,-8.411407471E-3
4.630472665E1,-3.538131714E-2,2.269744873E-3,-7.343292236E-3
4.630973154E1,-3.858566284E-2,2.269744873E-3,-5.207061768E-3
4.631473642E1,-3.965377808E-2,3.337860107E-3,-2.002716064E-3
4.631974130E1,-4.179000854E-2,3.337860107E-3,-5.207061768E-3
4.632474618E1,-4.606246948E-2,5.474090576E-3,-5.207061768E-3
4.632975107E1,-5.140304565E-2,5.474090576E-3,-6.275177002E-3
4.633479078E1,-5.567550659E-2,2.269744873E-3,-1.468658447E-2
4.633979566E1,-6.208419800E-2,1.201629639E-3,-1.789093018E-2
4.634480054E1,-6.528854370E-2,1.335144043E-4,-1.895904541E-2
4.634980543E1,-7.169723511E-2,3.337860107E-3,-2.323150635E-2
4.635481031E1,-8.024215698E-2,6.542205811E-3,-2.536773682E-2
4.635984571E1,-8.438110352E-2,5.474090576E-3,-2.536773682E-2
4.636485059E1,-8.758544922E-2,1.081466675E-2,-2.429962158E-2
4.636985548E1,-9.506225586E-2,1.188278198E-2,-2.323150635E-2
4.637486036E1,-9.613037109E-2,8.678436279E-3,-1.895904541E-2
4.637986524E1,-9.399414062E-2,4.405975342E-3,-1.361846924E-2
4.638490064E1,-9.185791016E-2,1.335144043E-4,-6.275177002E-3
4.638990552E1,-8.865356445E-2,-9.346008301E-4,-3.070831299E-3
4.639491041E1,-8.131027222E-2,1.201629639E-3,-2.002716064E-3
4.639991529E1,-7.490158081E-2,6.542205811E-3,3.337860107E-3
4.640492017E1,-6.101608276E-2,8.678436279E-3,4.405975342E-3
4.640992506E1,-4.819869995E-2,1.081466675E-2,2.269744873E-3
4.641496046E1,-3.751754761E-2,1.615524292E-2,1.335144043E-4
4.641996534E1,-3.324508667E-2,1.615524292E-2,-3.070831299E-3
4.642497022E1,-3.017425537E-2,1.935958862E-2,-1.255035400E-2
4.642997510E1,-3.231048584E-2,1.615524292E-2,-1.575469971E-2
4.643497999E1,-3.431320190E-2,1.295089722E-2,-2.002716064E-2
4.644001539E1,-3.751754761E-2,4.405975342E-3,-2.429962158E-2
4.644502027E1,-3.858566284E-2,1.201629639E-3,-2.964019775E-2
4.645002515E1,-3.965377808E-2,2.269744873E-3,-3.391265869E-2
4.645503004E1,-4.072189331E-2,6.542205811E-3,-3.604888916E-2
4.646003492E1,-4.072189331E-2,1.188278198E-2,-3.284454346E-2
4.646503980E1,-4.285812378E-2,2.042770386E-2,-3.391265869E-2
4.647004468E1,-4.499435425E-2,2.897262573E-2,-2.964019775E-2
4.647504957E1,-4.713058472E-2,3.751754761E-2,-2.750396729E-2
4.648008497E1,-4.499435425E-2,4.165649414E-2,-2.536773682E-2
4.648508985E1,-4.926681519E-2,4.272460938E-2,-2.109527588E-2
4.649009473E1,-5.033493042E-2,3.538131714E-2,-2.109527588E-2
4.649513013E1,-5.140304565E-2,2.576828003E-2,-2.643585205E-2
4.650013502E1,-5.247116089E-2,2.149581909E-2,-3.177642822E-2
4.650513990E1,-5.567550659E-2,1.508712769E-2,-3.925323486E-2
4.651014478E1,-5.887985229E-2,7.610321045E-3,-4.352569580E-2
4.651514966E1,-5.994796753E-2,1.081466675E-2,-5.100250244E-2
4.652018506E1,-6.208419800E-2,9.746551514E-3,-6.048202515E-2
4.652518995E1,-6.101608276E-2,9.746551514E-3,-6.475448608E-2
4.653019483E1,-6.422042847E-2,9.746551514E-3,-6.689071655E-2
4.653519971E1,-6.849288940E-2,8.678436279E-3,-7.009506226E-2
4.654020460E1,-6.528854370E-2,1.188278198E-2,-7.116317749E-2
4.654520948E1,-6.849288940E-2,1.508712769E-2,-7.223129272E-2
4.655024488E1,-6.742477417E-2,1.401901245E-2,-7.009506226E-2
4.655524976E1,-7.062911987E-2,1.188278198E-2,-7.223129272E-2
4.656025464E1,-7.596969604E-2,4.405975342E-3,-7.650375366E-2
4.656525953E1,-8.438110352E-2,-8.411407471E-3,-8.398056030E-2
4.657026441E1,-9.078979492E-2,-8.411407471E-3,-9.466171265E-2
4.657529981E1,-8.972167969E-2,-1.054763794E-2,-9.893417358E-2
4.658030469E1,-8.758544922E-2,-1.789093018E-2,-1.000022888E-1
4.658530958E1,-8.237838745E-2,-2.323150635E-2,-1.021385193E-1
4.659031446E1,-8.344650269E-2,-2.750396729E-2,-1.085472107E-1
4.659531934E1,-8.344650269E-2,-3.711700439E-2,-1.137542725E-1
4.660035474E1,-8.544921875E-2,-4.352569580E-2,-1.169586182E-1
4.660535963E1,-8.865356445E-2,-5.207061768E-2,-1.190948486E-1
4.661036451E1,-9.078979492E-2,-5.634307861E-2,-1.233673096E-1
4.661536939E1,-8.865356445E-2,-5.727767944E-2,-1.255035400E-1
4.662037427E1,-9.078979492E-2,-6.155014038E-2,-1.308441162E-1
4.662537916E1,-9.613037109E-2,-6.368637085E-2,-1.319122314E-1
4.663041456E1,-9.933471680E-2,-6.368637085E-2,-1.393890381E-1
4.663541944E1,-1.046752930E-1,-6.582260132E-2,-1.490020752E-1
4.664042432E1,-1.089477539E-1,-5.527496338E-2,-1.575469971E-1
4.664542921E1,-1.153564453E-1,-3.925323486E-2,-1.596832275E-1
4.665043409E1,-1.164245605E-1,-3.818511963E-2,-1.575469971E-1
4.665546949E1,-1.121520996E-1,-5.100250244E-2,-1.500701904E-1
4.666047437E1,-1.068115234E-1,-7.436752319E-2,-1.415252686E-1
4.666547926E1,-9.506225586E-2,-1.094818115E-1,-1.329803467E-1
4.667048414E1,-9.185791016E-2,-1.351165771E-1,-1.351165771E-1
4.667548902E1,-1.068115234E-1,-1.351165771E-1,-1.425933838E-1
4.668052442E1,-1.206970215E-1,-1.126861572E-1,-1.425933838E-1
4.668552930E1,-1.271057129E-1,-1.053428650E-1,-1.329803467E-1
4.669053419E1,-1.228332520E-1,-1.074790955E-1,-1.308441162E-1
4.669553907E1,-1.174926758E-1,-1.105499268E-1,-1.404571533E-1
4.670054395E1,-1.142883301E-1,-1.084136963E-1,-1.447296143E-1
4.670554884E1,-1.100158691E-1,-1.094818115E-1,-1.479339600E-1
4.671058424E1,-1.036071777E-1,-1.148223877E-1,-1.543426514E-1
4.671558912E1,-9.292602539E-2,-1.233673096E-1,-1.616859436E-1
4.672059400E1,-8.651733398E-2,-1.222991943E-1,-1.702308655E-1
4.672559888E1,-7.917404175E-2,-1.190948486E-1,-1.755714417E-1
4.673060377E1,-7.062911987E-2,-1.212310791E-1,-1.809120178E-1
4.673563917E1,-6.956100464E-2,-1.212310791E-1,-1.809120178E-1
4.674064405E1,-6.742477417E-2,-1.244354248E-1,-1.798439026E-1
4.674564893E1,-6.422042847E-2,-1.425933838E-1,-1.787757874E-1
4.675065382E1,-6.101608276E-2,-1.638221741E-1,-1.809120178E-1
4.675565870E1,-5.567550659E-2,-1.883888245E-1,-1.798439026E-1
4.676069410E1,-4.819869995E-2,-2.044105530E-1,-1.734352112E-1
4.676569898E1,-4.179000854E-2,-2.128219604E-1,-1.638221741E-1
4.677070386E1,-3.231048584E-2,-2.128219604E-1,-1.564788818E-1
4.677570875E1,-2.056121826E-2,-1.980018616E-1,-1.511383057E-1
4.678071363E1,-6.675720215E-3,-1.777076721E-1,-1.372528076E-1
4.678571851E1,1.255035400E-2,-1.500701904E-1,-1.201629639E-1
4.679075391E1,3.377914429E-2,-1.116180420E-1,-1.021385193E-1
4.679575880E1,5.407333374E-2,-6.689071655E-2,-8.611679077E-2
4.680076368E1,6.996154785E-2,-2.429962158E-2,-8.184432983E-2
4.680576856E1,8.705139160E-2,1.081466675E-2,-7.863998413E-2
4.681077344E1,1.041412354E-1,2.897262573E-2,-7.436752319E-2
4.681580884E1,1.221656799E-1,2.576828003E-2,-7.436752319E-2
4.682081373E1,1.392555237E-1,1.081466675E-2,-6.582260132E-2
4.682581861E1,1.510047913E-1,-9.346008301E-4,-5.420684814E-2
4.683082349E1,1.648902893E-1,-1.054763794E-2,-4.779815674E-2
4.683582838E1,1.700973511E-1,-1.895904541E-2,-3.498077393E-2
4.684083326E1,1.754379272E-1,-2.964019775E-2,-2.002716064E-2
4.684586866E1,1.829147339E-1,-3.711700439E-2,-5.207061768E-3
4.685087354E1,1.968002319E-1,-3.498077393E-2,8.678436279E-3
4.685587842E1,2.053451538E-1,-2.857208252E-2,1.295089722E-2
4.686088331E1,2.085494995E-1,-2.109527588E-2,1.401901245E-2
4.686588819E1,2.074813843E-1,-2.216339111E-2,1.508712769E-2
4.687092359E1,2.064132690E-1,-2.536773682E-2,1.081466675E-2
4.687592847E1,2.085494995E-1,-2.857208252E-2,8.678436279E-3
4.688093336E1,2.106857300E-1,-3.391265869E-2,6.542205811E-3
4.688593824E1,2.106857300E-1,-3.711700439E-2,4.405975342E-3
4.689094312E1,2.064132690E-1,-3.604888916E-2,5.474090576E-3
4.689594800E1,1.946640015E-1,-3.284454346E-2,8.678436279E-3
4.690098341E1,1.818466187E-1,-3.498077393E-2,1.401901245E-2
4.690598829E1,1.722335815E-1,-3.391265869E-2,1.615524292E-2
4.691099317E1,1.638221741E-1,-3.604888916E-2,2.256393433E-2
4.691599805E1,1.510047913E-1,-3.925323486E-2,2.897262573E-2
4.692100294E1,1.403236389E-1,-3.925323486E-2,3.004074097E-2
4.692603834E1,1.307106018E-1,-3.604888916E-2,3.110885620E-2
4.693104322E1,1.189613342E-1,-3.177642822E-2,3.644943237E-2
4.693604810E1,1.116180420E-1,-3.177642822E-2,3.751754761E-2
4.694105299E1,1.041412354E-1,-3.498077393E-2,3.431320190E-2
4.694605787E1,9.666442871E-2,-2.964019775E-2,3.110885620E-2
4.695109327E1,8.705139160E-2,-2.002716064E-2,2.576828003E-2
4.695609815E1,7.530212402E-2,-1.682281494E-2,1.722335815E-2
4.696110303E1,6.261825562E-2,-1.468658447E-2,6.542205811E-3
4.696610792E1,5.941390991E-2,-1.789093018E-2,-3.070831299E-3
4.697111280E1,5.941390991E-2,-2.323150635E-2,-1.161575317E-2
4.697614820E1,6.048202515E-2,-2.536773682E-2,-2.002716064E-2
4.698115308E1,5.514144897E-2,-3.391265869E-2,-2.323150635E-2
4.698615797E1,5.193710327E-2,-4.138946533E-2,-2.857208252E-2
4.699116285E1,5.407333374E-2,-4.566192627E-2,-3.070831299E-2
4.699616773E1,5.834579468E-2,-3.711700439E-2,-2.964019775E-2
4.700117261E1,5.727767944E-2,-2.429962158E-2,-2.857208252E-2
4.700620802E1,5.727767944E-2,-1.054763794E-2,-2.857208252E-2
4.701121290E1,5.620956421E-2,2.269744873E-3,-2.750396729E-2
4.701621778E1,5.193710327E-2,9.746551514E-3,-2.643585205E-2
4.702122266E1,4.766464233E-2,2.042770386E-2,-2.323150635E-2
4.702622755E1,4.446029663E-2,2.790451050E-2,-1.575469971E-2
4.703126295E1,3.805160522E-2,2.790451050E-2,-1.575469971E-2
4.703626783E1,3.377914429E-2,2.363204956E-2,-1.789093018E-2
4.704127271E1,3.377914429E-2,2.363204956E-2,-1.789093018E-2
4.704627760E1,3.484725952E-2,2.256393433E-2,-1.895904541E-2
4.705128248E1,3.271102905E-2,1.935958862E-2,-1.789093018E-2
4.705631788E1,3.164291382E-2,1.508712769E-2,-1.468658447E-2
4.706132276E1,3.377914429E-2,8.678436279E-3,-1.161575317E-2
4.706632764E1,3.484725952E-2,4.405975342E-3,-5.207061768E-3
4.707133253E1,3.591537476E-2,6.542205811E-3,-4.138946533E-3
4.707633741E1,3.698348999E-2,6.542205811E-3,-5.207061768E-3
4.708137281E1,3.911972046E-2,6.542205811E-3,-5.207061768E-3
4.708637769E1,4.339218140E-2,8.678436279E-3,-2.002716064E-3
4.709138258E1,4.339218140E-2,8.678436279E-3,1.335144043E-4
4.709638746E1,4.232406616E-2,8.678436279E-3,2.269744873E-3
4.710139234E1,4.232406616E-2,7.610321045E-3,3.337860107E-3
4.710642774E1,4.232406616E-2,3.337860107E-3,3.337860107E-3
4.711143262E1,3.911972046E-2,7.610321045E-3,6.542205811E-3
4.711643751E1,3.164291382E-2,1.188278198E-2,8.678436279E-3
4.712144239E1,2.737045288E-2,1.401901245E-2,9.746551514E-3
4.712644727E1,2.737045288E-2,1.295089722E-2,8.678436279E-3
4.713145216E1,3.164291382E-2,1.188278198E-2,9.746551514E-3
4.713645704E1,3.057479858E-2,6.542205811E-3,1.081466675E-2
4.714149244E1,3.271102905E-2,1.201629639E-3,9.746551514E-3
4.714649732E1,3.057479858E-2,5.474090576E-3,8.678436279E-3
4.715150220E1,3.484725952E-2,6.542205811E-3,7.610321045E-3
4.715650709E1,4.018783569E-2,6.542205811E-3,7.610321045E-3
4.716151197E1,4.552841187E-2,-9.346008301E-4,4.405975342E-3
4.716654737E1,5.086898804E-2,-9.479522705E-3,1.201629639E-3
4.717155225E1,5.620956421E-2,-1.054763794E-2,-2.002716064E-3
4.717655714E1,6.462097168E-2,-1.054763794E-2,-7.343292236E-3
4.718156202E1,6.261825562E-2,-1.789093018E-2,-9.479522705E-3
4.718656690E1,6.048202515E-2,-2.643585205E-2,-7.343292236E-3
4.719160230E1,5.834579468E-2,-2.536773682E-2,-8.411407471E-3
4.719660718E1,5.407333374E-2,-2.536773682E-2,-7.343292236E-3
4.720161207E1,5.193710327E-2,-2.643585205E-2,-7.343292236E-3
4.720661695E1,4.766464233E-2,-2.536773682E-2,-4.138946533E-3
4.721162183E1,4.446029663E-2,-2.216339111E-2,-4.138946533E-3
4.721662672E1,4.232406616E-2,-1.361846924E-2,-6.275177002E-3
4.722166212E1,4.125595093E-2,-3.070831299E-3,-5.207061768E-3
4.722666700E1,4.018783569E-2,1.201629639E-3,-3.070831299E-3
4.723167188E1,3.805160522E-2,2.269744873E-3,-3.070831299E-3
4.723667677E1,3.698348999E-2,6.542205811E-3,-3.070831299E-3
4.724168165E1,3.377914429E-2,6.542205811E-3,-3.070831299E-3
4.724671705E1,3.057479858E-2,5.474090576E-3,-3.070831299E-3
4.725172193E1,2.950668335E-2,8.678436279E-3,-4.138946533E-3
4.725672681E1,2.737045288E-2,1.188278198E-2,-4.138946533E-3
4.726173170E1,2.630233765E-2,8.678436279E-3,-4.138946533E-3
4.726673658E1,2.309799194E-2,5.474090576E-3,-3.070831299E-3
4.727177198E1,2.202987671E-2,1.335144043E-4,-4.138946533E-3
4.727677686E1,2.309799194E-2,1.201629639E-3,-6.275177002E-3
4.728178174E1,2.202987671E-2,3.337860107E-3,-4.138946533E-3
4.728678663E1,2.202987671E-2,1.335144043E-4,-3.070831299E-3
4.729179151E1,2.202987671E-2,3.337860107E-3,-3.070831299E-3
4.729679639E1,2.096176147E-2,2.269744873E-3,-3.070831299E-3
4.730183179E1,2.309799194E-2,3.337860107E-3,-9.346008301E-4
4.730683668E1,2.416610718E-2,5.474090576E-3,3.337860107E-3
4.731184156E1,2.309799194E-2,7.610321045E-3,6.542205811E-3
4.731684644E1,1.775741577E-2,6.542205811E-3,1.081466675E-2
4.732185133E1,1.562118530E-2,5.474090576E-3,1.295089722E-2
4.732688672E1,1.562118530E-2,3.337860107E-3,1.295089722E-2
4.733189161E1,1.348495483E-2,1.335144043E-4,1.401901245E-2
4.733689649E1,9.346008301E-3,-9.346008301E-4,1.295089722E-2
4.734190137E1,5.073547363E-3,2.269744873E-3,1.081466675E-2
4.734690626E1,7.209777832E-3,-2.002716064E-3,4.405975342E-3
4.735191114E1,7.209777832E-3,-8.411407471E-3,-9.346008301E-4
4.735694654E1,8.277893066E-3,-1.361846924E-2,-2.002716064E-3
4.736195142E1,1.348495483E-2,-1.895904541E-2,-4.138946533E-3
4.736695631E1,1.882553101E-2,-1.895904541E-2,-7.343292236E-3
4.737196119E1,1.775741577E-2,-1.789093018E-2,-9.479522705E-3
4.737696607E1,1.562118530E-2,-1.054763794E-2,-9.479522705E-3
4.738200147E1,1.041412354E-2,-8.411407471E-3,-7.343292236E-3
4.738700635E1,5.073547363E-3,-7.343292236E-3,-5.207061768E-3
4.739201124E1,-2.403259277E-3,-9.479522705E-3,-2.002716064E-3
4.739701612E1,-1.308441162E-2,-9.479522705E-3,-9.346008301E-4
4.740202100E1,-2.376556396E-2,-9.479522705E-3,2.269744873E-3
4.740705640E1,-3.538131714E-2,-1.361846924E-2,2.269744873E-3
4.741206129E1,-4.285812378E-2,-1.575469971E-2,3.337860107E-3
4.741706617E1,-5.033493042E-2,-1.575469971E-2,4.405975342E-3
4.742207105E1,-5.247116089E-2,-1.575469971E-2,4.405975342E-3
4.742707593E1,-5.247116089E-2,-1.468658447E-2,3.337860107E-3
4.743208082E1,-5.887985229E-2,-8.411407471E-3,1.335144043E-4
4.743711622E1,-6.208419800E-2,-7.343292236E-3,-2.002716064E-3
4.744212110E1,-5.460739136E-2,-1.054763794E-2,-3.070831299E-3
4.744712598E1,-3.965377808E-2,-1.468658447E-2,-4.138946533E-3
4.745213087E1,-2.910614014E-2,-1.468658447E-2,-8.411407471E-3
4.745713575E1,-2.162933350E-2,-1.575469971E-2,-1.255035400E-2
4.746217115E1,-1.628875732E-2,-1.895904541E-2,-1.682281494E-2
4.746717603E1,-1.094818115E-2,-2.002716064E-2,-2.216339111E-2
4.747218092E1,-7.743835449E-3,-1.895904541E-2,-2.109527588E-2
4.747718580E1,-4.539489746E-3,-2.216339111E-2,-2.109527588E-2
4.748219068E1,-3.471374512E-3,-2.429962158E-2,-1.789093018E-2
4.748722608E1,-4.539489746E-3,-2.216339111E-2,-1.682281494E-2
4.749223096E1,-8.811950684E-3,-1.682281494E-2,-1.468658447E-2
4.749723585E1,-1.522064209E-2,-8.411407471E-3,-1.361846924E-2
4.750224073E1,-1.949310303E-2,-5.207061768E-3,-9.479522705E-3
4.750724561E1,-1.949310303E-2,-5.207061768E-3,-2.002716064E-3
4.751225050E1,-1.415252686E-2,-3.070831299E-3,-2.002716064E-3
4.751728590E1,-8.811950684E-3,2.269744873E-3,-4.138946533E-3
4.752229078E1,-6.675720215E-3,1.188278198E-2,-9.346008301E-4
4.752729566E1,-2.403259277E-3,2.042770386E-2,4.405975342E-3
4.753230054E1,7.209777832E-3,1.935958862E-2,8.678436279E-3
4.753730543E1,1.882553101E-2,1.615524292E-2,9.746551514E-3
4.754234083E1,2.950668335E-2,1.081466675E-2,7.610321045E-3
4.754734571E1,3.805160522E-2,1.081466675E-2,5.474090576E-3
4.755235059E1,4.018783569E-2,1.188278198E-2,3.337860107E-3
4.755735548E1,4.125595093E-2,1.081466675E-2,2.269744873E-3
4.756236036E1,4.446029663E-2,7.610321045E-3,6.542205811E-3
4.756739576E1,4.552841187E-2,4.405975342E-3,6.542205811E-3
4.757240064E1,4.339218140E-2,4.405975342E-3,4.405975342E-3
4.757740552E1,4.018783569E-2,7.610321045E-3,4.405975342E-3
4.758241041E1,3.057479858E-2,8.678436279E-3,5.474090576E-3
4.758741529E1,2.416610718E-2,1.188278198E-2,9.746551514E-3
4.759242017E1,1.882553101E-2,1.615524292E-2,1.401901245E-2
4.759745557E1,1.148223877E-2,1.829147339E-2,1.935958862E-2
4.760246046E1,8.277893066E-3,2.042770386E-2,2.042770386E-2
4.760746534E1,6.141662598E-3,1.935958862E-2,1.722335815E-2
4.761247022E1,1.869201660E-3,2.042770386E-2,1.829147339E-2
4.761747510E1,2.937316895E-3,2.256393433E-2,2.042770386E-2
4.762251050E1,8.277893066E-3,2.363204956E-2,2.042770386E-2
4.762751539E1,1.255035400E-2,2.683639526E-2,2.149581909E-2
4.763252027E1,1.562118530E-2,3.110885620E-2,2.042770386E-2
4.763752515E1,2.202987671E-2,2.897262573E-2,1.722335815E-2
4.764253004E1,3.057479858E-2,2.363204956E-2,1.508712769E-2
4.764753492E1,4.018783569E-2,1.615524292E-2,1.508712769E-2
4.765253980E1,4.446029663E-2,1.081466675E-2,1.508712769E-2
4.765757520E1,4.980087280E-2,8.678436279E-3,1.508712769E-2
4.766258008E1,5.620956421E-2,1.188278198E-2,1.829147339E-2
4.766758497E1,6.368637085E-2,9.746551514E-3,1.722335815E-2
4.767258985E1,6.889343262E-2,1.081466675E-2,1.935958862E-2
4.767762525E1,7.530212402E-2,1.722335815E-2,1.935958862E-2
4.768263013E1,7.743835449E-2,2.149581909E-2,1.829147339E-2
4.768763502E1,7.637023926E-2,2.790451050E-2,1.829147339E-2
4.769263990E1,7.850646973E-2,2.470016479E-2,2.042770386E-2
4.769764478E1,7.957458496E-2,1.829147339E-2,2.042770386E-2
4.770268018E1,7.957458496E-2,1.722335815E-2,2.042770386E-2
4.770768506E1,7.530212402E-2,1.722335815E-2,1.935958862E-2
4.771268995E1,7.850646973E-2,1.081466675E-2,1.935958862E-2
4.771769483E1,8.064270020E-2,1.081466675E-2,1.935958862E-2
4.772269971E1,7.423400879E-2,1.081466675E-2,1.829147339E-2
4.772770460E1,6.889343262E-2,6.542205811E-3,1.935958862E-2
4.773274000E1,6.462097168E-2,1.335144043E-4,1.829147339E-2
4.773774488E1,5.941390991E-2,-8.411407471E-3,1.722335815E-2
4.774274976E1,5.727767944E-2,-1.148223877E-2,1.401901245E-2
4.774775464E1,5.620956421E-2,-9.479522705E-3,1.508712769E-2
4.775275953E1,5.300521851E-2,-6.275177002E-3,1.615524292E-2
4.775776441E1,4.873275757E-2,-4.138946533E-3,1.401901245E-2
4.776276929E1,4.980087280E-2,-4.138946533E-3,1.188278198E-2
4.776780469E1,4.552841187E-2,-2.002716064E-3,8.678436279E-3
4.777280958E1,4.339218140E-2,-3.070831299E-3,7.610321045E-3
4.777781446E1,4.125595093E-2,-5.207061768E-3,6.542205811E-3
4.778284986E1,3.911972046E-2,-7.343292236E-3,6.542205811E-3
4.778785474E1,3.271102905E-2,-1.054763794E-2,8.678436279E-3
4.779285963E1,3.271102905E-2,-1.255035400E-2,4.405975342E-3
4.779786451E1,2.950668335E-2,-1.148223877E-2,6.542205811E-3
4.780286939E1,2.630233765E-2,-1.054763794E-2,6.542205811E-3
4.780787427E1,2.630233765E-2,-7.343292236E-3,7.610321045E-3
4.781290968E1,2.416610718E-2,-7.343292236E-3,9.746551514E-3
4.781791456E1,2.202987671E-2,-4.138946533E-3,7.610321045E-3
4.782291944E1,1.775741577E-2,-5.207061768E-3,7.610321045E-3
4.782792432E1,1.989364624E-2,-8.411407471E-3,6.542205811E-3
4.783292921E1,1.562118530E-2,-1.255035400E-2,6.542205811E-3
4.783796461E1,1.562118530E-2,-1.575469971E-2,3.337860107E-3
4.784296949E1,1.041412354E-2,-1.575469971E-2,2.269744873E-3
4.784797437E1,7.209777832E-3,-1.895904541E-2,2.269744873E-3
4.785297926E1,7.209777832E-3,-1.789093018E-2,-2.002716064E-3
4.785798414E1,7.209777832E-3,-1.789093018E-2,-2.002716064E-3
4.786298902E1,6.141662598E-3,-1.682281494E-2,-9.346008301E-4
4.786802442E1,4.005432129E-3,-1.575469971E-2,-2.002716064E-3
4.787302930E1,1.869201660E-3,-1.468658447E-2,-4.138946533E-3
4.787803419E1,8.010864258E-4,-1.468658447E-2,-3.070831299E-3
4.788303907E1,-1.335144043E-3,-1.682281494E-2,1.335144043E-4
4.788804395E1,8.010864258E-4,-1.361846924E-2,-2.002716064E-3
4.789307935E1,8.010864258E-4,-1.148223877E-2,-2.002716064E-3
4.789808424E1,-3.471374512E-3,-6.275177002E-3,-4.138946533E-3
4.790308912E1,-4.539489746E-3,-4.138946533E-3,-2.002716064E-3
4.790809400E1,-2.403259277E-3,-4.138946533E-3,-2.002716064E-3
4.791309888E1,-2.670288086E-4,-6.275177002E-3,-3.070831299E-3
4.791813428E1,-2.670288086E-4,-5.207061768E-3,-3.070831299E-3
4.792313917E1,8.010864258E-4,-2.002716064E-3,-4.138946533E-3
4.792814405E1,-2.670288086E-4,-4.138946533E-3,-2.002716064E-3
4.793314893E1,-2.670288086E-4,-9.479522705E-3,-9.346008301E-4
4.793815382E1,8.010864258E-4,-1.255035400E-2,-3.070831299E-3
4.794315870E1,8.010864258E-4,-1.054763794E-2,-3.070831299E-3
4.794819410E1,-2.403259277E-3,-1.148223877E-2,-5.207061768E-3
4.795319898E1,-4.539489746E-3,-1.361846924E-2,-6.275177002E-3
4.795820386E1,-3.471374512E-3,-1.682281494E-2,-5.207061768E-3
4.796320875E1,-4.539489746E-3,-1.575469971E-2,-6.275177002E-3
4.796821363E1,-7.743835449E-3,-1.361846924E-2,-3.070831299E-3
4.797324903E1,-4.539489746E-3,-1.361846924E-2,-5.207061768E-3
