"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
6.993962690E1,2.293229103E-2,4.538769722E-1,6.159934998E-1
6.994463178E1,-7.318615913E-2,5.471982956E-1,5.430622101E-1
6.994963666E1,-1.430456638E-1,6.144833565E-1,4.157814980E-1
6.995464154E1,-1.152145863E-1,6.595506668E-1,2.904653549E-1
6.995964643E1,-8.293151855E-2,7.014942169E-1,1.588044167E-1
6.996468183E1,-4.019045830E-2,6.768264771E-1,-8.225917816E-2
6.996968671E1,2.256822586E-2,6.653923988E-1,-2.586088181E-1
6.997469159E1,4.549551010E-2,5.939354897E-1,-4.582076073E-1
6.997969648E1,3.728461266E-2,5.218672752E-1,-5.822854042E-1
6.998470136E1,-5.080866814E-2,3.880548477E-1,-6.071209908E-1
6.998970624E1,-1.101078987E-1,1.925926208E-1,-5.497360229E-1
6.999474164E1,-6.564855576E-2,1.825666428E-2,-4.879474640E-1
6.999974652E1,7.848215103E-2,-1.132879257E-1,-3.308949471E-1
7.000475141E1,1.464138031E-1,-2.294445038E-1,-1.776785851E-1
7.000975629E1,1.933917999E-1,-3.026833534E-1,-5.318689346E-2
7.001476117E1,1.872863770E-1,-4.763383865E-1,1.590933800E-1
7.001979657E1,2.154383659E-1,-6.663222313E-1,3.566250801E-1
7.002480146E1,2.147798538E-1,-8.114943504E-1,5.006246567E-1
7.002980634E1,2.425189018E-1,-9.212374687E-1,5.734524727E-1
7.003481122E1,2.556753159E-1,-9.190211296E-1,6.148209572E-1
7.003981610E1,1.946296692E-1,-7.548031807E-1,5.949831009E-1
7.004485150E1,1.159205437E-1,-5.425505638E-1,5.115027428E-1
7.004985639E1,7.011556625E-2,-3.243980408E-1,4.457311630E-1
7.005486127E1,-3.982210159E-2,-7.878971100E-2,3.473362923E-1
7.005986615E1,-1.303205490E-1,1.642117500E-1,1.716761589E-1
7.006487104E1,-2.124443054E-1,3.696861267E-1,-1.255273819E-2
7.006987592E1,-2.923192978E-1,4.957361221E-1,-2.211775780E-1
7.007491132E1,-2.610425949E-1,4.465432167E-1,-4.474081993E-1
7.007991620E1,-1.995873451E-1,2.520885468E-1,-6.443510056E-1
7.008492108E1,-4.449653625E-2,1.649284363E-2,-6.518325806E-1
7.008992597E1,1.016983986E-1,-7.720375061E-2,-5.867815018E-1
7.009493085E1,1.927447319E-1,-9.735727310E-2,-5.386505127E-1
7.009996625E1,2.236223221E-1,-6.545019150E-2,-4.058132172E-1
7.010497113E1,2.276983261E-1,-6.620979309E-2,-2.694692612E-1
7.010997602E1,1.977663040E-1,-3.488683701E-2,-9.712028503E-2
7.011498090E1,2.566795349E-1,4.066133499E-2,6.818914413E-2
7.011998578E1,3.691906929E-1,1.368203163E-1,1.693215370E-1
7.012499066E1,3.669853210E-1,2.105813026E-1,1.481642723E-1
7.013002607E1,4.083633423E-1,3.455667496E-1,5.289649963E-2
7.013503095E1,4.830069542E-1,5.093107224E-1,-1.376094818E-1
7.014003583E1,4.753365517E-1,5.937833786E-1,-3.410067558E-1
7.014504071E1,4.727535248E-1,5.630178452E-1,-5.779595375E-1
7.015004560E1,5.157003403E-1,3.918399811E-1,-7.079620361E-1
7.015508100E1,6.147851944E-1,3.264832497E-1,-8.381071091E-1
7.016008588E1,5.880708694E-1,2.340912819E-1,-9.075808525E-1
7.016509076E1,4.641470909E-1,3.178629875E-1,-8.702487946E-1
7.017009564E1,2.199592590E-1,3.277382851E-1,-7.900247574E-1
7.017510053E1,6.670427322E-2,2.342300415E-1,-5.366625786E-1
7.018010541E1,3.714752197E-2,1.632952690E-1,-2.240109444E-1
7.018511029E1,1.862239838E-2,9.489965439E-2,6.461668015E-2
7.019011518E1,1.809263229E-2,4.236268997E-2,3.330025673E-1
7.019515058E1,4.023027420E-2,-1.455688477E-2,5.776631832E-1
7.020015546E1,1.268086433E-1,-9.599733353E-2,7.523167133E-1
7.020516034E1,1.382284164E-1,-1.158661842E-1,8.095662594E-1
7.021016523E1,2.943706512E-2,-1.150054932E-1,8.404798508E-1
7.021517011E1,-1.348218918E-1,-1.796622276E-1,8.114180565E-1
7.022017499E1,-3.033695221E-1,-2.115545273E-1,7.283754349E-1
7.022517987E1,-4.605026245E-1,-2.085552216E-1,6.210811138E-1
7.023018476E1,-5.426979065E-1,-1.815543175E-1,4.716250896E-1
7.023522016E1,-5.258426666E-1,-1.476731300E-1,3.227360249E-1
7.024022504E1,-5.113806725E-1,-1.273741722E-1,1.803913116E-1
7.024522992E1,-5.898003578E-1,-1.052355766E-1,8.064055443E-2
7.025023480E1,-5.841078758E-1,-4.767465591E-2,8.447289467E-2
7.025523969E1,-5.852093697E-1,6.810283661E-2,1.275322437E-1
7.026024457E1,-5.200691223E-1,2.122654915E-1,2.065126896E-1
7.026527997E1,-5.310597420E-1,2.843322754E-1,2.532052994E-1
7.027028485E1,-5.467615128E-1,3.564558029E-1,3.945746422E-1
7.027528974E1,-5.846066475E-1,3.677792549E-1,5.200440884E-1
7.028029462E1,-6.511187553E-1,3.604578972E-1,5.888001919E-1
7.028529950E1,-7.537860870E-1,3.046631813E-1,6.305747032E-1
7.029030438E1,-7.601938248E-1,2.878251076E-1,7.025098801E-1
7.029533979E1,-8.079681396E-1,2.536625862E-1,6.885263920E-1
7.030034467E1,-8.024568558E-1,2.214117050E-1,6.129910946E-1
7.030534955E1,-7.579555511E-1,2.674193382E-1,4.267115593E-1
7.031038495E1,-6.491136551E-1,3.436374664E-1,2.721023560E-1
7.031538984E1,-5.413846970E-1,4.307994843E-1,1.266133785E-1
7.032039472E1,-4.037766457E-1,4.798340797E-1,-4.104781151E-2
7.032539960E1,-2.310724258E-1,5.479626656E-1,-2.068309784E-1
7.033040448E1,-1.757926941E-1,5.895514488E-1,-2.917103767E-1
7.033540937E1,-1.803259850E-1,5.293326378E-1,-3.373885155E-1
7.034041425E1,-1.094346046E-1,2.933850288E-1,-3.605046272E-1
7.034541913E1,-2.753782272E-2,6.483316422E-2,-4.062509537E-1
7.035045453E1,-3.613281250E-2,-1.157631874E-1,-3.753590584E-1
7.035545942E1,-1.373772621E-1,-3.535666466E-1,-3.309402466E-1
7.036046430E1,-1.722760201E-1,-5.694618225E-1,-3.026859760E-1
7.036546918E1,-2.153825760E-2,-6.654219627E-1,-2.848334312E-1
7.037050458E1,4.801654816E-2,-7.695441246E-1,-3.741927147E-1
7.037553998E1,6.543016434E-2,-8.664703369E-1,-4.248502254E-1
7.038054486E1,1.384658813E-1,-8.820838928E-1,-2.969138622E-1
7.038554975E1,1.079711914E-1,-9.323492050E-1,-2.354860306E-1
7.039055463E1,5.845355988E-2,-9.189944267E-1,-2.084300518E-1
7.039559003E1,2.313995361E-2,-9.734687805E-1,-6.380033493E-2
7.040059491E1,-7.378578186E-3,-1.028488636E0,1.271972656E-1
7.040559980E1,1.507282257E-3,-9.405822754E-1,2.163293362E-1
7.041060468E1,-3.880596161E-2,-7.145128250E-1,3.989136219E-1
7.041560956E1,-7.062387466E-2,-5.130972862E-1,6.594927311E-1
7.042061444E1,-1.357469559E-1,-2.501659393E-1,7.950339317E-1
7.042564984E1,-2.712445259E-1,3.352928162E-2,8.401260376E-1
7.043065473E1,-3.073506355E-1,2.145791054E-1,8.158636093E-1
7.043565961E1,-1.441850662E-1,3.407955170E-1,7.560102940E-1
7.044066449E1,1.754283905E-3,3.400540352E-1,6.119616032E-1
7.044566938E1,-1.548814774E-2,3.305683136E-1,4.463105202E-1
7.045070478E1,-1.051721573E-1,3.062953949E-1,3.385159969E-1
7.045570966E1,-2.274341583E-1,2.863254547E-1,3.246092796E-1
7.046071454E1,-3.549218178E-1,2.746090889E-1,2.975502014E-1
7.046571942E1,-4.313011169E-1,1.769881248E-1,3.358962536E-1
7.047072431E1,-3.976945877E-1,1.549658775E-1,4.078323841E-1
7.047575971E1,-3.797068596E-1,1.010317802E-1,3.894436359E-1
7.048076459E1,-4.296927452E-1,-5.043745041E-2,4.069764614E-1
7.048576947E1,-3.482351303E-1,-1.772871017E-1,3.549311161E-1
7.049077436E1,-1.297769547E-1,-2.722811699E-1,2.738690376E-1
7.049577924E1,-8.393287659E-3,-3.142342567E-1,2.463085651E-1
7.050078412E1,-5.673837662E-2,-4.335098267E-1,2.293231487E-1
7.050581952E1,1.304864883E-2,-5.638551712E-1,1.395661831E-1
7.051082441E1,2.424597740E-1,-6.836452484E-1,9.778237343E-2
7.051582929E1,3.635096550E-1,-6.911978722E-1,9.212756157E-2
7.052083417E1,4.660067558E-1,-6.224250793E-1,2.316105366E-1
7.052583905E1,3.948798180E-1,-5.647859573E-1,3.095200062E-1
7.053087445E1,4.190740585E-1,-4.761648178E-1,3.487935066E-1
7.053587934E1,5.037465096E-1,-2.455615997E-1,3.048546314E-1
7.054088422E1,6.332120895E-1,-3.959274292E-2,2.140164375E-1
7.054588910E1,7.863197327E-1,1.388063431E-1,1.007497311E-1
7.055089398E1,1.029558659E0,2.951154709E-1,5.576848984E-2
7.055589887E1,1.069257259E0,3.800649643E-1,6.838274002E-2
7.056093427E1,9.094257355E-1,3.004150391E-1,3.705239296E-2
7.056593915E1,1.036415100E0,4.247469902E-1,-8.884549141E-2
7.057094403E1,1.153833389E0,5.125393867E-1,-2.461903095E-1
7.057594892E1,1.288728237E0,5.457782745E-1,-3.587820530E-1
7.058095380E1,1.377934456E0,5.794873238E-1,-4.490873814E-1
7.058598920E1,1.300930977E0,5.669665337E-1,-4.632582664E-1
7.059099408E1,1.199738979E0,4.738783836E-1,-4.851851463E-1
7.059599896E1,1.033276081E0,3.316416740E-1,-5.364520550E-1
7.060100385E1,9.413657188E-1,1.752543449E-1,-4.910869598E-1
7.060600873E1,9.234709740E-1,8.871603012E-2,-4.712576866E-1
7.061104413E1,9.413990974E-1,1.422467232E-1,-5.070950985E-1
7.061604901E1,8.550963402E-1,1.380696297E-1,-4.835557938E-1
7.062105390E1,7.299919128E-1,8.219432831E-2,-4.182524681E-1
7.062605878E1,6.600689888E-1,6.554412842E-2,-3.466029167E-1
7.063106366E1,6.571092606E-1,8.071851730E-2,-2.895424366E-1
7.063606854E1,6.220641136E-1,1.117477417E-1,-2.139842510E-1
7.064110395E1,5.335931778E-1,1.320800781E-1,-1.862192154E-2
7.064610883E1,4.035606384E-1,1.057562828E-1,1.907374859E-1
7.065111371E1,2.805600166E-1,-9.930133820E-3,3.710138798E-1
7.065611859E1,3.353424072E-1,-2.575874329E-2,5.439877510E-1
7.066112348E1,3.815889359E-1,-4.485225677E-2,7.157723904E-1
7.066615888E1,2.191438675E-1,-6.007337570E-2,9.219796658E-1
7.067116376E1,7.499933243E-2,-8.869504929E-2,1.074999332E0
7.067616864E1,-2.328681946E-2,-1.161112785E-1,1.171866894E0
7.068117353E1,-3.296422958E-2,-9.221553802E-3,1.220407486E0
7.068617841E1,-4.385995865E-2,3.590297699E-2,1.229368687E0
7.069121381E1,-1.370921135E-1,-9.321689606E-3,1.274427652E0
7.069621869E1,-1.694073677E-1,-5.344438553E-2,1.262876749E0
7.070122358E1,-1.804528236E-1,-9.262418747E-2,1.146156549E0
7.070622846E1,-1.081399918E-1,-7.311725616E-2,9.827313423E-1
7.071123334E1,3.796672821E-2,3.109455109E-2,8.201687336E-1
7.071623822E1,8.245468140E-2,1.523871422E-1,6.004738808E-1
7.072127362E1,-3.399372101E-3,2.321438789E-1,4.692139626E-1
7.072627851E1,-5.034399033E-2,3.242316246E-1,3.226516247E-1
7.073128339E1,-1.419067383E-3,3.449139595E-1,1.206934452E-1
7.073628827E1,1.304936409E-1,4.530286789E-1,-1.066505909E-1
7.074129316E1,1.677923203E-1,5.212798119E-1,-3.009219170E-1
7.074632856E1,1.314692497E-1,4.967961311E-1,-4.273376465E-1
7.075133344E1,4.956245422E-3,4.575176239E-1,-5.467207432E-1
7.075633832E1,-2.264976501E-3,3.796119690E-1,-6.096563339E-1
7.076134320E1,7.273340225E-2,3.015308380E-1,-7.007055283E-1
7.076634809E1,1.402716637E-1,3.223423958E-1,-7.960770130E-1
7.077135297E1,1.668596268E-1,2.863602638E-1,-7.813549042E-1
7.077638837E1,1.572122574E-1,2.535419464E-1,-8.024704456E-1
7.078139325E1,1.231231689E-1,2.537069321E-1,-7.915894985E-1
7.078639814E1,9.449243546E-2,2.235393524E-1,-7.570180893E-1
7.079140302E1,1.773433685E-1,2.359609604E-1,-7.184231281E-1
7.079640790E1,1.228146553E-1,2.573494911E-1,-7.250990868E-1
7.080141278E1,5.527830124E-2,2.339205742E-1,-6.586747169E-1
7.080641767E1,3.898525238E-2,2.232437134E-1,-5.684747696E-1
7.081145307E1,1.110582352E-1,1.725783348E-1,-5.442430973E-1
7.081645795E1,4.656362534E-2,7.235765457E-2,-4.198744297E-1
7.082146283E1,-4.579877853E-2,1.245450974E-2,-2.660419941E-1
7.082649823E1,-2.004909515E-2,-1.428890228E-2,-1.937098503E-1
7.083150312E1,-7.353973389E-2,1.845741272E-2,-1.129519939E-1
7.083650800E1,-1.498079300E-1,7.990837097E-3,-2.555298805E-2
7.084151288E1,-1.745867729E-1,2.859640121E-2,1.621866226E-2
7.084651776E1,-1.703534126E-1,1.210784912E-2,5.705595016E-2
7.085152265E1,-1.261935234E-1,6.388330460E-2,4.952287674E-2
7.085655805E1,-1.055440903E-1,7.498359680E-2,1.095852852E-1
7.086156293E1,-9.424781799E-2,1.092100143E-2,1.522109509E-1
7.086656781E1,-1.077127457E-2,-4.448318481E-2,1.944816113E-1
7.087157270E1,-1.667070389E-2,-1.009340286E-1,1.643757820E-1
7.087657758E1,-3.539514542E-2,-1.799683571E-1,7.498121262E-2
7.088161298E1,-5.752038956E-2,-2.123084068E-1,5.271267891E-2
7.088661786E1,-6.817913055E-2,-1.906433105E-1,-8.125066757E-3
7.089162274E1,2.603101730E-2,-1.630530357E-1,-9.332537651E-2
7.089662763E1,7.775878906E-2,-1.486907005E-1,-1.312754154E-1
7.090163251E1,2.533111572E-1,-1.855516434E-2,-1.425836086E-1
7.090666791E1,3.315610886E-1,1.304864883E-2,-1.870722771E-1
7.091167279E1,3.473706245E-1,8.134937286E-2,-1.797521114E-1
7.091667768E1,3.585419655E-1,9.785270691E-2,-1.620907784E-1
7.092168256E1,3.184361458E-1,1.105079651E-1,-6.225681305E-2
7.092668744E1,2.868518829E-1,7.528448105E-2,2.785444260E-3
7.093169232E1,2.268610001E-1,3.040790558E-3,4.527974129E-2
7.093672773E1,2.247829437E-1,-5.494308472E-2,2.074370384E-1
7.094173261E1,1.525583267E-1,-1.333265305E-1,3.707277775E-1
7.094673749E1,-5.694866180E-2,-2.546305656E-1,5.411307812E-1
7.095174237E1,-3.147048950E-1,-3.610816002E-1,7.219386101E-1
7.095674726E1,-5.209236145E-1,-4.464726448E-1,9.128732681E-1
7.096178266E1,-6.711578369E-1,-4.711966515E-1,1.032666445E0
7.096678754E1,-7.310743332E-1,-4.351625443E-1,1.049092054E0
7.097179242E1,-7.303633690E-1,-3.253498077E-1,9.889137745E-1
7.097679730E1,-6.089806557E-1,-1.071677208E-1,8.370249271E-1
7.098180219E1,-4.143013954E-1,7.207345963E-2,5.485627651E-1
7.098680707E1,-3.024954796E-1,1.162538528E-1,1.555879116E-1
7.099184247E1,-1.789879799E-1,3.013501167E-1,-8.657002449E-2
7.099684735E1,-1.305484772E-1,4.787421227E-1,-2.735738754E-1
7.100185224E1,-1.795802116E-1,5.335435867E-1,-3.492193222E-1
7.100685712E1,-1.586785316E-1,5.091085434E-1,-3.218781948E-1
7.101186200E1,-9.788608551E-2,4.641189575E-1,-2.012999058E-1
7.101689740E1,-7.289838791E-2,3.833289146E-1,-9.147834778E-2
7.102190229E1,1.788091660E-2,2.884488106E-1,-5.673646927E-2
7.102690717E1,1.181864738E-1,1.627979279E-1,-2.040958405E-2
7.103191205E1,1.885552406E-1,7.090806961E-2,1.842021942E-3
7.103691693E1,2.794446945E-1,2.104377747E-2,-6.644248962E-3
7.104195234E1,2.952737808E-1,1.435756683E-2,-8.581161499E-3
7.104695722E1,2.696137428E-1,3.261995316E-2,-2.835988998E-2
7.105196210E1,1.319966316E-1,4.124164581E-2,1.239776611E-5
7.105696698E1,1.086397171E-1,6.346702576E-4,-1.571893692E-2
7.106197187E1,1.165833473E-1,5.553483963E-2,-3.399085999E-2
7.106697675E1,9.004592896E-2,8.981418610E-2,-4.053497314E-2
7.107201215E1,1.365137100E-2,5.436372757E-2,2.321290970E-2
7.107701703E1,-8.064842224E-2,8.037090302E-3,6.256389618E-2
7.108202192E1,-1.344900131E-1,-6.335639954E-2,-1.923465729E-2
7.108702680E1,-1.443004608E-1,-6.294965744E-2,3.142356873E-4
7.109203168E1,-7.310962677E-2,-8.280801773E-2,8.858203888E-3
7.109706708E1,-1.443719864E-2,-1.001667976E-1,3.975152969E-2
7.110207196E1,1.023554802E-1,-7.326126099E-2,7.499599457E-2
7.110707685E1,1.614046097E-1,-7.389593124E-2,1.709518433E-1
7.111208173E1,1.782050133E-1,-3.852605820E-2,2.486958504E-1
7.111708661E1,1.710243225E-1,2.675628662E-2,2.893972397E-1
7.112212201E1,1.150732040E-1,3.590250015E-2,3.353128433E-1
7.112712690E1,7.731819153E-2,6.683015823E-2,3.017396927E-1
7.113213178E1,4.933547974E-2,6.205129623E-2,2.783021927E-1
7.113713666E1,-3.629207611E-3,5.875205994E-2,1.909165382E-1
7.114214154E1,-4.702186584E-2,-5.308961868E-2,1.757445335E-1
7.114714643E1,-5.357265472E-2,-7.370758057E-2,9.492588043E-2
7.115218183E1,-8.314228058E-2,-3.428220749E-2,9.322118759E-2
7.115718671E1,-7.467222214E-2,-4.867601395E-2,1.152338982E-1
7.116219159E1,-5.316543579E-2,-5.215740204E-2,1.313385963E-1
7.116719648E1,-3.195762634E-3,-2.090930939E-2,7.196664810E-2
7.117220136E1,-1.197338104E-3,3.018856049E-3,2.792882919E-2
7.117723676E1,4.771280289E-2,1.474094391E-2,7.109642029E-2
7.118224164E1,9.558439255E-2,6.927680969E-2,1.427550316E-1
7.118724652E1,1.316466331E-1,1.856875420E-1,2.511878014E-1
7.119225141E1,1.211404800E-1,2.323832512E-1,2.790408134E-1
7.119725629E1,7.356023788E-2,1.927390099E-1,2.874031067E-1
7.120226117E1,8.313703537E-2,1.423358917E-1,3.060812950E-1
7.120729657E1,6.611728668E-2,9.082651138E-2,3.077869415E-1
7.121230146E1,1.074600220E-2,4.537343979E-2,2.340645790E-1
7.121730634E1,5.083417892E-2,3.486871719E-2,1.665110588E-1
7.122231122E1,3.083562851E-2,-1.855945587E-2,1.241044998E-1
7.122731610E1,1.812219620E-2,-2.404880524E-2,7.113838196E-2
7.123235150E1,7.936000824E-3,-4.864072800E-2,1.720142365E-2
7.123735639E1,3.135395050E-2,-1.814126968E-2,-5.320358276E-2
7.124236127E1,9.093093872E-2,-2.603244781E-2,-8.389425278E-2
7.124736615E1,1.094708443E-1,1.609420776E-2,-1.478958130E-1
7.125240155E1,9.028005600E-2,6.250858307E-2,-1.268587112E-1
7.125740644E1,4.657363892E-2,7.048702240E-2,-1.118021011E-1
7.126241132E1,-9.238719940E-3,9.964513779E-2,-1.392297745E-1
7.126741620E1,-5.461502075E-2,7.381725311E-2,-1.602926254E-1
7.127242108E1,-8.645677567E-2,7.914924622E-2,-1.738419533E-1
7.127742597E1,-1.656084061E-1,9.397029877E-2,-2.181873322E-1
7.128246137E1,-2.353644371E-1,9.995555878E-2,-3.120231628E-1
7.128746625E1,-2.766866684E-1,6.763648987E-2,-3.260331154E-1
7.129247113E1,-3.193984032E-1,-5.446910858E-3,-3.166422844E-1
7.129747602E1,-3.194923401E-1,-5.473375320E-2,-3.176550865E-1
7.130248090E1,-3.070917130E-1,-8.267068863E-2,-2.623257637E-1
7.130748578E1,-2.380623817E-1,-1.263937950E-1,-1.508588791E-1
7.131252118E1,-2.032046318E-1,-1.403460503E-1,-8.706235886E-2
7.131752607E1,-1.054821014E-1,-9.458637238E-2,-8.490133286E-2
7.132253095E1,-2.103281021E-2,-9.588241577E-3,-1.188607216E-1
7.132753583E1,-8.252143860E-3,3.363609314E-3,-9.439945221E-2
7.133254071E1,2.742052078E-2,7.355499268E-2,-7.598447800E-2
7.133757611E1,6.474208832E-2,1.028385162E-1,-6.815528870E-2
7.134258100E1,7.458543777E-2,5.784845352E-2,-4.611206055E-2
7.134758588E1,5.920982361E-2,7.383537292E-2,2.112722397E-2
7.135259076E1,3.534698486E-2,9.341430664E-2,9.061956406E-2
7.135759564E1,6.996393204E-2,9.272289276E-2,1.396698952E-1
7.136260053E1,6.503725052E-2,7.306909561E-2,1.411013603E-1
7.136763593E1,-5.009365082E-2,6.554841995E-2,1.437773705E-1
7.137264081E1,-8.044195175E-2,7.494592667E-2,1.070165634E-1
7.137764569E1,-9.038686752E-2,7.020425797E-2,2.291774750E-2
7.138265058E1,-7.471132278E-2,8.343029022E-2,-7.371377945E-2
7.138765546E1,-2.622365952E-2,1.216402054E-1,-1.997752190E-1
7.139269086E1,7.299470901E-2,1.644110680E-1,-1.783418655E-1
7.139769574E1,1.046857834E-1,1.410799026E-1,-2.081332207E-1
7.140270063E1,7.434749603E-2,-1.145439148E-1,-1.678433418E-1
7.140770551E1,2.013549805E-1,-1.582822800E-1,-2.178335190E-2
7.141271039E1,2.487244606E-1,-2.069239616E-1,-2.256202698E-2
7.141774579E1,1.797094345E-1,-1.864557266E-1,-2.719402313E-3
7.142275067E1,2.964973450E-3,-1.076650620E-1,8.946514130E-2
7.142775556E1,-1.822528839E-1,-9.696769714E-2,9.421062469E-2
7.143276044E1,-1.775879860E-1,-9.188556671E-2,5.728197098E-2
7.143776532E1,-1.683588028E-1,-8.655691147E-2,7.513523102E-3
7.144277021E1,-1.962556839E-1,-5.589485168E-2,1.193809509E-2
7.144777509E1,-2.098550797E-1,-3.338670731E-2,-3.469753265E-2
7.145281049E1,-1.839928627E-1,-2.483367920E-2,-6.143331528E-2
7.145781537E1,-1.476874352E-1,-4.954957962E-2,-1.783514023E-2
7.146282025E1,-1.187005043E-1,-7.049322128E-2,-5.761957169E-2
7.146782514E1,-1.161479950E-2,-3.065586090E-2,-3.995800018E-2
7.147286054E1,-3.940582275E-2,-5.425453186E-3,7.024478912E-2
7.147786542E1,-1.037549973E-1,-1.707887650E-2,1.773686409E-1
7.148287030E1,-9.049797058E-2,1.266002655E-3,2.470912933E-1
7.148787519E1,-1.416707039E-1,-7.884979248E-2,3.650918007E-1
7.149288007E1,-2.606558800E-1,-1.972494125E-1,3.513803482E-1
7.149788495E1,-3.106427193E-1,-2.776889801E-1,2.363519669E-1
7.150292035E1,-3.635292053E-1,-2.845950127E-1,1.369528770E-1
7.150792524E1,-3.799562454E-1,-2.949337959E-1,1.054162979E-1
7.151293012E1,-3.838667870E-1,-3.087301254E-1,-7.764816284E-3
7.151793500E1,-3.190860748E-1,-2.661690712E-1,-5.902385712E-2
7.152293988E1,-2.739644051E-1,-2.498641014E-1,-9.019613266E-2
7.152797528E1,-2.089796066E-1,-1.498255730E-1,-1.143937111E-1
7.153298017E1,-1.802959442E-1,-7.967472076E-2,-1.518692970E-1
7.153798505E1,-1.124911308E-1,-2.625179291E-2,-1.499209404E-1
7.154298993E1,-3.402328491E-2,5.950927734E-2,-7.251930237E-2
7.154799482E1,7.345199585E-3,1.320118904E-1,2.279043198E-2
7.155303022E1,2.246475220E-2,1.124291420E-1,1.086611748E-1
7.155803510E1,9.049749374E-2,1.204757690E-1,1.566023827E-1
7.156303998E1,1.560702324E-1,1.057777405E-1,2.176361084E-1
7.156804486E1,1.331820488E-1,1.174440384E-1,1.818985939E-1
7.157304975E1,1.271748543E-1,1.218767166E-1,1.414585114E-1
7.157805463E1,1.225137711E-1,1.070070267E-1,1.631054878E-1
7.158309003E1,7.364940643E-2,1.147718430E-1,1.259303093E-1
7.158809491E1,7.635641098E-2,9.496402740E-2,1.378507614E-1
7.159309980E1,3.495311737E-2,4.870414734E-2,9.459781647E-2
7.159810468E1,-4.451513290E-2,7.215023041E-3,5.855274200E-2
7.160310956E1,-1.151227951E-2,4.031181335E-3,4.526853561E-2
7.160814496E1,4.583358765E-3,-2.774906158E-2,4.873657227E-2
7.161314984E1,4.099321365E-2,-6.434440613E-2,1.892089844E-3
7.161815473E1,4.634332657E-2,-6.634235382E-2,-5.700159073E-2
7.162315961E1,-2.120304108E-2,-4.211616516E-2,-3.341817856E-2
7.162816449E1,-3.703594208E-3,-6.570386887E-2,-2.170133591E-2
7.163316938E1,6.296253204E-2,-2.946710587E-2,2.727508545E-2
7.163820478E1,5.076789856E-2,4.021787643E-2,4.284095764E-2
7.164320966E1,1.374435425E-2,4.409503937E-2,5.393123627E-2
7.164821454E1,1.117677689E-1,9.125709534E-2,3.174781799E-3
7.165321942E1,1.620097160E-1,9.895277023E-2,4.956912994E-2
7.165822431E1,2.125210762E-1,8.634901047E-2,1.733207703E-2
7.166325971E1,2.058382034E-1,1.179304123E-1,-5.893135071E-2
7.166826459E1,2.090754509E-1,1.337742805E-1,-5.731582642E-2
7.167326947E1,2.331714630E-1,7.759952545E-2,-5.801105499E-2
7.167827436E1,2.324070930E-1,3.207206726E-2,-8.506298065E-3
7.168327924E1,2.819585800E-1,5.830526352E-2,6.246137619E-2
7.168831464E1,2.909851074E-1,9.871673584E-2,4.722452164E-2
7.169331952E1,2.344703674E-1,1.341505051E-1,4.156160355E-2
7.169832441E1,2.164034843E-1,1.599245071E-1,2.277135849E-2
7.170332929E1,2.044887543E-1,1.198315620E-1,2.195644379E-2
7.170833417E1,1.413359642E-1,1.179041862E-1,4.975557327E-2
7.171333905E1,7.716703415E-2,1.086874008E-1,4.634523392E-2
7.171837445E1,1.318359375E-2,9.346580505E-2,3.339958191E-2
7.172337934E1,2.460432053E-2,8.069801331E-2,3.848981857E-2
7.172838422E1,2.055788040E-2,4.893541336E-2,9.285449982E-2
7.173338910E1,2.126216888E-2,-8.999824524E-3,4.804229736E-2
7.173839398E1,7.212638855E-2,2.878141403E-2,-5.119800568E-3
7.174342938E1,6.794881821E-2,2.104473114E-2,-6.875991821E-3
7.174843427E1,6.373167038E-2,2.646541595E-2,-2.062988281E-2
7.175343915E1,3.181505203E-2,2.796792984E-2,-3.430128098E-2
7.175844403E1,1.073217392E-2,-6.100654602E-3,-5.149364471E-3
7.176344892E1,3.075599670E-4,5.831718445E-4,-5.459928513E-2
7.176848432E1,-1.133203506E-2,2.868747711E-2,-4.305410385E-2
7.177348920E1,1.521730423E-2,2.564668655E-2,-4.581022263E-2
7.177849408E1,2.255439758E-2,1.318931580E-2,-9.546279907E-4
7.178349896E1,4.051303864E-2,-1.462078094E-2,1.262044907E-2
7.178850385E1,4.527950287E-2,2.945899963E-3,7.146358490E-3
7.179350873E1,4.995346069E-2,-6.946086884E-3,5.388498306E-2
7.179854413E1,1.169109344E-2,2.263069153E-3,7.283449173E-2
7.180354901E1,1.522970200E-2,7.534027100E-4,8.923530579E-2
7.180855390E1,7.916450500E-2,-1.962041855E-2,5.809354782E-2
7.181355878E1,1.081280708E-1,7.055377960E-2,3.310585022E-2
7.181856366E1,2.310943604E-2,7.569360733E-2,4.984378815E-3
7.182359906E1,3.267717361E-2,4.992818832E-2,-1.449441910E-2
7.182860395E1,8.026647568E-2,1.955223083E-2,-1.364564896E-2
7.183360883E1,5.051803589E-2,3.797149658E-2,-5.316257477E-2
7.183861371E1,4.494667053E-3,4.311037064E-2,-4.964351654E-2
7.184361859E1,-3.210544586E-3,1.743793488E-3,-6.190443039E-2
7.184862348E1,-4.408073425E-2,1.519536972E-2,-5.174922943E-2
7.185365888E1,-5.622959137E-2,-1.783514023E-2,-5.255603790E-2
7.185866376E1,-6.947660446E-2,-2.339410782E-2,-5.239152908E-2
