"Time (s)","Linear Acceleration x (m/s^2)","Linear Acceleration y (m/s^2)","Linear Acceleration z (m/s^2)"
9.659583719E1,1.282146215E0,4.420766830E-1,2.435511112E0
9.660084208E1,1.605526209E0,3.778905869E-1,2.312986374E0
9.660584696E1,1.823338747E0,2.139225006E-1,2.129613161E0
9.661088236E1,2.091498375E0,4.467964172E-2,1.949832439E0
9.661588724E1,2.300314665E0,-1.454229355E-1,1.758566260E0
9.662089212E1,2.499099493E0,-3.839101791E-1,1.570102096E0
9.662589701E1,2.715490103E0,-6.324567795E-1,1.276296139E0
9.663090189E1,3.033366919E0,-8.707799911E-1,9.656754732E-1
9.663593729E1,3.388595104E0,-1.015382767E0,7.433508635E-1
9.664094217E1,3.535256386E0,-1.215868950E0,4.837499261E-1
9.664594706E1,3.479571819E0,-1.321499825E0,1.866607666E-1
9.665095194E1,3.193585634E0,-1.456470490E0,-1.016104817E-1
9.665595682E1,2.748302460E0,-1.480466843E0,-3.475928307E-1
9.666096170E1,2.232432604E0,-1.444664001E0,-4.946566820E-1
9.666599710E1,1.868654013E0,-1.225717545E0,-6.762952209E-1
9.667100199E1,1.695869446E0,-9.121284485E-1,-7.864264846E-1
9.667600687E1,1.491610527E0,-6.344175339E-1,-9.281804562E-1
9.668101175E1,1.264366150E0,-3.997220993E-1,-1.028862715E0
9.668601664E1,1.116740227E0,-1.684284210E-1,-1.160463095E0
9.669105204E1,9.430651665E-1,-1.578521729E-2,-1.307175398E0
9.669605692E1,8.564057350E-1,8.362674713E-2,-1.441616178E0
9.670106180E1,9.486761093E-1,1.896352768E-1,-1.445345402E0
9.670606669E1,1.265478134E0,3.056497574E-1,-1.364565969E0
9.671107157E1,1.560994148E0,2.197313309E-1,-1.257322431E0
9.671610697E1,1.682580471E0,1.591453552E-1,-1.139611840E0
9.672111185E1,1.695780516E0,1.263885498E-1,-1.063680649E0
9.672611673E1,1.645727634E0,1.502838135E-1,-9.512304068E-1
9.673112162E1,1.668648720E0,2.104692459E-1,-9.115750194E-1
9.673612650E1,1.720341921E0,3.439559937E-1,-9.742213488E-1
9.674113138E1,1.738698959E0,4.251260757E-1,-1.101474881E0
9.674616678E1,1.775499105E0,4.563436508E-1,-1.201512218E0
9.675117166E1,1.890965700E0,4.650926590E-1,-1.447650075E0
9.675617655E1,1.908758402E0,3.937187195E-1,-1.694732070E0
9.676118143E1,1.893694162E0,1.514511108E-1,-2.033578634E0
9.676618631E1,1.819782734E0,-1.121673584E-1,-2.360392570E0
9.677122171E1,1.607204676E0,-4.976644516E-1,-2.581676483E0
9.677622660E1,1.268001556E0,-8.781824112E-1,-2.765528679E0
9.678123148E1,8.436644077E-1,-1.336085320E0,-2.763699770E0
9.678623636E1,3.599998951E-1,-1.777827263E0,-2.626065731E0
9.679124125E1,4.372859001E-2,-2.088483810E0,-2.380334377E0
9.679624613E1,-6.835055351E-2,-2.282526970E0,-2.092127085E0
9.680125101E1,-7.641243935E-2,-2.312452316E0,-1.885681629E0
9.680625589E1,-2.168800831E-1,-2.293372154E0,-1.685825825E0
9.681126078E1,-3.118672371E-1,-2.140291214E0,-1.521538734E0
9.681626566E1,-2.241280079E-1,-1.865218163E0,-1.486847878E0
9.682127054E1,3.222179413E-2,-1.533008575E0,-1.454507947E0
9.682627542E1,1.955921650E-1,-1.233570099E0,-1.451953888E0
9.683131082E1,3.237292767E-1,-9.382162094E-1,-1.418253779E0
9.683631571E1,4.345853329E-1,-7.354125977E-1,-1.275550842E0
9.684132059E1,7.439768314E-1,-5.662879944E-1,-1.130938292E0
9.684632547E1,1.238513470E0,-4.427537918E-1,-8.772780299E-1
9.685133036E1,1.772717237E0,-3.099765778E-1,-5.710743070E-1
9.685636576E1,2.231394053E0,-3.129272461E-1,-2.421014309E-1
9.686137064E1,2.629452705E0,-2.555522919E-1,-1.261836290E-2
9.686637552E1,2.817660809E0,-2.240219116E-1,6.735235453E-2
9.687138041E1,2.951381207E0,-1.847610474E-1,8.617979288E-2
9.687641581E1,3.056708097E0,-9.819602966E-2,2.346163988E-2
9.688145121E1,3.091034889E0,-1.076278687E-1,-5.413603783E-2
9.688645609E1,3.060015440E0,-1.590175629E-1,-1.840588450E-1
9.689146097E1,2.944354534E0,-3.047924042E-1,-2.918409705E-1
9.689646586E1,2.781748533E0,-5.004186630E-1,-4.638885856E-1
9.690147074E1,2.677280664E0,-6.955795288E-1,-6.679835320E-1
9.690650614E1,2.665838003E0,-9.549226761E-1,-8.143516779E-1
9.691151102E1,2.560976744E0,-1.290458679E0,-1.100756407E0
9.691651590E1,2.373901844E0,-1.697426796E0,-1.337001801E0
9.692152079E1,2.005311966E0,-2.150628090E0,-1.437372208E0
9.692652567E1,1.469976425E0,-2.574401855E0,-1.491271377E0
9.693156107E1,7.966573238E-1,-2.906251907E0,-1.509895086E0
9.693656595E1,1.633069515E-1,-3.044135094E0,-1.420557141E0
9.694157084E1,-3.604798317E-1,-3.014266014E0,-1.344811916E0
9.694657572E1,-5.236775875E-1,-2.693650246E0,-1.321256399E0
9.695158060E1,-2.906417847E-1,-2.165137291E0,-1.291651964E0
9.695658548E1,7.520961761E-2,-1.569223404E0,-1.067398429E0
9.696162088E1,3.073444366E-1,-1.018743515E0,-8.808066845E-1
9.696662577E1,5.077607632E-1,-5.498418808E-1,-6.334586740E-1
9.697163065E1,6.343569756E-1,-1.733531952E-1,-4.738500118E-1
9.697663553E1,6.720929146E-1,1.345787048E-1,-4.905318022E-1
9.698164042E1,6.239130497E-1,3.176164627E-1,-5.765755177E-1
9.698667582E1,5.553433895E-1,3.472518921E-1,-6.178569794E-1
9.699168070E1,4.979331493E-1,3.553409576E-1,-5.988131762E-1
9.699668558E1,5.238845348E-1,3.110713959E-1,-5.100744963E-1
9.700169046E1,6.473908424E-1,2.133502960E-1,-3.946021795E-1
9.700669535E1,8.254833221E-1,2.451801300E-1,-3.429521322E-1
9.701173075E1,1.049954176E0,2.999019623E-1,-3.847212791E-1
9.701673563E1,1.153681278E0,2.949104309E-1,-3.871281147E-1
9.702174051E1,1.413856506E0,3.989572525E-1,-4.913282394E-1
9.702674540E1,1.599365711E0,4.349870682E-1,-6.092066765E-1
9.703175028E1,1.751059294E0,4.747648239E-1,-7.814320326E-1
9.703675516E1,2.010211468E0,5.923442841E-1,-9.676192999E-1
9.704176004E1,2.195197344E0,6.295766830E-1,-1.274836898E0
9.704676493E1,2.423687458E0,5.970230103E-1,-1.614339590E0
9.705180033E1,2.514911890E0,4.954805374E-1,-1.963942289E0
9.705680521E1,2.401632071E0,2.228946686E-1,-2.266187429E0
9.706181009E1,2.122027397E0,-1.021337509E-1,-2.529965878E0
9.706684549E1,1.717314482E0,-4.434471130E-1,-2.660108566E0
9.707185038E1,1.366108656E0,-7.756309509E-1,-2.653492451E0
9.707685526E1,9.993648529E-1,-1.018209457E0,-2.588771105E0
9.708186014E1,6.562576294E-1,-1.116061211E0,-2.552315712E0
9.708686503E1,3.939428329E-1,-1.163571358E0,-2.412813663E0
9.709190042E1,1.884365082E-1,-1.174997330E0,-2.358473778E0
9.709690531E1,1.237888336E-1,-1.140848160E0,-2.262736320E0
9.710191019E1,8.104634285E-2,-1.025499344E0,-2.181053638E0
9.710691507E1,-1.594545841E-1,-1.057434082E0,-2.106878281E0
9.711191996E1,-3.764095306E-1,-9.997377396E-1,-2.071463108E0
9.711692484E1,-6.741323471E-1,-9.947290421E-1,-2.028385401E0
9.712196024E1,-9.226684570E-1,-1.076887131E0,-1.945741057E0
9.712696512E1,-1.041181087E0,-1.127683640E0,-1.898152947E0
9.713197000E1,-9.890661240E-1,-1.114978790E0,-1.881363511E0
9.713697489E1,-5.660724640E-1,-9.986038208E-1,-1.828771472E0
9.714197977E1,-1.275711060E-1,-8.080463409E-1,-1.865566850E0
9.714701517E1,2.113423347E-1,-6.442975998E-1,-1.841616392E0
9.715202005E1,5.834856033E-1,-6.401205063E-1,-1.762361526E0
9.715702494E1,1.018420458E0,-7.234115601E-1,-1.520076632E0
9.716202982E1,1.438055754E0,-7.753877640E-1,-1.349360228E0
9.716703470E1,1.671601772E0,-7.864351273E-1,-1.209810972E0
9.717203959E1,1.727660179E0,-7.970657349E-1,-1.101612926E0
9.717707498E1,1.680134058E0,-8.309602737E-1,-9.990355968E-1
9.718207987E1,1.589638710E0,-8.949775696E-1,-8.741620779E-1
9.718708475E1,1.575580120E0,-1.021262169E0,-7.090228796E-1
9.719208963E1,1.502919912E0,-1.246930122E0,-5.339064598E-1
9.719709452E1,1.388412237E0,-1.530067444E0,-4.999951124E-1
9.720212992E1,1.183993340E0,-1.794060707E0,-4.165674448E-1
9.720713480E1,9.161589146E-1,-1.945327759E0,-3.666529655E-1
9.721213968E1,5.878529549E-1,-2.059143066E0,-3.281109333E-1
9.721714457E1,3.354880810E-1,-2.021506310E0,-2.195636034E-1
9.722214945E1,2.581408024E-1,-1.732046127E0,-2.469934225E-1
9.722715433E1,3.225319386E-1,-1.287915230E0,-3.146733046E-1
9.723218973E1,5.288522243E-1,-8.376255035E-1,-3.333823681E-1
9.723719461E1,7.228260040E-1,-5.090789795E-1,-3.180634975E-1
9.724219950E1,8.893079758E-1,-2.663755417E-1,-2.853112221E-1
9.724720438E1,1.217313528E0,-3.178882599E-2,-2.891857624E-1
9.725220926E1,1.752504349E0,3.064441681E-2,-3.065021038E-1
9.725724466E1,2.186933279E0,2.352619171E-2,-1.851652861E-1
9.726224955E1,2.453175545E0,-1.894950867E-3,-8.368873596E-2
9.726725443E1,2.914043188E0,3.430461884E-2,-1.210418940E-1
9.727225931E1,3.286853313E0,1.042003632E-1,-1.451565027E-1
9.727726419E1,3.460938215E0,1.204004288E-1,-6.971132755E-2
9.728229960E1,3.636574030E0,2.514734268E-1,-1.070847511E-1
9.728730448E1,3.631818056E0,4.113225937E-1,-2.282493114E-1
9.729230936E1,3.449819803E0,4.758129120E-1,-3.614041805E-1
9.729731424E1,3.135624647E0,3.890943527E-1,-4.552651644E-1
9.730231913E1,2.679055214E0,2.675800323E-1,-5.699675679E-1
9.730735453E1,2.189621687E0,4.460239410E-2,-6.935861707E-1
9.731235941E1,1.727512121E0,-3.379850388E-1,-6.954213977E-1
9.731736429E1,1.255111694E0,-7.350721359E-1,-5.764228702E-1
9.732236918E1,8.015041351E-1,-1.103282928E0,-4.844502807E-1
9.732737406E1,3.982164860E-1,-1.514142990E0,-3.726798296E-1
9.733237894E1,-3.214168549E-2,-1.764078140E0,-1.873554587E-1
9.733741434E1,-4.037864208E-1,-1.951228142E0,-3.717356920E-2
9.734241922E1,-6.776149273E-1,-1.921313286E0,1.585914493E-1
9.734742411E1,-8.417046070E-1,-1.649481773E0,3.094021678E-1
9.735242899E1,-9.087047577E-1,-1.124297142E0,3.271788955E-1
9.735743387E1,-9.021494389E-1,-5.985212326E-1,3.267717957E-1
9.736246927E1,-7.716119289E-1,-5.911540985E-2,4.025344253E-1
9.736747416E1,-4.841740131E-1,4.481830597E-1,5.208113790E-1
9.737247904E1,-1.190483570E-1,9.362325668E-1,6.481441855E-1
9.737748392E1,4.385783672E-1,1.412911415E0,6.670853496E-1
9.738248880E1,1.139514208E0,1.717532158E0,5.732734799E-1
9.738752420E1,1.841368675E0,1.720585823E0,3.953349590E-1
9.739252909E1,2.352835178E0,1.310676575E0,9.201413393E-2
9.739753397E1,2.655116796E0,6.196660995E-1,-1.312956214E-1
9.740253885E1,2.876074076E0,-1.630840302E-1,-2.581738830E-1
9.740754374E1,3.196002722E0,-8.698816299E-1,-4.337846041E-1
9.741254862E1,3.430672169E0,-1.364396095E0,-6.580608487E-1
9.741758402E1,3.599454165E0,-1.725767136E0,-8.609419465E-1
9.742258890E1,3.548253298E0,-1.966041565E0,-1.016286016E0
9.742759378E1,3.040104628E0,-2.119794846E0,-1.162082672E0
9.743259867E1,2.305493832E0,-2.247423172E0,-1.243274689E0
9.743760355E1,1.652434349E0,-2.459453583E0,-1.294553041E0
9.744263895E1,1.314807653E0,-2.559229851E0,-1.439595342E0
9.744764383E1,1.131383181E0,-2.461797714E0,-1.457277536E0
9.745264872E1,9.169492722E-1,-2.144873619E0,-1.369871259E0
9.745765360E1,6.492784023E-1,-1.614817619E0,-1.250198841E0
9.746265848E1,4.164113998E-1,-1.062183380E0,-1.136981964E0
9.746766336E1,4.028940201E-1,-4.106550217E-1,-1.075653076E0
9.747269876E1,5.779621601E-1,2.139110565E-1,-1.003187656E0
9.747770365E1,8.244457245E-1,8.282041550E-1,-9.192732573E-1
9.748270853E1,1.151477575E0,1.356663704E0,-8.636291027E-1
9.748771341E1,1.350920439E0,1.598081589E0,-8.838336468E-1
9.749271830E1,1.256214619E0,1.360091209E0,-7.875113487E-1
9.749775370E1,9.667925835E-1,8.621768951E-1,-4.590183794E-1
9.750275858E1,6.027114391E-1,2.413415909E-1,-7.583704591E-2
9.750776346E1,4.526603222E-1,-1.253461838E-1,2.683172226E-1
9.751276835E1,1.989567280E-1,-3.587474823E-1,5.595824122E-1
9.751777323E1,-2.094531059E-2,-5.147666931E-1,8.419562578E-1
9.752280863E1,1.490001678E-1,-3.695211411E-1,1.123224139E0
9.752781351E1,4.020004272E-1,2.888011932E-2,1.348809958E0
9.753281839E1,6.573014259E-1,5.424537659E-1,1.511688590E0
9.753782328E1,7.350754738E-1,9.807348251E-1,1.657863021E0
9.754282816E1,7.040867805E-1,1.059230804E0,1.877296567E0
9.754783304E1,6.052570343E-1,6.994495392E-1,2.098760128E0
9.755286844E1,3.617529869E-1,-1.187419891E-2,2.529195070E0
9.755787332E1,1.815330982E-1,-8.743171692E-1,3.021052599E0
9.756287821E1,2.395529747E-1,-1.554092407E0,3.503186226E0
9.756788309E1,5.761542320E-1,-2.057607651E0,3.735077143E0
9.757288797E1,1.064241648E0,-2.291099548E0,3.867475033E0
9.757792337E1,1.421652555E0,-2.386879921E0,3.912844896E0
9.758292826E1,1.728307724E0,-2.360942841E0,3.726440668E0
9.758793314E1,1.942231894E0,-2.266235352E0,3.436701536E0
9.759293802E1,2.098545313E0,-1.978483200E0,3.062389851E0
9.759794291E1,2.203075886E0,-1.351868629E0,2.707865715E0
9.760297831E1,2.208119631E0,-6.509542465E-1,2.379367590E0
9.760798319E1,2.109433413E0,-9.790134430E-2,2.007349491E0
9.761298807E1,2.078779936E0,2.370986938E-1,1.637072563E0
9.761799295E1,2.011892319E0,2.826185226E-1,1.254838943E0
9.762299784E1,1.938226461E0,-2.705574036E-3,1.109486818E0
9.762800272E1,2.055694580E0,-3.915424347E-1,1.234424353E0
9.763303812E1,1.834046602E0,-8.569564819E-1,1.486922741E0
9.763804300E1,1.186383247E0,-1.285291672E0,1.480700374E0
9.764304789E1,7.036013603E-1,-1.449784279E0,1.318555832E0
9.764805277E1,6.088080406E-1,-1.259034157E0,1.029680014E0
9.765305765E1,7.939031124E-1,-8.087425232E-1,7.126575112E-1
9.765809305E1,1.136482716E0,-2.318735123E-1,4.039652944E-1
9.766309794E1,1.662345409E0,3.671588898E-1,8.908460289E-2
9.766810282E1,2.177798033E0,8.551921844E-1,-1.826601923E-1
9.767310770E1,2.583993435E0,1.234251976E0,-4.395966828E-1
9.767811258E1,2.929967880E0,1.453942299E0,-6.878142357E-1
9.768311747E1,3.188152552E0,1.483021736E0,-9.551397562E-1
9.768812235E1,3.323629141E0,1.436217308E0,-1.251717091E0
9.769315775E1,3.260853529E0,1.328839302E0,-1.492097139E0
9.769816263E1,3.001027822E0,1.128330231E0,-1.594674706E0
9.770316752E1,2.457114697E0,9.005184174E-1,-1.639747143E0
9.770817240E1,1.987447500E0,6.647653580E-1,-1.654191494E0
9.771320780E1,1.545657873E0,4.404592514E-1,-1.746401310E0
9.771821268E1,1.169080973E0,2.242040634E-1,-1.838203073E0
9.772321756E1,7.908685207E-1,-4.709625244E-2,-1.936186790E0
9.772822245E1,4.554288387E-1,-3.252506256E-1,-1.970077991E0
9.773322733E1,2.671113014E-1,-5.059270859E-1,-2.007054806E0
9.773823221E1,8.565092087E-2,-5.771150589E-1,-1.771834373E0
9.774326761E1,-2.447223663E-2,-6.213264465E-1,-1.354983330E0
9.774827250E1,-1.017570496E-3,-5.225334167E-1,-1.031643391E0
9.775327738E1,4.558563232E-4,-3.023958206E-1,-7.144345641E-1
9.775828226E1,-3.765869141E-2,-6.159019470E-2,-4.062980711E-1
9.776328714E1,4.530549049E-2,2.259893417E-1,-6.794811785E-2
9.776829203E1,1.885707378E-1,4.310483932E-1,1.867134571E-1
9.777329691E1,3.281478882E-1,5.282907486E-1,4.414752126E-1
9.777833231E1,2.938840389E-1,4.171218872E-1,5.834157467E-1
9.778333719E1,1.058852673E-1,-4.107475281E-3,8.065714836E-1
9.778834208E1,-1.079080105E-1,-4.504051208E-1,1.131685376E0
9.779334696E1,-3.358674049E-1,-6.837091446E-1,1.493935943E0
9.779835184E1,-5.338399410E-1,-8.190116882E-1,1.843046069E0
9.780338724E1,-7.636523247E-1,-8.609495163E-1,2.125688791E0
9.780839212E1,-8.558151722E-1,-8.298435211E-1,2.395251513E0
9.781339701E1,-8.856554031E-1,-7.138528824E-1,2.618729591E0
9.781840189E1,-8.578827381E-1,-6.207351685E-1,2.763006926E0
9.782340677E1,-6.955356598E-1,-5.410585403E-1,2.808082819E0
9.782844217E1,-5.725398064E-1,-5.468053818E-1,2.698372364E0
9.783344706E1,-4.770879745E-1,-5.879688263E-1,2.463853836E0
9.783845194E1,-3.760035038E-1,-5.691785812E-1,2.011433601E0
9.784345682E1,-4.069643021E-1,-6.439409256E-1,1.450337172E0
9.784846170E1,-6.516733170E-1,-7.120027542E-1,8.123899698E-1
9.785349710E1,-1.032872915E0,-9.082984924E-1,2.349261940E-1
9.785850199E1,-1.308097124E0,-1.184363365E0,-3.454616368E-1
9.786350687E1,-1.509310007E0,-1.612415314E0,-8.155212402E-1
9.786851175E1,-1.380044699E0,-2.078133583E0,-9.557949901E-1
9.787351664E1,-9.701278210E-1,-2.380430222E0,-9.605919123E-1
9.787852152E1,-4.456009865E-1,-2.322295189E0,-8.191317320E-1
9.788355692E1,-1.512005329E-1,-1.825476646E0,-4.423772097E-1
9.788856180E1,-1.940658092E-1,-1.212118149E0,-8.092351258E-2
9.789356669E1,-3.867704868E-1,-4.163236618E-1,2.555623353E-1
9.789857157E1,-4.069526196E-1,4.782285690E-1,5.592355728E-1
9.790357645E1,-4.860265255E-1,1.138758659E0,8.121647835E-1
9.790861185E1,-6.410427094E-1,1.639398575E0,9.080625176E-1
9.791361673E1,-7.698624134E-1,2.122476578E0,1.049766302E0
9.791862162E1,-8.684017658E-1,2.196846008E0,1.179397583E0
9.792362650E1,-1.200007677E0,1.970342636E0,1.204596639E0
9.792863138E1,-1.641307831E0,1.537818909E0,1.176885843E0
9.793363626E1,-2.021465302E0,9.740953445E-1,1.083586097E0
9.793867166E1,-2.204060793E0,5.044584274E-1,9.877631068E-1
9.794367655E1,-2.286577940E0,3.204536438E-2,9.407773614E-1
9.794868143E1,-2.297477007E0,-4.002332687E-1,9.191806316E-1
9.795368631E1,-2.323246717E0,-7.074356079E-1,8.409426212E-1
9.795869120E1,-2.191217422E0,-9.468402863E-1,8.213496804E-1
9.796372660E1,-1.906580210E0,-1.010906219E0,7.335354090E-1
9.796873148E1,-1.620092392E0,-9.596414566E-1,6.195613146E-1
9.797373636E1,-1.461011648E0,-7.202339172E-1,4.870448112E-1
9.797874125E1,-1.326799631E0,-4.876871109E-1,3.826118112E-1
9.798374613E1,-1.205538988E0,-2.093553543E-1,2.874560654E-1
9.798878153E1,-1.184167624E0,7.273769379E-2,3.055830002E-1
9.799378641E1,-1.282747030E0,2.521762848E-1,4.480787516E-1
9.799879129E1,-1.461618662E0,3.218898773E-1,6.596087813E-1
9.800379618E1,-1.538998365E0,5.258760452E-1,9.474635720E-1
9.800880106E1,-1.569869041E0,8.292579651E-1,1.270225048E0
9.801380594E1,-1.516214132E0,1.465069771E0,1.451828837E0
9.801884134E1,-1.246530533E0,2.155464172E0,1.454670668E0
9.802384623E1,-6.699604988E-1,2.677936554E0,1.277155995E0
9.802885111E1,-2.371225357E-1,2.757582664E0,9.952258468E-1
9.803385599E1,-1.750946045E-2,2.511063576E0,6.580598950E-1
9.803886087E1,2.878005505E-1,2.077554703E0,3.908966184E-1
9.804389628E1,6.548645496E-1,1.480045319E0,-5.924366415E-3
9.804890116E1,1.140468597E0,8.871278763E-1,-4.607419074E-1
9.805390604E1,1.587584257E0,3.475723267E-1,-8.856161833E-1
9.805891092E1,1.928039074E0,-1.725234985E-1,-1.230389595E0
9.806391581E1,2.086249828E0,-6.160974503E-1,-1.462179065E0
9.806895121E1,1.901259661E0,-7.896566391E-1,-1.641702414E0
9.807395609E1,1.232446671E0,-7.175054550E-1,-1.640353918E0
9.807896097E1,4.863677025E-1,-5.205554962E-1,-1.570405006E0
9.808396586E1,-8.836627007E-2,-1.833829880E-1,-1.422969937E0
9.808897074E1,-5.820205212E-1,2.497291565E-1,-1.282444119E0
9.809397562E1,-8.658905029E-1,7.954893112E-1,-1.111339569E0
9.809901102E1,-1.153469086E0,1.300863266E0,-8.769453168E-1
9.810401590E1,-1.281738520E0,1.692022324E0,-6.596470475E-1
9.810902079E1,-1.286237717E0,1.858148575E0,-4.508890808E-1
9.811405619E1,-1.080515623E0,1.810514450E0,-2.886167765E-1
9.811906107E1,-4.754667282E-1,1.681108475E0,-3.756456971E-1
9.812406595E1,3.327116966E-1,1.523716927E0,-5.356631279E-1
9.812907084E1,1.141084671E0,1.222206116E0,-8.011127710E-1
9.813407572E1,1.826989174E0,8.770589828E-1,-1.145986080E0
9.813908060E1,2.461697578E0,6.100769043E-1,-1.468556881E0
9.814411600E1,3.086794138E0,3.682756424E-1,-1.747997642E0
9.814912088E1,3.507336140E0,-3.165435791E-2,-2.119317055E0
9.815412577E1,3.596447229E0,-4.785871506E-1,-2.448460817E0
9.815913065E1,3.507639885E0,-8.362140656E-1,-2.694240093E0
9.816413553E1,3.339116812E0,-1.153670311E0,-2.803197861E0
9.816917093E1,2.995181799E0,-1.424906731E0,-2.807542801E0
9.817417582E1,2.604409218E0,-1.673660278E0,-2.634064913E0
9.817918070E1,2.319837332E0,-1.835286140E0,-2.378567457E0
9.818418558E1,1.993020296E0,-2.080772400E0,-2.069478035E0
9.818919046E1,1.504111528E0,-2.136105537E0,-1.605445981E0
9.819422586E1,1.084754705E0,-2.055118561E0,-1.108641386E0
9.819923075E1,6.962034702E-1,-1.858190536E0,-5.458684564E-1
9.820423563E1,2.460372448E-1,-1.559718132E0,-4.719436169E-3
9.820924051E1,-2.232131958E-1,-1.053293228E0,3.230023682E-1
9.821424540E1,-7.455229759E-1,-5.626668930E-1,6.710228324E-1
9.821925028E1,-1.309827328E0,-1.366004944E-1,1.024771690E0
9.822425516E1,-1.731733322E0,2.299957275E-1,1.312204003E0
9.822929056E1,-1.919419527E0,4.510774612E-1,1.664537430E0
9.823429544E1,-2.068567991E0,3.831777573E-1,1.973800659E0
9.823930033E1,-2.121174097E0,-1.779079437E-2,2.400066853E0
9.824430521E1,-2.112016201E0,-5.350103378E-1,2.684615374E0
9.824934061E1,-1.950506210E0,-1.171863556E0,2.805629730E0
9.825434549E1,-1.733859539E0,-1.846863747E0,2.756676435E0
9.825935038E1,-1.531346560E0,-2.470331192E0,2.614483595E0
9.826435526E1,-1.266865969E0,-2.990797997E0,2.399680614E0
9.826936014E1,-8.067126274E-1,-3.243382454E0,2.061790466E0
9.827439554E1,-2.237668037E-1,-3.074231148E0,1.636650801E0
9.827940042E1,3.029422760E-1,-2.548558235E0,1.170098662E0
9.828440531E1,6.507792473E-1,-2.050693512E0,7.517359853E-1
9.828941019E1,9.347229004E-1,-1.409629822E0,4.975989163E-1
9.829441507E1,1.193314314E0,-6.781902313E-1,3.884002864E-1
9.829941996E1,1.363025665E0,1.100749969E-1,4.064870477E-1
9.830445536E1,1.605498791E0,8.773689270E-1,4.697838128E-1
9.830946024E1,1.839670897E0,1.484912872E0,5.312177539E-1
9.831446512E1,1.831335306E0,1.787020683E0,5.868567824E-1
9.831947000E1,1.640401363E0,1.909644127E0,5.808680058E-1
9.832447489E1,1.417426109E0,1.991769791E0,5.504761338E-1
9.832947977E1,1.231646299E0,1.870910645E0,4.153142869E-1
9.833451517E1,1.125164270E0,1.636940956E0,2.216752321E-1
9.833952005E1,8.977637291E-1,1.302921295E0,4.110611975E-2
9.834452494E1,7.049393654E-1,9.311971664E-1,-2.307157218E-1
9.834952982E1,6.270585060E-1,5.910959244E-1,-3.509578109E-1
9.835456522E1,4.974110126E-1,1.212978363E-2,-3.379337192E-1
9.835957010E1,3.156392574E-1,-5.904169083E-1,-3.592028022E-1
9.836457498E1,1.307032108E-1,-1.058678627E0,-3.704439402E-1
9.836957987E1,-9.746170044E-2,-1.340031624E0,-3.491412997E-1
9.837458475E1,-2.475042343E-1,-1.530161858E0,-3.409913182E-1
9.837958963E1,-2.673351765E-1,-1.715159416E0,-3.134384155E-1
9.838462503E1,-1.169610023E-1,-1.839827538E0,-1.724505126E-1
9.838962992E1,1.840684414E-1,-1.741589546E0,8.626754582E-2
9.839463480E1,5.410618782E-1,-1.365648270E0,4.888036251E-1
9.839963968E1,8.259792328E-1,-9.155797958E-1,9.684674740E-1
9.840464457E1,1.199485779E0,-3.831443787E-1,1.371019840E0
9.840967997E1,1.465802431E0,1.226539612E-1,1.699441910E0
9.841468485E1,1.975771427E0,6.197071075E-1,2.138686657E0
9.841968973E1,2.300780773E0,1.037606239E0,2.685359716E0
9.842469461E1,2.206073284E0,1.332449913E0,3.292189598E0
9.842969950E1,2.174313068E0,1.359181404E0,4.152000427E0
9.843473490E1,2.796288013E0,2.572696686E0,9.695536613E0
9.843973978E1,5.623229980E0,6.702366829E0,3.541168594E1
9.844474466E1,5.808947563E0,1.450864792E0,3.579530334E1
9.844974955E1,1.779886007E0,-4.845018387E0,1.191368389E1
9.845475443E1,7.148659229E-1,-5.042338371E0,5.444891930E0
9.845975931E1,7.375433445E-1,-4.351978302E0,7.015869141E0
9.846479471E1,-1.073791981E-1,-3.653815269E0,4.933636665E0
9.846979960E1,-6.695621014E-1,-3.032442093E0,2.259500980E0
9.847480448E1,-5.622510910E-1,-2.715407372E0,6.174600124E-2
9.847980936E1,-1.440496445E-1,-2.290981293E0,-1.726051331E0
9.848481424E1,-3.027534485E-2,-1.949069977E0,-2.948322773E0
9.848984964E1,-2.784318924E-1,-1.927262306E0,-3.535124540E0
9.849485453E1,-5.418121815E-1,-2.253467560E0,-3.829958200E0
9.849985941E1,-8.165702820E-1,-2.648262978E0,-3.657676935E0
9.850486429E1,-9.690949917E-1,-2.911733627E0,-3.067954779E0
9.850986918E1,-8.958163261E-1,-2.873008728E0,-2.045972824E0
9.851487406E1,-7.076632977E-1,-2.619894028E0,-1.132213473E0
9.851990946E1,-6.033210754E-1,-2.171006203E0,-2.674585581E-1
9.852491434E1,-5.171382427E-1,-1.656282425E0,5.857801437E-1
9.852991922E1,-3.004455566E-1,-9.876871109E-1,1.127659082E0
9.853492411E1,-9.571814537E-2,-2.348794937E-1,1.531247854E0
9.853992899E1,-5.382204056E-2,5.421333313E-1,1.984889746E0
9.854496439E1,-9.894919395E-2,1.111413956E0,2.290850163E0
9.854996927E1,-9.658551216E-2,1.565116882E0,2.751922607E0
9.855497416E1,1.425049305E-1,1.836484909E0,3.152180910E0
9.855997904E1,4.388172626E-1,1.888461113E0,3.470839500E0
9.856498392E1,6.492893696E-1,1.692265511E0,3.824409008E0
9.857001932E1,7.755897045E-1,1.209633827E0,4.086653709E0
9.857502420E1,7.885034084E-1,6.903467178E-1,4.259771824E0
9.858002909E1,8.431775570E-1,1.465072632E-1,4.328216553E0
9.858503397E1,9.623842239E-1,-3.501482010E-1,4.328792095E0
